"GeographyCode","QS605EW0001","QS605EW0002","QS605EW0003","QS605EW0004","QS605EW0005","QS605EW0006","QS605EW0007","QS605EW0008","QS605EW0009","QS605EW0010","QS605EW0011","QS605EW0012","QS605EW0013","QS605EW0014","QS605EW0015","QS605EW0016","QS605EW0017","QS605EW0018","QS605EW0019","QS605EW0020","QS605EW0021","QS605EW0022","QS605EW0023","QS605EW0024","QS605EW0025","QS605EW0026","QS605EW0027","QS605EW0028"
"E00021386",120,1,0,6,1,2,0,2,0,0,1,0,2,8,16,6,23,3,5,2,7,11,1,10,16,3,0,0
"E00021387",256,0,0,9,0,3,0,1,2,1,2,0,3,17,34,18,23,11,25,2,24,10,13,29,21,16,0,1
"E00021388",119,0,0,3,1,1,0,0,0,0,1,0,0,11,10,8,15,8,6,4,9,12,3,16,10,4,0,0
"E00021391",132,0,0,0,0,0,0,0,0,0,0,0,3,9,16,6,27,4,8,5,7,12,3,13,12,7,0,0
"E00021392",185,0,0,3,1,0,0,0,0,1,1,1,0,18,14,9,19,6,13,6,10,13,15,20,21,16,0,1
"E00021393",132,0,0,6,0,2,0,0,3,0,1,1,0,3,16,11,21,6,11,0,8,10,6,13,6,14,0,0
"E00021394",108,1,0,2,0,0,0,0,0,0,2,0,0,5,11,4,25,4,9,3,5,7,6,8,15,3,0,0
"E00021395",90,0,0,4,0,0,0,3,1,0,0,0,1,6,11,9,9,1,3,1,8,2,1,16,11,7,0,0
"E00021396",120,0,0,3,0,0,0,0,0,0,3,0,1,8,25,6,17,2,5,0,9,6,7,17,12,2,0,0
"E00021397",154,0,0,4,2,1,0,1,0,0,0,0,1,8,24,8,26,5,1,4,7,14,3,25,17,7,0,0
"E00021398",198,0,0,7,2,1,0,1,0,2,1,1,0,8,21,17,48,3,14,3,14,8,9,15,17,8,1,4
"E00021399",192,0,0,1,0,0,0,0,1,0,0,1,0,8,15,5,11,14,49,3,33,7,7,7,14,15,0,2
"E00021400",147,0,0,3,1,1,0,0,1,0,0,1,0,13,21,6,17,8,12,4,8,9,7,19,12,7,0,0
"E00021402",119,0,0,4,0,0,0,0,1,0,3,0,0,10,11,6,18,6,9,3,3,8,5,10,17,9,0,0
"E00021404",203,0,0,2,0,0,0,0,0,1,1,1,0,2,9,3,4,22,80,2,34,3,5,9,17,8,2,0
"E00021405",195,0,0,6,1,1,0,0,0,1,3,1,0,24,25,10,25,12,8,2,17,18,3,21,14,8,0,1
"E00021406",142,0,0,2,0,1,0,0,1,0,0,0,0,11,18,8,21,4,14,1,11,11,5,15,13,8,0,0
"E00021407",149,0,0,1,0,1,0,0,0,0,0,0,0,10,20,12,25,5,14,1,5,16,6,15,15,4,0,0
"E00021408",241,0,0,1,0,0,0,0,0,0,1,0,0,7,18,8,12,27,69,4,33,13,4,15,14,12,2,2
"E00021409",219,0,1,1,0,0,0,0,0,0,1,0,1,5,7,3,4,21,97,2,35,5,5,8,16,4,0,4
"E00021410",155,0,0,6,1,0,0,1,1,1,2,0,1,8,16,4,32,5,7,3,14,9,5,18,15,11,0,1
"E00021411",179,0,0,4,1,1,0,0,0,1,1,1,3,11,23,12,19,8,14,2,14,13,4,23,13,13,0,2
"E00021412",183,0,0,4,0,1,0,0,0,0,3,0,3,11,8,11,29,15,17,3,13,12,9,26,14,8,0,0
"E00021413",141,0,0,3,0,1,0,0,1,0,1,0,0,2,20,10,23,3,8,4,6,10,7,10,23,9,2,1
"E00021414",122,0,0,2,0,1,0,0,0,0,1,0,0,4,13,10,33,5,9,4,6,4,6,12,10,4,0,0
"E00021415",136,0,0,6,1,3,0,0,0,0,2,0,0,8,29,6,30,1,5,3,4,9,7,18,5,5,0,0
"E00021416",150,0,0,5,1,1,1,0,1,0,1,0,0,9,28,4,21,6,9,6,9,14,6,19,9,3,1,1
"E00021417",122,0,0,3,0,2,0,0,0,0,1,0,1,5,21,2,22,10,14,1,7,8,3,9,8,4,2,2
"E00021418",165,0,0,0,0,0,0,0,0,0,0,1,0,4,6,1,5,23,67,0,28,4,4,8,8,3,0,3
"E00021419",122,0,0,3,1,0,0,1,0,0,1,1,0,9,19,8,25,8,5,2,4,7,3,14,12,2,0,0
"E00021420",144,0,0,2,0,0,0,1,1,0,0,0,0,5,11,4,8,13,41,2,21,7,6,12,4,7,1,0
"E00021421",174,0,0,4,0,1,0,0,0,0,3,0,0,8,21,8,32,5,17,0,14,13,10,10,18,12,0,2
"E00021422",73,0,0,2,0,2,0,0,0,0,0,0,0,2,5,1,23,2,4,4,5,7,3,5,5,5,0,0
"E00021423",136,0,0,2,0,1,0,0,0,1,0,0,0,2,15,8,28,7,14,1,6,12,6,13,16,6,0,0
"E00021424",170,0,0,2,1,0,0,1,0,0,0,0,0,5,8,4,7,17,59,2,21,2,9,12,13,9,0,0
"E00021425",191,0,1,5,1,0,0,1,0,1,2,1,0,3,8,3,1,13,70,4,43,6,10,8,9,6,0,0
"E00021426",103,0,0,1,1,0,0,0,0,0,0,0,1,3,10,8,26,2,2,3,7,3,5,16,11,5,0,0
"E00021427",178,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,5,18,83,1,35,2,3,7,9,4,0,2
"E00021428",160,0,0,2,0,2,0,0,0,0,0,0,1,9,26,8,27,6,9,5,11,15,6,18,10,7,0,0
"E00021429",72,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,7,1,9,0,12,3,3,14,5,2,0,0
"E00021430",104,0,0,5,0,2,0,0,1,1,1,0,1,8,11,12,12,3,9,4,7,5,4,11,6,6,0,0
"E00021431",120,0,0,1,0,0,0,0,1,0,0,0,2,6,20,10,19,7,6,8,4,6,2,15,9,4,1,0
"E00021432",121,1,0,4,0,2,0,0,0,1,1,0,0,10,19,8,21,4,6,3,4,7,4,17,8,5,0,0
"E00021433",304,0,0,8,2,1,0,0,1,0,4,1,0,16,40,12,40,19,40,3,39,8,19,29,8,17,2,3
"E00021434",159,0,0,3,0,0,0,0,0,2,1,1,0,8,35,11,24,8,9,6,8,12,2,12,13,7,0,0
"E00021437",115,0,0,5,1,0,0,0,1,2,1,0,0,9,19,5,20,6,6,4,5,3,8,16,7,2,0,0
"E00021438",68,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,9,1,5,1,4,9,5,8,6,6,0,0
"E00021439",59,0,0,2,0,1,0,0,0,0,1,0,0,1,6,3,10,2,3,3,3,5,1,7,8,5,0,0
"E00021440",165,0,0,8,2,3,0,0,0,1,2,0,0,2,31,6,29,6,8,3,16,5,10,23,10,8,0,0
"E00021441",185,0,0,9,2,2,0,1,0,2,2,0,1,9,12,7,11,17,10,5,32,9,6,24,11,20,0,2
"E00021442",139,0,0,10,3,1,2,0,0,2,2,0,6,9,19,8,8,5,8,6,9,8,6,10,18,9,0,0
"E00021443",112,0,0,3,0,2,0,0,0,0,1,0,0,9,15,7,9,3,6,2,17,6,7,11,9,8,0,0
"E00021444",132,0,0,3,0,0,0,0,0,1,2,0,1,8,14,9,18,13,5,2,10,5,1,19,14,10,0,0
"E00021445",135,0,0,6,0,4,0,0,0,0,2,0,0,2,23,10,31,3,0,1,7,4,8,19,7,13,1,0
"E00021446",120,0,0,5,0,3,0,0,0,0,2,0,1,10,16,3,26,1,5,3,2,11,7,15,11,4,0,0
"E00021447",185,0,2,4,1,0,0,0,2,0,1,0,0,8,22,4,15,21,18,3,23,7,5,13,20,20,0,0
"E00021448",141,0,0,0,0,0,0,0,0,0,0,0,0,4,18,13,13,11,3,4,12,5,5,21,24,8,0,0
"E00021449",186,0,0,1,0,0,0,0,1,0,0,0,0,4,30,7,20,17,11,4,27,5,8,25,16,11,0,0
"E00021450",105,0,0,3,0,1,1,0,0,0,1,0,0,5,11,5,2,13,3,1,24,5,6,10,12,5,0,0
"E00021451",146,0,0,4,0,2,1,0,0,1,0,0,0,3,18,12,31,4,5,2,10,8,7,22,13,6,0,1
"E00021452",111,0,0,2,0,1,0,0,0,0,1,0,1,3,17,5,12,12,7,2,10,6,7,12,10,4,0,1
"E00021453",153,0,0,1,0,0,0,0,0,0,1,1,0,7,22,8,12,15,4,3,21,8,10,18,16,6,0,1
"E00021454",143,0,0,1,0,1,0,0,0,0,0,0,0,5,25,7,15,8,6,1,17,4,10,15,16,12,1,0
"E00021455",121,0,0,4,3,0,0,0,1,0,0,0,1,5,15,4,20,3,3,3,11,8,4,22,8,9,1,0
"E00021458",210,0,0,2,1,0,0,1,0,0,0,1,0,3,20,1,15,26,16,2,33,9,5,21,29,27,0,0
"E00021459",183,0,0,1,1,0,0,0,0,0,0,0,0,3,16,2,12,24,19,6,38,10,7,18,14,11,0,2
"E00021460",222,0,0,3,0,2,0,1,0,0,0,0,0,11,17,3,20,31,14,4,33,8,8,24,23,22,0,1
"E00021461",127,0,1,3,0,3,0,0,0,0,0,2,0,4,7,3,14,11,14,1,15,7,8,9,19,9,0,0
"E00021462",129,0,0,8,1,2,0,0,3,0,2,0,0,3,12,6,17,8,5,5,13,7,3,20,12,10,0,0
"E00021463",159,0,0,4,1,1,1,0,0,1,0,0,3,4,20,9,26,18,8,3,20,5,7,9,12,8,2,1
"E00021464",136,0,0,5,0,3,0,1,0,0,1,2,0,4,14,2,18,16,7,0,17,9,8,15,14,5,0,0
"E00021465",150,0,1,1,0,0,0,0,0,0,1,0,1,6,20,6,14,8,14,4,13,7,7,25,13,10,0,0
"E00021466",193,0,0,2,0,0,0,0,0,1,1,0,0,4,40,11,47,10,2,5,7,15,6,27,7,10,0,0
"E00021467",119,0,0,1,0,0,0,0,0,0,1,0,2,2,18,6,38,0,1,2,2,11,4,15,10,6,1,0
"E00021468",136,0,0,1,0,0,0,0,0,0,1,0,1,5,16,4,35,9,5,1,16,5,5,11,9,12,0,1
"E00021469",161,0,0,6,1,2,1,0,0,1,1,1,0,5,21,9,24,10,8,3,13,10,6,23,11,11,0,0
"E00021470",102,0,0,3,0,0,0,0,1,1,1,1,0,3,17,4,13,7,3,1,8,10,3,14,6,9,0,0
"E00021471",131,0,0,4,2,0,1,1,0,0,0,0,0,2,10,4,21,5,7,2,15,5,7,18,18,12,0,1
"E00021473",105,0,0,2,0,0,0,1,0,0,1,0,0,5,17,3,12,10,4,1,6,4,3,20,15,3,0,0
"E00021474",151,0,0,6,0,3,0,0,1,1,1,0,0,0,18,5,40,13,2,3,11,8,8,16,14,6,1,0
"E00021475",164,0,0,6,1,2,0,0,0,1,2,1,0,7,19,4,39,13,1,3,5,13,8,20,18,7,0,0
"E00021476",151,0,0,1,0,1,0,0,0,0,0,0,2,5,19,8,46,5,9,4,10,5,9,11,13,4,0,0
"E00021477",241,1,0,6,0,4,0,0,1,1,0,1,1,4,20,7,23,27,21,3,29,8,11,30,20,27,0,2
"E00021478",158,0,0,5,1,1,1,0,0,0,2,0,0,5,18,4,13,17,11,2,19,6,13,17,15,13,0,0
"E00021479",230,0,1,3,1,1,0,1,0,0,0,0,2,7,26,5,34,22,13,5,30,12,9,20,21,19,1,0
"E00021480",195,0,0,1,0,0,0,0,0,1,0,0,1,3,20,5,14,21,19,0,34,14,9,26,14,14,0,0
"E00021481",136,0,0,4,1,2,0,0,0,0,1,0,0,5,25,7,26,12,2,6,7,10,2,10,8,12,0,0
"E00021482",231,0,0,3,1,0,1,0,0,1,0,0,0,5,35,7,25,15,11,2,33,14,8,38,15,19,1,0
"E00021483",333,0,0,4,1,2,0,0,0,0,1,1,0,7,26,8,37,41,38,5,62,9,13,34,26,21,1,0
"E00021484",204,0,0,2,0,1,0,0,0,1,0,0,0,4,24,4,16,21,15,0,34,9,11,28,22,14,0,0
"E00021485",133,0,0,2,0,0,0,0,1,0,1,0,1,1,27,10,18,2,5,5,7,8,10,10,19,8,0,0
"E00021486",143,0,0,4,0,2,0,0,0,1,1,0,0,10,21,3,24,9,6,3,14,13,5,15,9,7,0,0
"E00021487",73,0,0,0,0,0,0,0,0,0,0,0,0,1,12,3,6,3,1,1,5,6,4,9,8,14,0,0
"E00021488",173,0,0,6,3,1,0,0,1,0,1,1,0,6,21,6,28,10,14,2,10,12,5,20,23,9,0,0
"E00021489",111,0,0,3,0,2,0,1,0,0,0,0,1,2,15,9,21,2,1,1,8,3,6,18,16,5,0,0
"E00021490",82,0,0,1,0,0,0,0,0,1,0,0,0,1,11,5,16,3,5,1,5,6,2,11,10,5,0,0
"E00021491",92,0,0,2,1,0,0,0,0,0,1,0,0,2,11,5,23,6,4,3,3,2,2,13,10,6,0,0
"E00021492",120,0,0,3,0,0,0,0,1,0,2,0,0,3,17,4,37,3,5,3,9,3,5,14,8,6,0,0
"E00021493",137,0,0,7,3,2,0,0,0,0,2,0,0,2,17,13,24,8,2,4,3,10,9,15,16,7,0,0
"E00021494",206,0,0,3,0,1,0,0,0,0,2,0,0,8,38,12,13,13,13,4,16,13,8,28,23,12,1,1
"E00021495",213,0,0,4,1,1,0,0,0,0,2,0,0,6,31,12,32,14,15,4,14,19,6,20,33,3,0,0
"E00021496",75,0,0,3,1,2,0,0,0,0,0,0,0,0,12,5,14,2,3,1,4,8,3,11,2,7,0,0
"E00021497",135,0,0,7,2,2,0,1,0,1,1,0,1,3,16,11,29,4,6,5,10,11,4,13,11,3,0,1
"E00021498",117,0,0,4,1,2,0,0,0,0,1,0,0,5,16,5,27,4,6,3,2,3,7,12,17,6,0,0
"E00021499",188,0,0,4,1,0,0,0,0,2,1,2,0,6,21,5,21,15,17,4,20,14,6,17,20,16,0,0
"E00021500",188,0,0,5,0,0,0,0,1,0,4,0,0,8,14,8,10,17,21,2,28,5,9,18,26,17,0,0
"E00021501",115,0,0,3,0,2,0,0,0,0,1,0,1,4,16,3,23,5,2,3,9,8,3,13,16,6,0,0
"E00021502",100,0,0,0,0,0,0,0,0,0,0,0,0,6,26,7,12,3,4,2,4,7,6,12,9,2,0,0
"E00021503",124,0,0,1,0,0,0,0,0,1,0,0,1,9,24,5,23,1,4,0,4,5,2,21,16,7,0,1
"E00021504",150,0,0,5,0,1,0,0,0,0,4,1,1,4,16,9,22,5,9,6,14,12,7,19,15,5,0,0
"E00021505",90,0,0,3,0,0,0,0,0,0,3,1,0,0,14,6,14,3,7,0,7,5,2,14,11,3,0,0
"E00021506",140,0,0,4,0,2,0,0,1,0,1,0,0,2,14,10,21,8,10,3,14,6,8,12,16,12,0,0
"E00021507",177,0,0,4,2,0,0,0,0,0,2,0,1,9,20,4,21,17,15,5,26,8,5,21,11,9,0,1
"E00021508",168,0,2,4,1,1,0,0,0,1,1,1,0,3,19,11,26,12,10,2,15,10,4,18,16,14,0,1
"E00021509",197,0,0,6,0,1,0,0,0,0,5,0,0,12,33,6,37,13,6,3,16,18,4,20,16,6,1,0
"E00021510",154,0,0,1,0,0,0,1,0,0,0,0,0,3,8,2,3,10,80,5,25,3,1,4,6,2,1,0
"E00021511",142,0,0,3,0,0,0,0,0,1,2,0,0,3,6,1,3,7,77,0,23,3,1,3,7,5,0,0
"E00021516",151,0,0,3,1,0,0,0,0,1,1,0,1,7,13,11,12,16,34,5,12,4,6,9,10,8,0,0
"E00021517",177,0,2,4,0,0,0,0,0,1,3,0,0,5,26,9,17,11,42,1,26,8,4,9,11,2,0,0
"E00021518",186,0,0,3,0,0,0,0,1,0,2,0,0,4,19,13,11,22,43,2,20,7,5,17,9,9,1,1
"E00021519",304,0,0,3,1,1,0,0,0,0,1,0,0,18,21,7,20,33,53,7,58,13,5,24,17,22,0,3
"E00021520",146,0,0,3,0,0,0,0,1,2,0,2,0,5,9,5,5,22,30,0,18,5,5,18,13,4,1,1
"E00021521",126,0,0,2,0,0,0,0,0,0,2,1,2,6,8,10,7,5,16,3,8,9,7,22,11,7,0,2
"E00021522",159,0,0,4,0,0,0,1,0,0,3,0,1,5,17,11,26,8,18,6,7,11,7,15,15,8,0,0
"E00021524",257,0,0,6,0,1,1,0,2,1,1,0,0,12,30,8,42,20,42,4,31,7,6,18,18,11,0,2
"E00021525",184,0,0,1,0,0,0,0,0,0,1,1,0,8,9,6,18,23,35,2,30,9,1,13,13,15,0,0
"E00021526",250,0,0,4,1,0,0,0,0,1,2,0,0,3,20,6,11,33,69,2,44,16,7,16,10,8,0,1
"E00021527",203,0,0,6,1,1,0,1,0,1,2,1,0,5,26,6,11,23,47,3,21,11,9,12,14,8,0,0
"E00021528",115,0,0,2,0,0,0,0,1,0,1,1,0,8,10,5,12,12,12,3,15,5,5,8,8,9,0,0
"E00021529",73,0,0,3,0,2,0,0,0,0,1,0,0,5,7,3,7,5,19,3,8,2,1,5,2,2,0,1
"E00021531",208,0,0,6,0,2,0,0,1,2,1,0,0,11,29,9,32,11,19,2,15,10,8,26,20,9,1,0
"E00021532",220,1,0,1,0,0,0,0,0,0,1,0,0,7,9,3,16,30,59,8,27,10,17,12,9,10,0,1
"E00021533",198,0,0,3,1,0,0,1,0,0,1,0,0,5,10,2,5,22,53,3,33,5,15,12,17,12,0,1
"E00021534",180,0,1,1,0,0,0,1,0,0,0,0,0,6,16,2,7,22,41,3,34,7,8,12,9,11,0,0
"E00021535",168,0,0,5,0,1,0,0,0,2,2,0,0,4,21,5,13,14,37,3,22,5,8,13,9,9,0,0
"E00021536",206,0,0,2,0,0,0,1,0,1,0,0,0,11,11,9,10,16,38,6,47,7,6,11,20,11,0,1
"E00021537",254,0,0,8,0,1,0,5,0,1,1,0,0,6,19,5,10,25,92,1,41,11,5,17,10,1,0,3
"E00021538",505,0,0,8,0,1,0,1,1,4,1,3,0,10,28,8,24,59,161,5,96,17,16,25,21,19,0,5
"E00021539",206,0,0,2,0,0,0,0,0,2,0,0,0,7,8,5,3,24,83,4,29,7,8,12,8,3,1,2
"E00021541",171,1,1,4,0,1,0,1,0,2,0,1,0,5,6,0,7,18,68,0,33,5,6,6,8,1,0,1
"E00021542",145,0,0,6,0,1,0,2,0,0,3,1,0,4,6,2,3,11,69,2,18,2,1,4,9,5,0,2
"E00021543",211,0,1,1,0,0,0,0,0,1,0,0,0,7,9,3,4,13,105,8,26,3,7,8,10,6,0,0
"E00021544",143,0,0,1,0,0,0,0,1,0,0,0,0,2,7,3,1,11,70,4,21,3,2,5,6,5,0,2
"E00021546",147,0,1,3,0,1,0,0,0,1,1,1,0,8,4,0,3,17,69,0,22,5,5,4,3,2,0,0
"E00021547",121,0,0,1,0,1,0,0,0,0,0,0,1,7,11,3,11,5,17,8,13,13,4,15,6,6,0,0
"E00021549",156,0,0,5,1,0,0,0,0,0,4,0,0,6,24,11,17,5,17,6,7,13,9,18,10,8,0,0
"E00021550",148,0,0,3,0,1,0,0,0,0,2,0,0,8,17,6,22,3,17,5,16,8,3,17,11,12,0,0
"E00021552",98,0,0,7,1,0,0,2,3,0,1,0,0,2,9,8,10,7,18,3,8,3,3,8,4,8,0,0
"E00021553",111,0,0,4,1,2,0,0,0,1,0,1,0,6,12,9,12,4,18,0,5,5,9,15,4,7,0,0
"E00021554",162,0,2,3,0,0,0,1,0,0,2,0,1,5,15,7,11,19,31,4,25,7,5,13,7,6,0,1
"E00021555",170,0,0,3,0,0,0,0,1,2,0,0,1,6,22,9,21,16,20,6,16,10,8,14,11,6,0,1
"E00021556",213,0,0,5,0,1,0,1,1,2,0,0,0,5,15,8,12,20,69,0,32,8,8,9,9,7,0,6
"E00021557",243,0,0,2,0,0,0,2,0,0,0,0,0,9,6,9,14,33,77,3,40,6,11,13,12,6,0,2
"E00021559",166,1,1,9,1,1,0,4,0,2,1,0,0,7,16,6,8,17,19,3,17,9,12,15,16,9,0,1
"E00021560",176,0,0,1,0,1,0,0,0,0,0,0,1,14,21,11,11,11,10,1,14,12,6,28,26,9,0,0
"E00021561",165,0,0,1,1,0,0,0,0,0,0,1,0,4,22,2,35,11,12,3,18,5,10,15,10,16,0,0
"E00021562",185,0,0,2,0,1,0,0,0,0,1,0,0,6,22,6,14,11,10,2,27,8,10,34,20,12,0,1
"E00021563",153,0,0,3,0,3,0,0,0,0,0,0,0,6,20,7,17,16,19,4,19,4,8,11,11,8,0,0
"E00021564",118,0,0,1,0,0,0,0,0,1,0,0,0,2,23,8,24,2,10,2,4,9,6,8,12,7,0,0
"E00021565",78,0,0,2,0,1,0,1,0,0,0,0,0,1,12,6,15,4,7,1,7,5,2,9,4,3,0,0
"E00021566",192,0,0,3,2,0,0,0,0,0,1,0,0,6,16,6,20,17,12,4,28,13,6,27,19,14,1,0
"E00021567",193,0,0,1,1,0,0,0,0,0,0,0,0,3,19,5,19,28,14,3,23,5,5,32,13,22,0,1
"E00021569",173,0,0,5,0,1,0,0,0,2,2,0,0,5,19,8,10,11,20,3,29,11,10,14,9,17,0,2
"E00021572",172,0,1,2,0,0,0,0,0,0,2,0,0,6,22,10,29,16,9,3,19,11,8,12,10,14,0,0
"E00021574",118,0,0,2,0,1,0,0,0,1,0,0,0,3,22,5,29,8,5,0,6,5,1,14,12,6,0,0
"E00021577",108,0,0,2,0,0,0,0,0,0,2,1,0,5,15,7,9,5,3,6,10,12,6,12,10,5,0,0
"E00021579",128,0,0,2,0,0,0,0,1,1,0,0,0,2,21,7,17,10,7,4,9,7,3,10,18,10,1,0
"E00021580",118,0,0,2,0,0,0,0,0,1,1,1,0,2,19,8,21,4,2,1,10,9,4,19,11,5,0,0
"E00021582",122,0,0,3,0,2,0,0,0,0,1,0,0,5,14,10,13,6,7,3,10,6,7,22,11,3,0,2
"E00021583",137,0,0,7,1,5,0,0,0,0,1,0,0,4,20,5,22,5,14,5,13,8,4,16,10,4,0,0
"E00021584",124,0,1,0,0,0,0,0,0,0,0,0,0,4,11,12,9,5,18,4,10,6,5,24,12,3,0,0
"E00021585",180,0,0,5,0,1,0,0,1,0,3,0,0,7,28,9,22,5,12,6,8,11,8,34,14,10,1,0
"E00021586",163,0,0,3,0,1,0,0,0,1,1,0,0,5,27,8,36,4,10,3,6,8,7,26,15,5,0,0
"E00021587",139,0,0,7,1,5,0,0,1,0,0,0,0,7,22,4,20,6,9,2,9,9,0,21,13,10,0,0
"E00021588",106,0,0,4,1,0,0,0,1,0,2,0,0,7,14,10,16,4,4,1,5,10,5,10,12,4,0,0
"E00021590",115,0,0,8,0,4,0,1,0,1,2,0,0,1,15,10,17,9,5,1,8,9,4,12,13,3,0,0
"E00021591",94,0,0,3,0,1,0,1,1,0,0,0,0,3,13,8,19,1,4,4,7,4,5,11,11,1,0,0
"E00021592",131,0,0,3,1,0,0,0,0,1,1,0,0,3,10,6,12,13,11,2,16,7,5,19,16,7,1,0
"E00021593",73,0,0,3,1,0,0,0,0,1,1,0,0,2,7,7,8,4,7,1,3,5,7,5,8,6,0,0
"E00021594",140,0,0,2,1,0,0,0,0,0,1,0,1,2,17,5,19,6,10,3,18,7,8,23,11,7,1,0
"E00021595",154,0,0,6,0,2,0,0,1,0,3,0,0,5,15,13,14,5,20,3,19,11,9,15,10,8,1,0
"E00021596",204,0,0,2,1,0,0,0,0,0,1,0,0,9,15,9,25,14,31,10,30,14,12,16,12,5,0,0
"E00021597",169,0,0,5,1,1,0,0,2,1,0,0,0,11,17,8,28,10,12,1,27,8,8,16,13,5,0,0
"E00021598",190,0,0,5,0,1,0,0,1,3,0,0,0,11,11,7,6,23,50,0,39,8,3,9,7,10,0,1
"E00021599",249,0,0,6,0,1,1,0,1,1,2,1,2,6,9,4,2,27,87,2,41,7,10,19,13,12,1,0
"E00021600",216,0,0,6,2,0,0,1,0,1,2,1,0,5,9,3,4,19,72,2,36,7,16,16,12,8,0,0
"E00021601",160,0,0,4,0,0,0,0,0,2,2,0,0,2,12,3,9,21,50,2,35,4,2,7,3,6,0,0
"E00021602",235,0,0,7,0,2,0,2,1,1,1,1,0,1,16,7,12,29,59,7,37,15,9,17,11,6,0,1
"E00021603",147,0,1,3,0,2,0,0,0,0,1,0,0,4,10,1,2,12,50,2,40,5,1,6,3,6,1,0
"E00021604",184,0,0,7,2,0,0,0,1,3,1,0,0,10,16,10,14,22,24,4,20,11,6,18,14,8,0,0
"E00021605",210,0,0,3,0,1,0,0,0,2,0,0,0,10,12,2,4,15,49,3,54,10,9,12,17,10,0,0
"E00021606",198,0,1,8,0,1,0,1,0,0,6,0,0,3,9,3,5,22,75,1,45,7,4,7,5,3,0,0
"E00021607",83,0,0,1,0,1,0,0,0,0,0,0,0,2,8,10,9,5,8,2,11,7,4,7,5,4,0,0
"E00021608",162,0,0,2,0,0,0,0,0,0,2,0,0,9,10,3,6,12,28,4,29,7,12,22,7,11,0,0
"E00021610",179,1,1,1,1,0,0,0,0,0,0,1,0,4,15,7,12,17,34,4,36,5,8,12,8,12,0,1
"E00021611",223,0,0,5,1,1,0,0,0,1,2,2,0,4,18,6,11,12,56,3,47,4,8,22,16,9,0,0
"E00021612",167,0,1,4,0,0,0,0,1,2,1,1,0,0,8,2,3,13,50,2,47,2,7,7,9,11,0,0
"E00021613",165,0,0,2,1,0,0,0,0,1,0,0,0,2,7,3,2,18,63,0,32,12,4,6,8,6,0,0
"E00021614",214,0,0,7,5,0,0,0,0,1,1,2,0,2,15,1,12,20,64,3,42,10,8,10,12,6,0,0
"E00021615",174,0,0,3,0,0,0,1,0,1,1,0,0,2,3,4,1,16,54,3,33,9,7,10,22,5,0,2
"E00021616",148,0,0,5,1,3,0,0,0,0,1,0,1,0,29,2,20,10,10,4,14,8,7,16,18,4,0,0
"E00021617",152,0,1,0,0,0,0,0,0,0,0,1,0,1,9,5,3,15,42,3,35,9,10,11,1,6,0,0
"E00021618",84,0,1,4,0,1,0,1,2,0,0,0,1,2,22,6,19,2,4,0,3,2,5,2,5,4,2,0
"E00021619",175,0,0,8,0,5,0,0,1,0,2,1,0,6,26,8,30,6,17,2,17,7,6,19,10,11,0,1
"E00021620",132,0,0,2,0,0,0,0,0,0,2,0,0,0,13,8,11,11,29,0,19,7,6,8,10,8,0,0
"E00021621",108,0,0,1,0,1,0,0,0,0,0,0,0,4,12,8,16,5,7,3,4,5,4,19,11,8,1,0
"E00021622",202,0,0,6,2,0,0,0,0,2,2,0,0,2,7,3,3,19,89,3,37,5,5,6,6,9,0,2
"E00021623",67,0,0,1,0,1,0,0,0,0,0,0,1,3,5,9,6,3,6,0,1,1,5,12,5,9,0,0
"E00021624",226,0,0,6,0,2,0,1,0,1,2,1,0,5,13,3,7,26,84,4,37,6,9,7,14,4,0,0
"E00021625",362,0,0,13,2,3,0,0,0,4,4,1,0,9,17,2,12,31,122,5,83,17,13,10,13,10,1,3
"E00021626",234,0,1,2,0,1,0,0,0,1,0,2,0,9,12,5,2,23,92,3,43,11,8,9,8,4,0,0
"E00021627",286,0,0,6,1,0,0,1,1,1,2,0,0,7,8,6,10,21,87,5,63,10,16,18,19,9,0,1
"E00021628",143,0,0,0,0,0,0,0,0,0,0,1,0,1,5,1,0,16,26,1,24,11,7,5,15,30,0,0
"E00021629",181,0,1,2,0,0,0,0,0,0,2,1,0,2,10,1,6,15,51,3,38,7,1,18,12,12,0,1
"E00021630",137,0,0,1,0,0,0,0,0,1,0,0,0,5,13,7,5,12,16,3,18,9,9,17,14,8,0,0
"E00021631",230,0,0,5,1,1,0,1,0,1,1,0,0,7,12,8,10,28,41,3,51,10,10,21,14,9,0,1
"E00021632",193,0,1,4,0,0,0,0,1,1,2,0,1,3,17,2,3,19,75,1,42,1,2,9,7,4,0,2
"E00021633",168,0,0,4,0,0,0,0,0,3,1,0,0,3,11,4,3,12,51,4,43,6,3,7,10,7,0,0
"E00021634",190,1,0,4,0,1,0,1,0,0,2,0,0,3,8,9,7,14,65,4,32,8,6,10,9,9,0,1
"E00021635",172,0,0,3,0,0,0,0,0,0,3,1,0,3,9,3,3,9,70,2,51,0,1,6,7,4,0,0
"E00021636",128,0,0,2,0,1,0,1,0,0,0,1,1,3,14,10,18,4,8,1,17,8,7,15,15,4,0,0
"E00021637",188,0,1,6,2,2,0,0,0,0,2,0,1,4,22,9,32,14,17,3,17,10,7,21,12,12,0,0
