"GeographyCode","QS606EW0001","QS606EW0002","QS606EW0003","QS606EW0004","QS606EW0005","QS606EW0006","QS606EW0007","QS606EW0008","QS606EW0009","QS606EW0010","QS606EW0011","QS606EW0012","QS606EW0013","QS606EW0014","QS606EW0015","QS606EW0016","QS606EW0017","QS606EW0018","QS606EW0019","QS606EW0020","QS606EW0021","QS606EW0022","QS606EW0023","QS606EW0024","QS606EW0025","QS606EW0026","QS606EW0027","QS606EW0028","QS606EW0029","QS606EW0030","QS606EW0031","QS606EW0032","QS606EW0033","QS606EW0034","QS606EW0035","QS606EW0036","QS606EW0037","QS606EW0038","QS606EW0039","QS606EW0040","QS606EW0041","QS606EW0042","QS606EW0043","QS606EW0044","QS606EW0045","QS606EW0046","QS606EW0047","QS606EW0048","QS606EW0049","QS606EW0050","QS606EW0051","QS606EW0052","QS606EW0053","QS606EW0054","QS606EW0055","QS606EW0056","QS606EW0057","QS606EW0058","QS606EW0059","QS606EW0060","QS606EW0061","QS606EW0062","QS606EW0063","QS606EW0064","QS606EW0065","QS606EW0066","QS606EW0067","QS606EW0068","QS606EW0069","QS606EW0070","QS606EW0071","QS606EW0072","QS606EW0073","QS606EW0074","QS606EW0075","QS606EW0076","QS606EW0077","QS606EW0078","QS606EW0079","QS606EW0080","QS606EW0081","QS606EW0082","QS606EW0083","QS606EW0084","QS606EW0085","QS606EW0086","QS606EW0087","QS606EW0088","QS606EW0089","QS606EW0090","QS606EW0091","QS606EW0092","QS606EW0093","QS606EW0094","QS606EW0095","QS606EW0096","QS606EW0097","QS606EW0098","QS606EW0099","QS606EW0100","QS606EW0101","QS606EW0102","QS606EW0103","QS606EW0104","QS606EW0105","QS606EW0106","QS606EW0107","QS606EW0108","QS606EW0109","QS606EW0110","QS606EW0111","QS606EW0112","QS606EW0113","QS606EW0114","QS606EW0115","QS606EW0116","QS606EW0117","QS606EW0118","QS606EW0119","QS606EW0120","QS606EW0121","QS606EW0122","QS606EW0123","QS606EW0124","QS606EW0125"
"E00021354",168,12,8,1,0,4,0,1,0,1,1,4,0,2,0,2,18,4,0,2,1,1,0,3,0,1,2,2,2,9,0,3,0,1,1,0,4,28,4,1,0,3,1,0,1,1,1,10,10,0,0,12,0,0,5,6,0,1,32,27,4,6,6,8,3,5,5,14,0,0,4,1,0,0,3,0,2,1,1,0,8,2,0,5,1,14,7,5,0,2,7,0,4,1,2,22,20,18,0,2,2,1,1,10,2,0,1,1,0,8,6,0,2,18,1,0,1,0,17,1,4,5,0,0,7
"E00021355",174,15,12,0,1,4,3,0,0,0,4,3,0,2,0,1,49,13,0,1,12,0,0,6,4,0,2,14,14,16,2,7,1,1,0,1,4,34,2,0,0,2,1,1,0,0,0,11,7,2,2,20,0,0,4,14,0,2,19,14,3,4,0,6,1,5,5,16,1,1,6,0,0,3,3,0,2,1,1,0,7,2,0,5,0,6,3,0,0,3,3,0,2,1,0,13,12,9,1,2,1,1,0,7,2,0,0,1,1,5,4,1,0,15,0,0,0,0,15,3,5,2,0,0,5
"E00021357",102,6,1,0,0,0,0,0,0,0,1,5,0,4,0,1,14,2,0,0,2,0,0,3,2,0,1,4,4,5,0,3,1,0,1,0,0,10,0,0,0,0,0,0,0,2,2,6,3,2,1,2,0,0,1,0,0,1,12,12,6,3,1,2,0,0,0,13,0,0,0,0,0,0,0,0,2,1,0,1,11,0,0,10,1,13,10,6,0,4,3,1,1,0,1,9,8,7,0,1,1,1,0,9,0,0,0,0,0,9,9,0,0,16,0,0,0,0,16,2,2,4,0,0,8
"E00021359",131,6,3,0,0,0,0,0,0,0,3,3,0,0,0,3,20,3,1,1,1,0,0,6,3,0,3,4,4,7,2,2,2,1,0,0,0,18,1,0,0,1,6,0,6,1,1,5,4,0,1,5,0,0,2,2,0,1,15,8,2,4,1,1,0,7,7,12,0,0,2,0,0,1,1,0,3,1,0,2,7,0,0,7,0,16,12,11,0,1,4,1,2,1,0,13,10,8,1,1,3,1,2,10,2,0,0,1,1,8,7,0,1,21,1,0,1,0,20,1,4,7,0,1,7
"E00021360",141,3,1,0,0,1,0,0,0,0,0,2,0,1,0,1,16,2,0,0,2,0,0,2,2,0,0,10,10,2,0,1,0,0,0,0,1,13,1,0,0,1,2,0,2,0,0,2,2,0,0,8,0,2,1,2,0,3,11,7,0,1,1,5,0,4,4,10,0,0,2,1,0,1,0,0,2,1,0,1,6,0,1,5,0,13,11,2,0,9,2,0,0,2,0,34,26,25,1,0,8,6,2,5,2,1,0,1,0,3,3,0,0,36,1,0,0,1,35,0,6,1,1,5,22
"E00021361",109,3,3,0,0,0,1,0,0,0,2,0,0,0,0,0,16,3,0,0,3,0,0,8,2,1,5,2,2,3,0,1,0,2,0,0,0,15,1,1,0,0,1,0,1,0,0,2,2,0,0,11,0,0,2,4,0,5,14,11,1,3,2,4,1,3,3,10,2,2,0,0,0,0,0,0,2,2,0,0,6,0,1,5,0,9,7,5,0,2,2,0,1,0,1,13,12,9,3,0,1,1,0,8,3,2,0,1,0,5,5,0,0,21,3,0,2,1,18,2,5,7,0,1,3
"E00021363",120,6,3,0,0,0,1,2,0,0,0,3,0,2,0,1,19,2,0,0,1,0,1,5,3,0,2,3,3,9,0,3,1,0,0,0,5,14,0,0,0,0,4,1,3,0,0,4,4,0,0,6,0,0,2,2,0,2,14,10,3,3,1,2,1,4,4,9,2,2,0,0,0,0,0,0,2,2,0,0,5,0,0,5,0,12,9,4,0,5,3,1,1,1,0,14,9,8,0,1,5,5,0,14,2,1,0,1,0,12,10,1,1,18,0,0,0,0,18,1,6,4,0,0,7
"E00021364",204,13,8,0,4,1,1,0,1,0,1,5,0,2,0,3,29,5,0,0,5,0,0,5,2,0,3,6,6,13,0,8,0,1,2,0,2,28,1,0,0,1,4,0,4,2,2,6,4,0,2,15,0,0,4,2,0,9,22,15,1,8,2,3,1,7,7,23,0,0,7,0,3,0,4,0,5,2,2,1,11,0,0,11,0,16,11,7,0,4,5,0,1,3,1,24,19,17,2,0,5,5,0,14,7,2,1,2,2,7,7,0,0,35,0,0,0,0,35,2,4,9,1,4,15
"E00021365",135,9,5,0,0,2,0,2,0,1,0,4,0,0,0,4,26,11,1,0,9,0,1,1,0,0,1,8,8,6,2,4,0,0,0,0,0,17,2,1,0,1,4,0,4,0,0,4,4,0,0,7,0,1,2,1,0,3,16,12,3,2,2,3,2,4,4,16,0,0,3,1,0,0,2,0,6,3,3,0,7,0,0,6,1,16,9,5,0,4,7,0,5,1,1,4,3,2,1,0,1,1,0,8,5,3,1,0,1,3,1,0,2,23,4,0,3,1,19,0,5,6,0,1,7
"E00021366",121,10,6,0,0,3,0,2,0,0,1,4,0,3,0,1,4,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,13,2,0,0,2,1,0,1,0,0,1,1,0,0,9,0,0,3,3,0,3,10,8,2,3,2,1,0,2,2,13,1,1,2,0,0,1,1,0,3,3,0,0,7,1,0,6,0,10,9,7,0,2,1,1,0,0,0,26,21,19,1,1,5,5,0,10,3,0,0,1,2,7,6,1,0,25,1,1,0,0,24,5,4,7,0,3,5
"E00021367",104,12,6,0,0,0,5,1,0,0,0,6,0,4,0,2,28,10,0,0,9,1,0,2,2,0,0,5,5,11,0,9,0,1,1,0,0,8,1,0,0,1,1,0,1,1,1,1,1,0,0,4,0,0,1,0,0,3,13,11,3,2,0,6,0,2,2,9,0,0,0,0,0,0,0,0,2,2,0,0,7,1,0,5,1,9,6,2,0,4,3,1,1,0,1,10,8,7,1,0,2,1,1,2,0,0,0,0,0,2,1,1,0,13,0,0,0,0,13,1,2,3,0,0,7
"E00021368",143,8,5,0,0,1,0,0,0,0,4,3,0,1,0,2,21,7,0,1,6,0,0,3,1,0,2,8,8,3,0,1,0,0,0,0,2,24,3,0,2,1,0,0,0,0,0,10,10,0,0,11,0,1,5,4,0,1,13,10,1,3,0,5,1,3,3,16,1,1,3,0,0,0,3,0,3,3,0,0,9,0,0,9,0,13,9,7,0,2,4,1,1,2,0,10,10,9,1,0,0,0,0,14,5,1,0,2,2,9,9,0,0,24,1,1,0,0,23,2,2,7,0,2,10
"E00021369",69,6,4,0,2,1,0,1,0,0,0,2,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1,0,0,0,0,0,8,2,2,0,0,1,0,1,1,1,3,1,0,2,1,0,0,1,0,0,0,8,7,2,3,0,1,1,1,1,9,1,1,0,0,0,0,0,0,0,0,0,0,8,0,3,5,0,6,6,3,0,3,0,0,0,0,0,8,5,5,0,0,3,2,1,8,1,0,0,1,0,7,6,1,0,12,0,0,0,0,12,2,1,3,0,1,5
"E00021370",171,3,3,0,0,0,2,0,0,0,1,0,0,0,0,0,21,6,1,0,4,0,1,2,1,0,1,8,8,5,0,4,0,1,0,0,0,22,1,0,0,1,3,0,3,1,1,6,5,1,0,11,0,0,4,2,0,5,24,18,2,6,4,5,1,6,6,12,0,0,2,1,0,0,1,0,1,0,1,0,9,1,0,8,0,25,21,16,0,5,4,0,3,1,0,14,9,6,3,0,5,4,1,15,2,0,1,1,0,13,12,0,1,35,4,1,2,1,31,2,8,8,0,2,11
"E00021371",45,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,1,0,0,1,3,3,3,1,2,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,1,1,0,0,2,0,1,0,1,0,0,3,3,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,2,0,4,4,2,0,2,0,0,0,0,0,8,7,7,0,0,1,1,0,8,2,1,0,1,0,6,5,0,1,7,0,0,0,0,7,1,1,3,0,0,2
"E00021372",161,9,5,0,1,2,1,1,0,0,0,4,0,1,0,3,44,14,1,4,9,0,0,5,2,0,3,8,8,17,2,8,4,0,0,0,3,25,5,1,0,4,6,0,6,0,0,2,2,0,0,12,0,0,6,3,0,3,15,13,4,3,2,3,1,2,2,12,0,0,0,0,0,0,0,0,1,1,0,0,11,0,0,10,1,7,4,1,0,3,3,0,1,0,2,15,10,9,0,1,5,4,1,7,2,0,1,1,0,5,4,0,1,27,0,0,0,0,27,1,6,3,0,0,17
"E00021374",120,10,3,0,1,0,0,1,0,0,1,7,0,4,0,3,10,2,0,0,2,0,0,1,0,0,1,5,5,2,1,0,0,0,1,0,0,10,1,0,0,1,1,0,1,0,0,1,0,0,1,7,0,0,3,2,0,2,16,11,1,3,3,4,0,5,5,16,0,0,3,0,3,0,0,0,4,3,0,1,9,0,0,8,1,14,8,5,0,3,6,2,1,0,3,20,14,13,0,1,6,6,0,4,0,0,0,0,0,4,4,0,0,20,0,0,0,0,20,0,5,4,0,1,10
"E00021375",121,6,2,0,0,0,0,0,0,0,2,4,0,2,0,2,13,2,0,0,2,0,0,5,1,0,4,4,4,2,0,1,1,0,0,0,0,23,4,2,1,1,5,0,5,0,0,8,6,0,2,6,0,0,2,1,0,3,14,10,3,1,0,6,0,4,4,12,0,0,2,0,0,0,2,0,3,1,2,0,7,0,0,7,0,11,8,4,0,4,3,0,2,1,0,15,12,12,0,0,3,3,0,6,2,0,0,1,1,4,4,0,0,21,1,1,0,0,20,2,2,2,2,0,12
"E00021376",110,11,5,1,0,1,0,1,0,1,1,6,0,4,0,2,13,3,0,1,2,0,0,2,0,0,2,5,5,3,0,2,0,0,0,0,1,15,3,0,1,2,5,0,5,0,0,1,0,0,1,6,0,1,2,2,0,1,5,3,1,2,0,0,0,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,10,6,3,1,2,4,1,2,1,0,17,14,10,2,2,3,3,0,12,2,1,0,1,0,10,10,0,0,19,1,1,0,0,18,1,3,2,2,1,9
"E00021377",234,14,12,0,4,3,0,1,0,0,4,2,0,1,0,1,41,14,0,1,13,0,0,4,1,1,2,11,11,12,3,6,0,1,0,0,2,39,3,1,0,2,2,0,2,2,2,6,5,1,0,26,0,1,13,8,0,4,29,22,3,8,3,4,4,7,7,25,1,1,8,0,3,1,4,0,3,2,0,1,13,0,1,11,1,21,10,4,0,6,11,5,2,2,2,21,15,13,1,1,6,3,3,14,6,0,3,0,3,8,7,0,1,30,7,0,4,3,23,2,6,1,0,0,14
"E00021378",173,17,7,0,4,1,0,0,0,0,2,10,0,3,0,7,24,12,0,1,11,0,0,2,0,1,1,1,1,9,1,4,0,2,0,0,2,15,2,0,0,2,0,0,0,0,0,0,0,0,0,13,1,0,8,2,0,2,17,11,2,3,1,4,1,6,6,13,0,0,1,0,0,1,0,0,1,1,0,0,11,2,0,9,0,23,15,12,0,3,8,3,2,2,1,18,16,15,1,0,2,2,0,10,4,0,0,1,3,6,6,0,0,36,3,0,2,1,33,2,14,5,0,0,12
"E00021379",116,13,5,0,1,3,0,0,0,0,1,8,0,4,0,4,17,9,1,1,6,1,0,2,0,0,2,1,1,5,0,4,0,0,0,0,1,18,4,2,0,2,1,0,1,1,1,4,2,2,0,8,0,0,3,3,0,2,14,11,3,2,3,3,0,3,3,13,0,0,1,0,0,0,1,0,5,1,4,0,7,0,0,7,0,11,4,4,0,0,7,1,3,2,1,11,6,5,0,1,5,5,0,5,1,0,1,0,0,4,3,0,1,14,1,0,1,0,13,0,7,2,0,0,4
"E00021380",98,10,2,0,0,2,0,0,0,0,0,8,0,4,0,4,24,9,1,0,8,0,0,3,0,1,2,2,2,10,2,5,0,2,0,0,1,16,0,0,0,0,5,0,5,1,1,2,2,0,0,8,1,1,4,2,0,0,13,8,1,4,0,3,0,5,5,9,0,0,2,0,1,0,1,0,2,1,1,0,5,0,1,4,0,5,3,3,0,0,2,1,1,0,0,5,3,3,0,0,2,2,0,5,1,0,0,0,1,4,4,0,0,11,1,0,1,0,10,1,4,2,0,2,1
"E00021381",125,6,5,0,1,0,0,0,0,0,4,1,0,1,0,0,13,3,0,0,3,0,0,1,0,0,1,5,5,4,0,3,0,0,0,0,1,21,2,1,0,1,2,0,2,1,1,11,11,0,0,5,0,0,3,1,0,1,14,11,2,1,5,2,1,3,3,10,0,0,1,0,0,0,0,1,3,1,0,2,6,0,1,5,0,16,12,11,1,0,4,1,2,1,0,14,12,9,1,2,2,2,0,7,4,1,1,1,1,3,3,0,0,24,2,0,1,1,22,1,3,4,1,0,13
"E00021382",111,10,2,0,0,1,0,0,0,1,0,8,0,8,0,0,12,0,0,0,0,0,0,5,2,0,3,3,3,4,0,3,1,0,0,0,0,7,1,1,0,0,0,0,0,1,1,1,0,0,1,4,0,1,1,1,0,1,12,9,3,0,3,3,0,3,3,9,0,0,1,0,0,1,0,0,1,0,1,0,7,0,0,7,0,8,7,5,0,2,1,0,1,0,0,19,13,11,1,1,6,6,0,13,5,0,1,2,2,8,8,0,0,21,0,0,0,0,21,2,4,4,0,2,9
"E00021383",150,3,2,0,0,1,0,0,0,0,1,1,0,0,0,1,18,2,1,1,0,0,0,2,1,0,1,10,10,4,1,3,0,0,0,0,0,15,1,1,0,0,4,1,3,0,0,1,1,0,0,9,0,1,2,3,0,3,23,18,3,7,3,3,2,5,5,13,1,1,1,0,1,0,0,0,1,0,1,0,10,0,3,7,0,11,7,5,0,2,4,1,2,1,0,28,17,16,0,1,11,9,2,17,5,0,0,1,4,12,12,0,0,22,1,0,0,1,21,0,9,5,1,1,5
"E00021384",171,39,22,1,1,14,0,1,0,1,4,17,0,4,0,13,53,12,0,1,11,0,0,8,7,1,0,9,9,24,4,9,3,0,2,1,5,53,1,0,0,1,0,0,0,0,0,27,20,6,1,25,0,0,15,7,0,3,9,7,2,1,2,2,0,2,2,4,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,2,0,4,0,0,0,0,4,1,3,0,0,3,3,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,5
"E00021385",207,18,11,0,1,3,3,2,0,0,2,7,0,3,0,4,32,11,0,1,10,0,0,4,3,0,1,8,8,9,1,8,0,0,0,0,0,44,4,1,1,2,3,1,2,2,2,12,6,5,1,23,0,1,13,7,0,2,20,14,6,4,0,4,0,6,6,15,0,0,5,0,2,0,3,0,3,3,0,0,7,0,2,5,0,22,12,11,0,1,10,3,2,4,1,18,13,12,0,1,5,5,0,8,2,0,0,0,2,6,5,1,0,30,3,0,2,1,27,0,9,5,0,0,13
"E00021386",120,10,5,0,1,2,0,0,0,0,2,5,0,4,0,1,12,2,0,0,2,0,0,2,1,0,1,2,2,6,0,5,0,0,0,0,1,16,1,1,0,0,4,3,1,0,0,6,5,1,0,5,0,0,1,0,0,4,15,10,2,2,4,2,0,5,5,19,2,2,2,2,0,0,0,0,7,3,4,0,8,0,1,7,0,8,6,5,0,1,2,0,0,0,2,15,12,8,2,2,3,3,0,8,2,1,1,0,0,6,6,0,0,17,0,0,0,0,17,2,1,2,0,2,10
"E00021387",256,13,11,0,2,4,2,1,0,0,2,2,0,1,0,1,44,12,1,2,8,0,1,5,3,1,1,10,10,17,3,6,1,4,1,0,2,30,4,0,0,4,4,0,4,2,2,4,4,0,0,16,0,1,5,6,0,4,46,35,5,11,6,8,5,11,11,27,0,0,5,0,2,1,2,0,13,7,6,0,9,1,1,7,0,25,17,10,0,7,8,2,3,2,1,31,27,23,2,2,4,4,0,16,5,2,0,0,3,11,10,1,0,24,3,1,1,1,21,0,3,8,0,1,9
"E00021388",119,8,7,0,2,2,1,2,0,0,0,1,0,0,0,1,15,3,1,1,1,0,0,3,1,0,2,4,4,5,3,1,0,1,0,0,0,12,3,0,0,3,3,0,3,0,0,2,1,1,0,4,0,0,3,1,0,0,11,7,1,2,1,3,0,4,4,14,1,1,0,0,0,0,0,0,8,6,2,0,5,0,1,4,0,16,9,5,0,4,7,1,2,2,2,7,4,4,0,0,3,2,1,10,4,0,3,1,0,6,6,0,0,26,0,0,0,0,26,3,4,4,1,0,14
"E00021391",132,8,4,0,0,2,1,0,0,0,1,4,0,0,1,3,8,1,0,0,1,0,0,0,0,0,0,3,3,4,0,1,2,1,0,0,0,12,1,0,0,1,5,1,4,0,0,2,1,1,0,4,0,0,1,2,0,1,17,12,1,6,3,1,1,5,5,19,1,1,1,0,0,0,1,0,5,3,2,0,12,0,0,11,1,18,9,6,0,3,9,3,3,2,1,15,10,8,1,1,5,2,3,14,1,0,0,0,1,13,12,0,1,21,1,0,1,0,20,0,0,6,0,1,13
"E00021392",185,17,9,0,5,1,1,0,0,1,1,8,0,2,2,4,30,6,1,0,4,0,1,6,2,0,4,10,10,8,2,4,0,0,0,1,1,34,6,4,0,2,3,0,3,0,0,14,12,0,2,11,0,0,5,3,0,3,31,26,10,9,3,2,2,5,5,19,0,0,3,0,1,0,1,1,6,3,3,0,10,0,1,9,0,10,9,4,0,5,1,0,1,0,0,11,7,6,1,0,4,4,0,9,0,0,0,0,0,9,7,0,2,24,1,0,1,0,23,5,6,5,0,0,7
"E00021393",132,6,3,0,0,1,1,0,0,1,0,3,0,3,0,0,10,1,0,0,1,0,0,0,0,0,0,4,4,5,0,2,0,1,1,0,1,20,3,1,0,2,3,0,3,0,0,5,5,0,0,9,0,1,5,2,0,1,11,10,4,2,0,4,0,1,1,11,1,1,2,0,2,0,0,0,2,2,0,0,6,0,1,5,0,11,6,5,0,1,5,3,0,1,1,22,14,13,1,0,8,8,0,12,3,0,1,2,0,9,8,1,0,29,0,0,0,0,29,1,11,5,0,1,11
"E00021394",108,5,3,0,0,1,0,1,1,0,0,2,0,2,0,0,13,2,0,1,1,0,0,2,1,0,1,3,3,6,1,3,0,2,0,0,0,22,2,0,1,1,3,3,0,2,2,6,4,0,2,9,0,1,4,2,0,2,9,6,0,4,0,2,0,3,3,8,1,1,1,0,0,0,1,0,3,0,3,0,3,0,0,3,0,6,5,2,0,3,1,1,0,0,0,16,13,13,0,0,3,3,0,7,0,0,0,0,0,7,5,1,1,22,2,1,0,1,20,1,1,4,0,1,13
"E00021395",90,5,3,0,1,2,0,0,0,0,0,2,0,0,0,2,15,3,0,1,2,0,0,1,0,0,1,5,5,6,0,4,1,1,0,0,0,9,0,0,0,0,1,0,1,0,0,4,3,1,0,4,0,0,1,1,0,2,9,6,0,1,2,3,0,3,3,7,0,0,1,0,0,0,1,0,1,1,0,0,5,0,0,5,0,13,9,4,1,4,4,3,1,0,0,9,8,6,1,1,1,1,0,11,2,1,0,0,1,9,9,0,0,12,2,0,2,0,10,2,4,0,0,0,4
"E00021396",120,4,1,0,0,1,0,0,0,0,0,3,0,2,0,1,8,2,0,0,2,0,0,1,1,0,0,3,3,2,0,0,0,1,0,0,1,13,1,0,0,1,1,0,1,0,0,4,1,3,0,7,0,0,4,2,0,1,16,14,2,4,2,6,0,2,2,17,0,0,4,0,1,1,2,0,2,1,1,0,11,0,1,9,1,12,11,5,0,6,1,1,0,0,0,22,19,18,0,1,3,3,0,11,3,1,1,0,1,8,8,0,0,17,0,0,0,0,17,1,4,6,0,0,6
"E00021397",154,9,7,0,0,0,0,1,0,0,6,2,0,0,0,2,17,2,0,0,2,0,0,0,0,0,0,9,9,6,0,3,0,0,0,0,3,9,0,0,0,0,2,0,2,0,0,3,2,0,1,4,0,0,0,3,0,1,17,8,1,3,0,4,0,9,9,14,0,0,1,0,0,0,1,0,4,1,2,1,9,1,0,8,0,19,13,8,0,5,6,0,4,1,1,20,16,14,0,2,4,4,0,12,4,1,0,1,2,8,7,1,0,37,3,0,3,0,34,2,13,5,0,1,13
"E00021398",198,15,12,0,2,3,2,2,0,1,2,3,0,1,0,2,27,8,1,0,7,0,0,3,1,0,2,6,6,10,0,10,0,0,0,0,0,24,2,1,0,1,2,0,2,2,2,4,3,0,1,14,0,0,5,4,0,5,19,14,5,4,3,1,1,5,5,23,0,0,4,0,0,1,3,0,3,3,0,0,16,0,0,16,0,21,17,7,1,9,4,1,1,1,1,31,23,21,0,2,8,8,0,11,1,0,0,0,1,10,7,2,1,27,1,0,1,0,26,1,3,2,0,1,19
"E00021399",192,49,34,8,3,15,6,1,0,0,1,15,0,7,0,8,67,22,2,3,17,0,0,9,6,1,2,2,2,34,5,16,5,0,1,2,5,30,4,0,2,2,1,0,1,0,0,6,6,0,0,19,0,0,9,10,0,0,14,12,2,3,2,2,3,2,2,7,2,2,2,0,0,0,2,0,0,0,0,0,3,0,0,3,0,7,3,0,0,3,4,4,0,0,0,6,6,4,1,1,0,0,0,4,1,1,0,0,0,3,3,0,0,8,1,0,1,0,7,2,0,0,1,2,2
"E00021400",147,12,6,0,0,1,1,0,1,0,3,6,0,3,0,3,17,6,0,0,6,0,0,2,1,1,0,4,4,5,0,4,0,1,0,0,0,21,3,0,0,3,2,0,2,2,2,3,3,0,0,11,0,1,3,3,0,4,21,12,1,5,5,1,0,9,9,19,1,1,3,1,1,0,1,0,5,5,0,0,10,0,0,10,0,14,10,7,0,3,4,1,0,3,0,16,13,11,1,1,3,3,0,8,2,0,0,1,1,6,6,0,0,19,2,0,2,0,17,0,3,7,0,0,7
"E00021402",119,7,3,0,2,0,0,1,0,0,0,4,0,3,0,1,18,2,0,0,2,0,0,5,2,0,3,4,4,7,0,5,1,1,0,0,0,14,3,0,0,3,4,0,4,0,0,2,1,1,0,5,0,1,3,1,0,0,15,10,4,3,1,1,1,5,5,22,1,1,3,0,2,1,0,0,7,6,1,0,11,1,1,9,0,10,9,5,0,4,1,1,0,0,0,10,8,7,1,0,2,2,0,8,2,0,1,0,1,6,6,0,0,15,0,0,0,0,15,3,4,1,0,0,7
"E00021404",203,44,40,2,0,25,9,2,0,0,2,4,0,0,0,4,84,26,0,1,25,0,0,10,7,1,2,6,6,42,15,19,2,1,0,1,4,46,1,0,0,1,2,0,2,0,0,9,6,3,0,34,0,2,26,6,0,0,16,14,4,6,3,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,1,0,0,0,1,5,4,2,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,4,0,0,0,0,4,0,0,0,0,0,4
"E00021405",195,17,11,0,3,3,2,0,0,0,3,6,0,4,0,2,29,11,0,3,8,0,0,2,1,0,1,5,5,11,2,5,1,1,0,0,2,22,2,1,0,1,2,0,2,0,0,5,2,3,0,13,0,1,2,3,0,7,16,13,4,2,1,4,2,3,3,26,0,0,4,0,0,1,3,0,13,11,2,0,9,0,1,8,0,17,15,11,0,4,2,1,0,1,0,20,15,15,0,0,5,4,1,17,5,0,3,0,2,12,8,1,3,31,3,0,3,0,28,2,11,3,0,0,12
"E00021406",142,6,6,0,1,1,1,1,0,0,2,0,0,0,0,0,21,3,0,1,2,0,0,1,0,0,1,4,4,13,1,10,1,0,1,0,0,23,3,2,0,1,1,0,1,0,0,4,3,1,0,15,0,0,8,3,0,4,14,9,2,2,2,3,0,5,5,13,0,0,1,0,0,1,0,0,4,2,2,0,8,1,0,6,1,16,15,8,1,6,1,1,0,0,0,14,11,10,0,1,3,3,0,9,2,1,0,0,1,7,7,0,0,26,1,0,1,0,25,2,5,4,0,1,13
"E00021407",149,9,7,0,1,1,2,0,0,0,3,2,0,2,0,0,14,4,2,1,1,0,0,1,1,0,0,3,3,6,1,2,1,0,0,0,2,14,2,1,1,0,3,0,3,0,0,2,1,0,1,7,0,0,3,1,0,3,19,14,2,3,3,5,1,5,5,19,2,2,0,0,0,0,0,0,6,3,3,0,11,0,0,11,0,14,11,6,0,5,3,2,0,0,1,23,15,13,2,0,8,7,1,14,3,0,0,2,1,11,10,1,0,23,1,0,1,0,22,2,1,7,0,0,12
"E00021408",241,31,24,1,0,12,7,0,0,1,3,7,0,2,0,5,74,23,0,4,18,0,1,5,3,1,1,7,7,39,9,16,5,0,1,1,7,65,8,3,0,5,2,0,2,0,0,10,5,3,2,45,0,2,22,12,0,9,21,12,1,5,2,3,1,9,9,10,0,0,5,0,0,0,3,2,3,3,0,0,2,0,0,1,1,10,2,1,0,1,8,3,2,1,2,10,7,6,1,0,3,3,0,5,1,0,0,0,1,4,3,0,1,15,1,0,0,1,14,0,1,3,0,2,8
"E00021409",219,56,50,4,7,16,17,1,0,2,3,6,0,1,1,4,78,27,3,2,22,0,0,6,4,1,1,3,3,42,8,28,1,1,0,0,4,53,4,2,1,1,1,1,0,1,1,2,2,0,0,45,0,2,35,8,0,0,24,17,5,9,0,2,1,7,7,3,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,1,0,3,2,0,0,2,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"E00021410",155,12,7,1,1,1,1,1,0,1,1,5,0,2,0,3,30,4,0,1,3,0,0,1,0,0,1,11,11,14,2,2,2,4,0,1,3,19,0,0,0,0,4,2,2,0,0,4,0,3,1,11,0,2,4,3,0,2,17,8,1,4,0,3,0,9,9,15,2,2,2,0,0,1,1,0,8,3,5,0,3,0,0,3,0,9,7,4,0,3,2,0,0,1,1,16,14,12,2,0,2,2,0,5,2,0,1,0,1,3,3,0,0,32,1,0,1,0,31,1,2,5,1,1,21
"E00021411",179,15,6,1,1,1,1,0,0,0,2,9,0,3,0,6,30,9,1,0,8,0,0,2,0,0,2,5,5,14,0,7,2,5,0,0,0,32,6,1,2,3,6,1,5,0,0,8,4,2,2,12,0,0,7,3,1,1,13,12,1,3,5,1,2,1,1,13,0,0,6,0,2,1,3,0,3,1,2,0,4,0,0,4,0,18,13,8,0,5,5,0,3,1,1,16,13,13,0,0,3,3,0,9,1,0,0,0,1,8,8,0,0,33,3,0,2,1,30,4,12,3,0,1,10
