"GeographyCode","QS606EW0001","QS606EW0002","QS606EW0003","QS606EW0004","QS606EW0005","QS606EW0006","QS606EW0007","QS606EW0008","QS606EW0009","QS606EW0010","QS606EW0011","QS606EW0012","QS606EW0013","QS606EW0014","QS606EW0015","QS606EW0016","QS606EW0017","QS606EW0018","QS606EW0019","QS606EW0020","QS606EW0021","QS606EW0022","QS606EW0023","QS606EW0024","QS606EW0025","QS606EW0026","QS606EW0027","QS606EW0028","QS606EW0029","QS606EW0030","QS606EW0031","QS606EW0032","QS606EW0033","QS606EW0034","QS606EW0035","QS606EW0036","QS606EW0037","QS606EW0038","QS606EW0039","QS606EW0040","QS606EW0041","QS606EW0042","QS606EW0043","QS606EW0044","QS606EW0045","QS606EW0046","QS606EW0047","QS606EW0048","QS606EW0049","QS606EW0050","QS606EW0051","QS606EW0052","QS606EW0053","QS606EW0054","QS606EW0055","QS606EW0056","QS606EW0057","QS606EW0058","QS606EW0059","QS606EW0060","QS606EW0061","QS606EW0062","QS606EW0063","QS606EW0064","QS606EW0065","QS606EW0066","QS606EW0067","QS606EW0068","QS606EW0069","QS606EW0070","QS606EW0071","QS606EW0072","QS606EW0073","QS606EW0074","QS606EW0075","QS606EW0076","QS606EW0077","QS606EW0078","QS606EW0079","QS606EW0080","QS606EW0081","QS606EW0082","QS606EW0083","QS606EW0084","QS606EW0085","QS606EW0086","QS606EW0087","QS606EW0088","QS606EW0089","QS606EW0090","QS606EW0091","QS606EW0092","QS606EW0093","QS606EW0094","QS606EW0095","QS606EW0096","QS606EW0097","QS606EW0098","QS606EW0099","QS606EW0100","QS606EW0101","QS606EW0102","QS606EW0103","QS606EW0104","QS606EW0105","QS606EW0106","QS606EW0107","QS606EW0108","QS606EW0109","QS606EW0110","QS606EW0111","QS606EW0112","QS606EW0113","QS606EW0114","QS606EW0115","QS606EW0116","QS606EW0117","QS606EW0118","QS606EW0119","QS606EW0120","QS606EW0121","QS606EW0122","QS606EW0123","QS606EW0124","QS606EW0125"
"E01004247",700,55,27,1,4,9,2,4,0,1,6,28,0,14,0,14,101,26,0,4,21,0,1,10,4,1,5,18,18,47,4,26,2,4,1,1,9,83,7,1,1,5,7,2,5,0,0,15,13,2,0,54,1,1,35,10,0,7,74,53,12,19,8,11,3,21,21,63,4,4,7,0,2,2,3,0,13,12,1,0,39,4,0,35,0,62,43,27,0,16,19,6,6,4,3,80,64,58,2,4,16,16,0,46,16,1,0,6,9,30,27,2,1,136,12,3,7,2,124,8,34,23,0,8,51
"E01004248",386,19,9,0,1,2,0,0,0,1,5,10,0,9,0,1,43,5,1,1,3,0,0,8,3,0,5,18,18,12,1,9,1,0,0,0,1,43,4,3,0,1,6,1,5,2,2,13,12,0,1,18,0,2,6,5,0,5,49,38,8,8,11,8,3,11,11,32,1,1,3,0,1,1,0,1,5,1,2,2,23,0,4,19,0,35,26,21,1,4,9,2,5,2,0,61,42,36,2,4,19,17,2,37,14,1,2,4,7,23,23,0,0,67,3,0,1,2,64,3,16,13,2,3,27
"E01004249",727,51,33,0,6,10,3,4,0,2,8,18,0,10,0,8,91,22,2,1,18,0,1,12,3,0,9,25,25,32,7,15,1,4,2,1,2,92,10,3,0,7,18,3,15,0,0,26,23,3,0,38,0,3,15,10,0,10,76,54,12,16,9,14,3,22,22,78,5,5,12,3,2,2,5,0,25,15,10,0,36,1,4,30,1,82,49,27,0,22,33,9,9,7,8,70,52,41,6,5,18,17,1,63,19,4,9,4,2,44,36,4,4,124,7,0,5,2,117,7,26,24,1,8,51
"E01004250",824,41,28,0,4,11,2,4,1,0,6,13,0,7,0,6,126,29,2,6,20,0,1,13,7,2,4,35,35,49,5,24,2,9,2,0,7,107,9,0,2,7,10,4,6,8,8,25,16,6,3,55,0,3,23,16,0,13,116,89,12,29,17,25,6,27,27,80,1,1,14,0,3,4,7,0,23,12,11,0,42,2,5,33,2,77,59,30,1,28,18,10,5,2,1,101,90,78,5,7,11,11,0,64,15,4,4,0,7,49,45,3,1,112,10,2,5,3,102,6,18,22,2,5,49
"E01004251",808,73,40,1,9,9,5,2,0,5,9,33,0,13,0,20,124,23,3,3,17,0,0,13,8,3,2,29,29,59,11,31,6,1,1,2,7,108,10,2,1,7,8,0,8,5,5,23,18,3,2,62,0,1,26,22,0,13,82,59,14,12,13,14,6,23,23,81,2,2,9,0,4,2,2,1,26,19,7,0,44,2,1,38,3,67,43,30,0,13,24,8,4,10,2,119,94,80,6,8,25,25,0,58,10,1,2,3,4,48,44,3,1,96,0,0,0,0,96,6,21,18,2,2,47
"E01004252",1256,102,70,3,10,32,14,1,0,0,10,32,0,17,1,14,307,83,3,13,65,2,0,40,17,2,21,47,47,137,23,76,8,9,1,5,15,234,17,3,5,9,14,6,8,11,11,41,26,11,4,151,0,11,74,42,0,24,124,86,16,27,14,24,5,38,38,87,0,0,20,1,8,3,8,0,24,12,9,3,43,1,2,37,3,85,53,31,1,21,32,14,1,15,2,93,75,67,4,4,18,15,3,74,18,1,6,3,8,56,51,3,2,150,10,0,5,5,140,13,26,35,3,2,61
"E01004253",856,59,41,0,8,8,8,3,0,4,10,18,0,12,1,5,132,35,2,6,27,0,0,12,5,0,7,30,30,55,5,36,5,2,1,0,6,97,14,5,2,7,10,0,10,0,0,18,10,5,3,55,0,3,25,11,0,16,102,74,16,19,11,24,4,28,28,111,3,3,11,0,2,3,6,0,39,29,8,2,58,3,3,51,1,79,65,40,1,24,14,7,3,3,1,79,56,51,3,2,23,21,2,59,14,1,4,2,7,45,39,2,4,138,5,0,5,0,133,10,37,22,0,2,62
"E01004254",1554,271,223,15,15,106,62,7,2,2,14,48,0,17,2,29,602,186,11,14,157,1,3,49,35,7,7,61,61,306,83,169,11,5,1,9,28,377,14,2,2,10,14,4,10,6,6,54,33,17,4,289,2,10,188,68,0,21,123,93,16,43,16,14,4,30,30,41,1,1,15,2,0,0,13,0,6,4,2,0,19,0,2,16,1,34,19,9,0,10,15,6,7,1,1,47,32,20,9,3,15,14,1,11,5,1,1,3,0,6,4,1,1,48,1,0,0,1,47,1,9,5,1,6,25
"E01004255",692,60,43,2,0,19,10,1,0,2,9,17,0,7,2,8,134,39,1,5,32,0,1,18,4,2,12,20,20,57,15,24,5,2,1,1,9,116,11,3,1,7,7,1,6,0,0,21,11,4,6,77,0,4,38,21,0,14,71,50,10,16,7,15,2,21,21,53,2,2,10,1,1,0,6,2,7,6,1,0,34,4,1,27,2,68,38,12,0,26,30,10,12,4,4,68,54,50,3,1,14,14,0,37,7,1,2,0,4,30,27,1,2,85,4,0,2,2,81,3,15,20,1,3,39
"E01004256",665,42,24,0,4,7,4,2,0,3,4,18,0,7,0,11,86,36,2,4,30,0,0,6,3,0,3,13,13,31,3,19,4,3,0,0,2,82,7,2,1,4,13,1,12,2,2,13,8,3,2,47,0,1,17,18,0,11,68,47,10,10,15,7,5,21,21,81,1,1,14,1,3,3,7,0,15,12,3,0,51,0,1,50,0,66,49,27,2,20,17,4,2,8,3,94,77,67,3,7,17,16,1,37,9,2,2,4,1,28,23,2,3,109,2,0,1,1,107,5,28,10,0,5,59
"E01004257",663,47,22,1,2,4,2,1,1,1,10,25,0,12,1,12,81,19,0,3,16,0,0,7,1,3,3,21,21,34,4,11,3,10,1,2,3,68,8,1,2,5,7,3,4,2,2,12,6,5,1,39,0,3,10,14,1,11,77,47,7,15,9,15,1,30,30,86,5,5,11,2,5,1,3,0,27,17,8,2,43,0,0,42,1,67,50,29,0,21,17,3,1,9,4,81,69,64,3,2,12,10,2,33,11,2,3,3,3,22,21,0,1,123,5,0,4,1,118,4,20,26,3,3,62
"E01004258",884,163,121,20,7,50,34,3,0,1,6,42,0,15,1,26,277,73,3,5,63,2,0,25,18,1,6,27,27,152,27,80,14,7,1,3,20,197,16,2,5,9,9,1,8,3,3,34,22,5,7,135,1,3,82,39,1,9,81,66,10,25,12,8,11,15,15,31,2,2,10,1,2,2,5,0,6,2,3,1,13,0,0,12,1,36,25,14,0,11,11,5,4,1,1,31,25,21,3,1,6,5,1,23,5,1,2,1,1,18,17,1,0,45,4,0,3,1,41,6,13,5,1,3,13
"E01004259",1014,92,53,4,2,23,6,0,0,4,14,39,0,22,1,16,275,53,9,7,35,0,2,50,22,10,18,44,44,128,15,50,8,3,6,2,44,253,12,2,7,3,11,0,11,6,6,107,74,29,4,117,0,3,27,67,0,20,108,70,12,26,9,21,2,38,38,63,1,1,9,0,1,0,8,0,16,8,4,4,37,3,2,32,0,47,31,15,0,16,16,6,6,2,2,54,36,30,3,3,18,16,2,22,11,2,4,2,3,11,10,0,1,100,4,1,3,0,96,4,14,12,0,7,59
"E01004260",743,41,22,2,1,11,2,1,0,0,5,19,0,6,1,12,159,36,4,3,27,0,2,24,11,2,11,36,36,63,5,33,4,5,3,0,13,149,15,4,6,5,8,2,6,1,1,45,32,11,2,80,0,2,24,44,0,10,70,50,11,12,6,19,2,20,20,57,2,2,12,0,6,3,3,0,8,4,4,0,35,2,2,31,0,65,44,32,0,12,21,7,10,3,1,68,50,44,3,3,18,17,1,33,10,1,6,1,2,23,21,2,0,101,5,0,4,1,96,3,19,16,1,4,53
"E01004261",620,27,13,1,0,6,0,1,0,0,5,14,0,7,0,7,87,13,1,2,10,0,0,14,3,2,9,33,33,27,3,7,2,1,1,0,13,61,2,0,0,2,7,0,7,2,2,21,11,7,3,29,0,2,9,14,0,4,51,41,7,9,10,15,0,10,10,36,3,3,3,0,0,1,2,0,7,4,2,1,23,2,0,21,0,70,44,26,1,17,26,11,4,9,2,118,98,91,4,3,20,19,1,25,4,0,0,4,0,21,21,0,0,145,5,0,2,3,140,20,11,6,1,3,99
"E01004262",591,35,21,1,4,4,2,1,1,1,7,14,0,4,1,9,104,15,1,2,11,1,0,16,6,0,10,36,36,37,3,17,3,3,0,0,11,85,12,6,1,5,12,1,11,2,2,25,15,8,2,34,0,0,11,19,0,4,50,34,7,4,6,15,2,16,16,45,1,1,2,1,0,0,1,0,9,7,2,0,33,1,0,31,1,48,25,18,0,7,23,10,4,7,2,81,67,55,7,5,14,14,0,26,6,1,2,1,2,20,17,1,2,117,3,0,0,3,114,7,10,17,3,2,75
"E01004263",543,34,19,0,2,6,2,4,0,2,3,15,0,3,0,12,80,16,0,4,11,0,1,12,4,1,7,19,19,33,4,12,5,5,0,2,5,86,5,2,0,3,9,3,6,3,3,32,18,13,1,37,0,0,12,21,0,4,67,42,9,10,13,10,0,25,25,48,0,0,10,0,3,2,5,0,18,11,6,1,20,3,0,17,0,59,44,25,3,16,15,8,2,5,0,39,31,24,6,1,8,6,2,42,15,4,3,4,4,27,26,0,1,88,0,0,0,0,88,7,17,13,0,4,47
"E01004264",495,32,16,0,2,6,1,2,0,2,3,16,0,10,1,5,84,18,2,5,11,0,0,13,6,0,7,26,26,27,3,16,0,5,1,0,2,59,11,5,0,6,2,0,2,1,1,12,9,1,2,33,0,1,12,13,0,7,40,31,5,3,9,12,2,9,9,53,0,0,6,0,3,0,3,0,4,4,0,0,43,5,1,37,0,50,35,22,0,13,15,6,3,5,1,60,50,44,3,3,10,8,2,34,12,2,4,5,1,22,20,1,1,83,0,0,0,0,83,4,13,11,1,2,52
"E01004266",772,68,44,1,2,27,4,4,0,1,5,24,0,3,2,19,195,29,4,3,20,1,1,20,10,5,5,37,37,109,14,33,12,7,2,1,40,159,9,3,3,3,11,2,9,3,3,59,44,13,2,77,0,3,21,36,0,17,92,60,11,20,11,15,3,32,32,36,2,2,4,0,0,1,3,0,13,8,5,0,17,0,2,13,2,48,33,18,1,14,15,9,2,3,1,68,54,49,4,1,14,13,1,32,9,1,1,4,3,23,22,1,0,74,4,0,3,1,70,13,9,6,1,5,36
"E01004267",912,100,66,5,9,36,4,7,1,1,3,34,0,20,1,13,252,63,7,5,46,2,3,28,17,5,6,56,56,105,19,43,6,7,5,2,23,178,13,3,2,8,9,1,8,1,1,69,40,25,4,86,0,2,35,30,1,18,85,62,11,15,6,23,7,23,23,63,1,1,15,0,1,4,8,2,16,14,1,1,31,0,0,29,2,46,23,13,1,9,23,10,7,5,1,84,66,56,5,5,18,15,3,23,5,0,3,0,2,18,18,0,0,81,1,0,1,0,80,6,10,20,3,3,38
"E01004268",656,33,13,0,1,4,0,2,1,0,5,20,0,9,0,11,127,28,5,1,21,1,0,24,10,5,9,31,31,44,11,11,3,6,0,1,12,103,1,0,1,0,8,0,8,5,5,20,10,4,6,69,1,2,20,34,0,12,57,41,6,10,5,16,4,16,16,68,0,0,6,0,0,3,3,0,20,12,6,2,42,0,4,38,0,54,39,25,0,14,15,4,4,4,3,73,62,49,8,5,11,10,1,43,12,2,3,4,3,31,28,2,1,98,3,0,2,1,95,5,15,19,0,4,52
"E01004269",799,49,31,1,2,13,5,1,0,1,8,18,0,7,1,10,168,32,2,1,28,0,1,25,12,2,11,42,42,69,9,24,8,6,2,0,20,106,5,2,0,3,10,3,7,1,1,31,25,5,1,59,0,1,19,20,0,19,73,60,11,10,9,25,5,13,13,69,3,3,14,1,2,4,7,0,8,6,2,0,44,3,3,38,0,74,45,19,1,25,29,6,13,7,3,91,80,74,2,4,11,9,2,39,13,6,2,3,2,26,25,0,1,130,4,0,3,1,126,7,24,10,0,7,78
"E01004270",1149,87,51,3,7,23,6,3,0,1,8,36,0,12,0,24,315,74,9,5,55,0,5,39,25,2,12,59,59,143,17,59,12,2,2,3,48,236,16,6,2,8,18,3,15,2,2,91,63,21,7,109,0,3,34,58,0,14,108,80,25,15,14,21,5,28,28,72,1,1,6,0,1,0,5,0,13,9,3,1,52,2,3,45,2,58,39,24,1,14,19,10,3,5,1,103,82,70,8,4,21,20,1,35,11,3,1,3,4,24,22,0,2,135,1,1,0,0,134,14,23,13,2,1,81
"E01004271",542,37,17,2,2,4,3,0,0,1,5,20,0,12,0,8,77,14,1,0,12,0,1,16,4,3,9,19,19,28,3,13,1,5,0,0,6,69,2,1,0,1,9,1,8,2,2,33,25,5,3,23,0,0,7,9,0,7,62,43,16,13,5,9,0,19,19,56,0,0,9,0,1,3,5,0,9,6,2,1,38,1,2,34,1,56,41,17,0,24,15,9,4,1,1,66,53,48,2,3,13,11,2,37,9,3,3,0,3,28,26,1,1,82,1,0,0,1,81,4,13,11,7,4,42
"E01004272",657,34,13,0,2,3,1,1,0,0,6,21,0,13,1,7,81,14,1,2,11,0,0,18,9,3,6,25,25,24,4,11,2,3,1,1,2,74,6,0,0,6,11,0,11,4,4,20,12,4,4,33,0,1,7,14,0,11,61,48,10,16,9,13,0,13,13,71,0,0,8,0,3,1,4,0,5,2,3,0,58,3,0,55,0,73,59,31,0,28,14,5,4,5,0,84,62,56,5,1,22,20,2,45,15,2,2,10,1,30,27,3,0,134,4,0,0,4,130,14,19,35,1,12,49
"E01004273",611,34,20,2,1,5,4,1,0,1,6,14,0,5,0,9,102,15,1,3,9,0,2,20,5,0,15,27,27,40,1,20,4,6,0,1,8,78,8,4,1,3,13,2,11,1,1,16,12,1,3,40,0,0,12,17,0,11,53,41,8,11,3,15,4,12,12,49,0,0,5,0,0,3,2,0,10,6,4,0,34,2,3,29,0,61,45,22,0,23,16,3,9,2,2,95,76,67,2,7,19,17,2,46,13,2,5,5,1,33,30,2,1,93,4,0,3,1,89,4,17,13,2,8,45
"E01004274",844,111,72,4,9,27,17,0,3,3,9,39,1,26,1,11,191,63,1,6,54,1,1,18,7,2,9,28,28,82,12,49,5,5,0,2,9,166,15,3,1,11,13,3,10,5,5,21,11,6,4,112,0,1,60,32,2,17,89,64,9,18,12,18,7,25,25,48,2,2,13,0,3,6,4,0,10,8,1,1,23,0,1,22,0,46,27,20,0,7,19,4,6,7,2,66,52,44,3,5,14,11,3,32,9,0,3,4,2,23,22,1,0,95,4,0,2,2,91,8,10,19,1,1,52
"E01004275",1057,124,83,4,7,37,19,3,2,2,9,41,0,16,1,24,304,98,5,16,76,0,1,26,12,2,12,33,33,147,24,90,11,3,1,3,15,210,18,6,1,11,11,2,9,3,3,39,24,10,5,139,0,7,76,42,0,14,113,86,10,29,12,25,10,27,27,74,2,2,17,1,3,6,6,1,24,19,3,2,31,1,5,20,5,57,27,24,1,2,30,8,12,8,2,49,39,30,7,2,10,10,0,34,13,3,2,2,6,21,19,2,0,92,4,0,1,3,88,6,14,20,3,5,40
"E01004276",1549,282,231,6,17,100,73,6,7,4,18,51,0,14,1,36,588,181,5,15,158,2,1,50,34,3,13,53,53,304,37,211,15,4,0,7,30,384,35,9,3,23,8,2,6,12,12,53,33,16,4,276,1,13,168,64,0,30,134,97,17,37,14,20,9,37,37,35,2,2,13,0,0,1,12,0,7,4,2,1,13,0,1,10,2,31,12,7,0,5,19,8,5,6,0,47,31,22,6,3,16,13,3,13,4,1,2,1,0,9,7,0,2,35,2,0,2,0,33,1,3,4,0,0,25
"E01004277",1189,339,299,23,26,123,106,1,4,3,13,40,0,11,0,29,403,116,5,9,97,4,1,44,31,3,10,17,17,226,41,148,12,1,2,8,14,279,14,4,0,10,3,0,3,1,1,26,19,4,3,235,1,7,173,39,0,15,107,74,9,44,5,10,6,33,33,9,0,0,4,0,1,0,3,0,1,1,0,0,4,0,0,4,0,9,8,4,0,4,1,1,0,0,0,20,16,9,6,1,4,3,1,4,4,2,0,1,1,0,0,0,0,19,0,0,0,0,19,2,1,4,0,3,9
"E01004280",934,133,99,9,10,39,23,7,0,1,10,34,0,15,0,19,238,75,1,15,56,1,2,18,11,1,6,25,25,120,14,88,4,5,1,3,5,191,11,4,0,7,15,1,14,5,5,21,9,9,3,139,1,3,90,35,0,10,100,71,11,25,10,22,3,29,29,41,0,0,12,2,0,2,8,0,6,3,1,2,23,0,1,21,1,58,42,26,1,15,16,4,7,3,2,63,54,42,10,2,9,9,0,42,9,0,1,2,6,33,31,0,2,68,4,0,2,2,64,4,11,19,1,3,26
"E01004281",1166,144,111,6,6,45,31,8,1,2,12,33,0,14,0,19,440,161,5,26,129,0,1,39,27,5,7,46,46,194,20,126,14,7,2,6,19,253,24,6,4,14,10,2,8,9,9,28,17,9,2,182,0,8,108,46,0,20,136,98,22,35,15,17,9,38,38,36,0,0,11,0,1,0,9,1,12,10,2,0,13,0,2,11,0,35,21,12,1,8,14,9,3,1,1,49,40,30,6,4,9,8,1,18,8,0,3,2,3,10,8,0,2,55,2,0,1,1,53,2,5,5,0,3,38
"E01004283",850,65,43,2,4,23,2,1,1,1,9,22,0,13,1,8,141,17,3,2,11,1,0,24,12,0,12,40,40,60,6,29,3,4,0,0,18,123,5,2,2,1,22,2,20,0,0,53,39,9,5,43,0,2,13,15,0,13,102,77,17,15,18,20,7,25,25,73,0,0,5,0,1,1,3,0,16,11,5,0,52,5,1,39,7,78,59,35,0,24,19,6,4,7,2,103,80,67,7,6,23,22,1,35,5,2,1,2,0,30,29,0,1,130,7,1,5,1,123,5,21,15,3,7,72
"E01004284",1032,87,52,0,7,23,7,2,0,3,10,35,0,9,1,25,355,63,14,11,37,1,0,101,22,11,68,97,97,94,7,39,9,17,1,3,18,176,24,9,2,13,12,1,11,16,16,43,23,15,5,81,0,6,31,24,0,20,120,87,14,19,25,21,8,33,33,68,2,2,12,1,2,2,7,0,11,10,1,0,43,2,2,37,2,64,48,30,1,17,16,7,2,3,4,74,51,39,7,5,23,22,1,31,10,0,5,3,2,21,18,2,1,57,1,0,1,0,56,3,6,12,1,5,29
"E01004285",696,46,27,1,1,9,2,3,0,4,7,19,0,10,0,9,94,18,2,6,10,0,0,14,10,1,3,35,35,27,0,13,0,6,0,0,8,89,9,7,0,2,13,2,11,5,5,25,19,3,3,37,0,1,8,9,0,19,87,64,13,16,6,25,4,23,23,69,4,4,6,1,2,0,3,0,13,12,1,0,46,4,0,42,0,64,48,25,0,23,16,3,7,3,3,88,65,57,5,3,23,23,0,58,8,2,2,3,1,50,49,1,0,101,7,0,3,4,94,2,18,23,0,2,49
"E01004286",860,72,48,3,8,19,2,2,0,2,12,24,0,14,0,10,169,32,4,4,23,1,0,27,8,2,17,36,36,74,11,30,8,10,2,2,11,151,19,7,3,9,11,2,9,0,0,42,29,11,2,79,1,2,32,27,0,17,96,72,14,19,15,20,4,24,24,67,3,3,10,1,1,4,4,0,19,18,0,1,35,5,0,29,1,61,42,24,1,17,19,7,8,3,1,92,66,60,3,3,26,21,5,53,13,6,2,4,1,40,37,0,3,99,3,0,2,1,96,9,11,21,1,11,43
"E01004287",829,54,38,6,3,14,5,1,0,1,8,16,0,9,0,7,154,31,7,1,21,0,2,31,10,3,18,32,32,60,8,28,5,7,2,1,9,123,11,3,1,7,5,2,3,2,2,30,24,4,2,75,0,1,32,30,0,12,97,71,9,26,14,18,4,26,26,59,0,0,7,0,1,0,6,0,9,7,2,0,43,6,2,35,0,64,43,26,0,17,21,3,6,4,8,95,70,57,9,4,25,25,0,58,12,3,0,4,5,46,42,2,2,125,6,1,4,1,119,7,29,19,3,5,56
"E01004288",533,37,23,0,1,5,5,1,0,2,9,14,0,4,1,9,104,19,4,1,14,0,0,14,5,1,8,35,35,36,5,16,3,0,1,1,10,57,7,2,1,4,7,0,7,1,1,4,3,1,0,38,0,0,18,12,0,8,64,50,9,11,9,16,5,14,14,43,0,0,6,1,1,0,4,0,14,8,6,0,23,3,0,19,1,62,47,24,0,23,15,5,3,5,2,52,40,30,6,4,12,11,1,45,7,1,2,2,2,38,37,0,1,69,1,0,0,1,68,10,12,14,1,4,27
"E01004289",718,64,35,1,4,9,7,2,1,2,9,29,0,19,1,9,133,23,2,4,17,0,0,11,4,1,6,33,33,66,11,24,6,12,1,1,11,119,13,5,2,6,15,2,13,4,4,31,17,14,0,56,0,3,26,21,0,6,82,56,10,19,7,19,1,26,26,49,0,0,10,0,2,3,5,0,7,5,1,1,32,1,1,30,0,79,57,35,0,22,22,8,5,5,4,70,49,47,2,0,21,18,3,33,9,2,4,2,1,24,24,0,0,89,3,0,2,1,86,4,11,10,3,4,54
"E01004290",662,62,40,4,6,14,4,5,1,2,4,22,0,6,0,16,178,42,3,6,32,0,1,14,9,3,2,32,32,90,19,34,7,8,4,1,17,129,16,1,5,10,11,2,9,7,7,35,31,4,0,60,0,3,20,25,0,12,72,49,15,9,4,19,2,23,23,46,2,2,2,0,0,2,0,0,12,8,3,1,30,1,2,26,1,40,22,13,0,9,18,7,8,1,2,56,48,42,4,2,8,6,2,19,6,2,2,1,1,13,13,0,0,60,0,0,0,0,60,5,6,7,0,0,42
"E01004291",1281,260,202,19,20,78,58,2,1,4,20,58,1,24,0,33,421,86,5,10,65,2,4,44,30,3,11,31,31,260,100,96,12,4,1,17,30,329,17,3,2,12,8,0,8,7,7,49,35,12,2,248,2,5,166,57,0,18,118,90,13,26,19,21,11,28,28,36,0,0,9,0,5,3,1,0,6,5,0,1,21,1,3,14,3,29,15,9,1,5,14,5,3,4,2,33,24,19,3,2,9,5,4,17,6,2,2,0,2,11,11,0,0,38,0,0,0,0,38,2,8,4,0,2,22
"E01004292",1285,180,152,6,11,69,53,2,0,4,7,28,0,6,0,22,505,133,7,19,104,2,1,34,30,0,4,42,42,296,90,152,8,5,1,13,27,341,22,3,4,15,6,1,5,5,5,52,39,13,0,256,1,5,175,54,0,21,123,92,15,42,6,21,8,31,31,32,0,0,9,0,0,1,8,0,7,6,1,0,16,2,1,9,4,23,15,8,0,7,8,7,0,1,0,37,33,24,5,4,4,2,2,18,6,2,0,2,2,12,10,0,2,26,0,0,0,0,26,3,5,7,1,0,10
"E01004293",1468,263,220,29,18,96,54,4,1,4,14,43,0,9,0,34,545,111,9,12,84,4,2,51,35,4,12,49,49,334,113,155,25,3,2,6,30,356,17,5,1,11,14,3,11,3,3,59,41,14,4,263,1,4,179,55,0,24,128,100,21,39,12,17,11,28,28,29,0,0,2,0,1,0,1,0,14,14,0,0,13,1,2,9,1,29,18,10,0,8,11,7,2,1,1,38,29,22,4,3,9,8,1,18,7,0,3,3,1,11,11,0,0,62,4,1,1,2,58,3,6,32,1,1,15
"E01004294",1093,172,143,20,15,65,23,4,2,5,9,29,0,13,1,15,325,78,6,13,58,0,1,26,15,2,9,27,27,194,57,98,10,3,0,6,20,270,13,2,3,8,8,2,6,7,7,37,23,9,5,205,0,6,120,58,0,21,94,76,14,32,7,15,8,18,18,42,0,0,12,0,0,2,10,0,5,5,0,0,25,3,1,20,1,46,29,18,0,11,17,8,6,3,0,61,44,30,11,3,17,16,1,29,13,2,2,5,4,16,13,1,2,54,1,0,0,1,53,9,7,9,1,4,23
"E01004295",515,35,25,1,4,7,3,2,0,1,7,10,0,3,1,6,88,21,2,5,14,0,0,10,3,0,7,21,21,36,9,20,1,4,0,0,2,73,3,2,0,1,12,3,9,0,0,15,9,4,2,43,0,2,13,16,0,12,60,49,9,19,5,12,4,11,11,42,2,2,7,1,2,0,4,0,7,5,2,0,26,0,0,26,0,42,32,18,1,13,10,1,2,6,1,63,54,48,4,2,9,9,0,30,9,1,3,5,0,21,20,0,1,82,1,0,1,0,81,1,14,17,2,3,44
"E01004296",803,86,66,4,6,27,10,3,4,5,7,20,0,7,0,13,234,41,1,5,32,3,0,30,14,7,9,36,36,127,40,54,14,3,1,3,12,146,9,0,1,8,6,0,6,8,8,21,14,4,3,102,0,3,54,30,0,15,79,54,9,19,9,13,4,25,25,54,3,3,10,1,0,1,7,1,11,6,4,1,30,2,1,26,1,46,36,20,0,16,10,4,1,5,0,63,49,42,6,1,14,13,1,37,8,0,1,3,4,29,28,0,1,58,5,0,1,4,53,6,13,12,0,0,22
"E01004297",1280,223,179,20,15,91,40,3,1,2,7,44,0,16,0,28,447,94,3,17,71,1,2,43,33,3,7,46,46,264,82,106,17,5,3,8,43,324,19,8,2,9,5,1,4,4,4,58,39,14,5,238,0,5,142,75,0,16,100,76,9,37,8,18,4,24,24,39,1,1,4,0,0,1,2,1,17,17,0,0,17,1,3,13,0,41,26,16,1,9,15,6,5,2,2,48,39,32,4,3,9,8,1,18,5,0,1,2,2,13,12,0,1,40,1,0,1,0,39,3,5,4,1,2,24
"E01004298",656,57,24,5,1,4,3,1,0,0,10,33,0,18,0,15,141,24,1,3,20,0,0,17,9,0,8,31,31,69,9,31,4,7,1,4,13,117,6,1,1,4,10,3,7,7,7,25,12,8,5,69,0,3,28,23,0,15,66,48,10,15,8,13,2,18,18,52,0,0,7,2,1,0,4,0,6,4,2,0,39,3,2,33,1,36,25,14,0,11,11,3,7,1,0,77,59,52,3,4,18,13,5,34,11,1,2,3,5,23,20,2,1,76,0,0,0,0,76,5,13,12,5,3,38
"E01004300",497,43,23,4,2,8,3,1,0,0,5,20,0,11,0,9,90,13,1,3,9,0,0,15,3,3,9,28,28,34,5,15,2,9,0,1,2,67,7,1,2,4,7,1,6,1,1,21,11,7,3,31,1,1,14,7,0,8,50,39,7,10,5,13,4,11,11,50,2,2,9,0,1,3,5,0,4,2,2,0,35,3,2,28,2,55,42,28,0,14,13,2,4,4,3,52,40,35,2,3,12,12,0,30,8,2,2,2,2,22,21,1,0,60,1,0,1,0,59,7,9,16,0,1,26
"E01004301",497,38,22,1,0,6,4,0,1,2,8,16,0,6,0,10,99,17,1,4,11,0,1,4,1,1,2,17,17,61,16,24,5,3,0,1,12,91,5,2,2,1,7,3,4,1,1,25,21,4,0,53,0,1,26,17,0,9,43,30,8,7,7,8,0,13,13,33,2,2,3,0,1,1,1,0,8,7,1,0,20,1,0,19,0,34,25,15,1,9,9,4,2,1,2,56,47,41,4,2,9,6,3,36,11,1,1,5,4,25,25,0,0,67,3,0,1,2,64,6,9,9,2,1,37
