"GeographyCode","QS405EW0001","QS405EW0002","QS405EW0003","QS405EW0004","QS405EW0005","QS405EW0006","QS405EW0007","QS405EW0008","QS405EW0009","QS405EW0010","QS405EW0011","QS405EW0012","QS405EW0013","QS405EW0014"
"E00021601",118,72,35,37,1,1,1,0,42,40,0,0,2,2
"E00021602",124,46,16,30,0,22,19,3,54,53,0,1,0,2
"E00021603",108,53,13,40,1,2,2,0,50,49,0,1,0,2
"E00021604",154,46,13,33,1,65,63,2,39,36,0,3,0,3
"E00021605",157,80,40,40,0,17,16,1,57,53,0,4,0,3
"E00021606",175,91,53,38,1,7,6,1,74,71,1,2,0,2
"E00021607",119,22,8,14,0,79,76,3,16,14,0,2,0,2
"E00021608",116,50,25,25,0,30,10,20,36,35,1,0,0,0
"E00021610",152,59,17,42,1,50,48,2,39,37,0,1,1,3
"E00021611",155,47,13,34,1,47,7,40,59,56,0,3,0,1
"E00021612",139,74,32,42,0,2,0,2,63,60,1,1,1,0
"E00021613",125,61,26,35,0,1,0,1,58,58,0,0,0,5
"E00021614",160,79,24,55,0,0,0,0,80,77,1,1,1,1
"E00021615",146,59,18,41,26,2,2,0,58,56,0,1,1,1
"E00021616",122,25,6,19,1,61,17,44,33,32,0,0,1,2
"E00021617",109,46,21,25,0,1,1,0,58,54,0,4,0,4
"E00021618",95,6,2,4,1,70,24,46,17,15,0,1,1,1
"E00021619",162,43,23,20,0,81,23,58,32,28,0,0,4,6
"E00021620",125,28,11,17,10,47,20,27,39,37,0,2,0,1
"E00021621",121,17,9,8,0,79,11,68,24,22,0,1,1,1
"E00021622",134,60,22,38,0,4,2,2,68,67,0,1,0,2
"E00021623",91,1,0,1,0,79,12,67,11,9,0,0,2,0
"E00021624",171,67,31,36,33,6,2,4,64,63,0,1,0,1
"E00021625",247,115,38,77,1,16,2,14,113,107,1,5,0,2
"E00021626",212,82,50,32,1,28,25,3,99,96,1,1,1,2
"E00021627",201,52,14,38,5,27,15,12,116,108,0,8,0,1
"E00021628",108,46,26,20,0,11,1,10,48,22,20,2,4,3
"E00021629",125,48,18,30,0,19,1,18,53,52,0,1,0,5
"E00021630",129,39,15,24,0,59,54,5,28,27,0,1,0,3
"E00021631",144,70,21,49,1,1,1,0,71,66,0,5,0,1
"E00021632",119,61,24,37,0,5,5,0,52,50,0,2,0,1
"E00021633",114,69,34,35,1,1,0,1,41,40,0,1,0,2
"E00021634",136,65,13,52,1,19,8,11,51,50,0,1,0,0
"E00021635",117,46,18,28,0,6,6,0,64,61,0,3,0,1
"E00021636",114,20,10,10,4,65,34,31,24,23,0,1,0,1
"E00021637",174,19,5,14,27,89,26,63,37,34,0,2,1,2
"E00021639",93,14,5,9,0,57,27,30,21,20,0,1,0,1
"E00021640",149,40,24,16,1,83,24,59,24,21,0,2,1,1
"E00021641",135,16,4,12,8,66,12,54,44,42,0,2,0,1
"E00021642",127,33,15,18,0,61,47,14,31,30,0,1,0,2
"E00021643",91,32,11,21,0,41,29,12,14,12,0,2,0,4
"E00021644",138,25,12,13,0,77,16,61,36,33,0,1,2,0
"E00021646",155,34,12,22,17,77,31,46,26,24,0,1,1,1
"E00021648",102,41,12,29,11,2,0,2,46,41,0,5,0,2
"E00021649",127,32,10,22,0,67,63,4,26,24,0,2,0,2
"E00021650",105,36,7,29,0,29,4,25,37,34,0,3,0,3
"E00021651",139,57,22,35,0,3,0,3,76,75,0,1,0,3
"E00021652",148,73,24,49,1,3,3,0,67,63,1,3,0,4
"E00021653",175,28,8,20,2,105,89,16,38,37,0,1,0,2
"E00021654",144,1,0,1,0,126,8,118,13,13,0,0,0,4
"E00021655",80,17,6,11,0,44,40,4,18,16,0,0,2,1
"E00021656",159,48,25,23,2,48,16,32,54,49,0,1,4,7
"E00021657",112,54,17,37,0,3,2,1,52,49,0,2,1,3
"E00021658",93,54,19,35,0,2,0,2,36,33,0,2,1,1
"E00021659",136,15,7,8,12,68,5,63,39,38,0,1,0,2
"E00021660",117,22,10,12,21,48,45,3,24,24,0,0,0,2
"E00021661",207,30,16,14,0,97,43,54,76,69,0,1,6,4
"E00021662",179,18,5,13,2,117,23,94,39,38,0,0,1,3
"E00021663",138,8,3,5,2,125,29,96,2,2,0,0,0,1
"E00021665",149,40,17,23,0,75,67,8,33,28,0,1,4,1
"E00021666",221,41,12,29,0,88,21,67,88,83,2,3,0,4
"E00021667",142,31,4,27,1,70,62,8,36,34,0,2,0,4
"E00021668",248,62,11,51,3,121,43,78,59,58,0,1,0,3
"E00021669",133,23,6,17,2,83,50,33,23,23,0,0,0,2
"E00021670",123,23,5,18,2,71,23,48,25,25,0,0,0,2
"E00021671",101,32,8,24,1,49,42,7,16,15,0,1,0,3
"E00021672",142,30,17,13,2,58,24,34,50,49,0,1,0,2
"E00021673",139,2,0,2,2,106,4,102,27,26,0,0,1,2
"E00021674",155,45,13,32,1,28,10,18,79,76,0,3,0,2
"E00021675",162,32,14,18,0,106,94,12,23,22,0,0,1,1
"E00021676",168,44,14,30,5,6,2,4,112,106,1,5,0,1
"E00021677",120,27,10,17,1,60,14,46,31,29,0,1,1,1
"E00021678",166,85,31,54,0,34,16,18,44,42,0,2,0,3
"E00021679",58,26,5,21,1,17,9,8,14,12,0,2,0,0
"E00021680",194,82,45,37,1,43,5,38,62,57,0,2,3,6
"E00021681",147,55,26,29,1,10,1,9,81,80,0,1,0,0
"E00021682",160,51,18,33,0,66,63,3,41,41,0,0,0,2
"E00021683",156,36,10,26,0,71,46,25,47,45,0,1,1,2
"E00021685",220,67,21,46,7,64,32,32,80,74,0,4,2,2
"E00021686",182,55,22,33,3,34,8,26,86,78,0,3,5,4
"E00021687",189,48,17,31,2,38,25,13,99,94,0,4,1,2
"E00021688",142,38,15,23,1,53,23,30,48,46,0,1,1,2
"E00021689",162,43,11,32,1,15,1,14,100,99,0,1,0,3
"E00021690",218,42,15,27,1,54,15,39,121,108,1,2,10,0
"E00021691",139,23,8,15,0,74,17,57,41,32,2,1,6,1
"E00021692",156,49,24,25,0,32,2,30,72,69,0,1,2,3
"E00021693",199,40,13,27,0,69,16,53,88,86,0,2,0,2
"E00021694",162,39,11,28,1,53,12,41,66,60,0,2,4,3
"E00021695",154,55,19,36,1,29,16,13,68,64,0,4,0,1
"E00021696",186,58,13,45,8,63,8,55,56,50,0,4,2,1
"E00021697",143,23,7,16,10,76,74,2,34,32,0,2,0,0
"E00021698",159,82,38,44,0,29,4,25,45,39,0,6,0,3
"E00021699",172,32,12,20,1,101,32,69,34,30,0,2,2,4
"E00021700",222,71,20,51,2,82,65,17,65,62,1,2,0,2
"E00021701",184,71,21,50,3,43,31,12,65,58,0,7,0,2
"E00021702",124,18,12,6,0,85,79,6,18,18,0,0,0,3
"E00021703",123,34,14,20,2,55,43,12,31,30,0,0,1,1
"E00021704",157,27,9,18,1,73,58,15,54,53,0,1,0,2
"E00021705",175,61,26,35,6,59,50,9,49,43,0,1,5,0
"E00021706",111,24,9,15,1,51,50,1,31,31,0,0,0,4
"E00021707",143,23,4,19,0,79,62,17,40,39,0,0,1,1
"E00021708",130,38,13,25,1,63,56,7,27,23,0,4,0,1
"E00021709",111,16,4,12,0,67,63,4,28,27,0,1,0,0
"E00021710",116,30,11,19,0,64,60,4,21,20,0,1,0,1
"E00021711",200,44,14,30,0,45,36,9,109,107,1,1,0,2
"E00021712",150,38,14,24,0,45,37,8,66,65,0,0,1,1
"E00021713",98,11,4,7,0,61,57,4,23,23,0,0,0,3
"E00021714",100,20,7,13,1,70,48,22,9,9,0,0,0,0
"E00021715",135,19,7,12,0,85,52,33,29,28,0,1,0,2
"E00021716",165,20,11,9,0,128,123,5,16,13,0,1,2,1
"E00021717",109,17,7,10,0,69,62,7,22,22,0,0,0,1
"E00021718",155,47,11,36,1,53,46,7,53,52,0,1,0,1
"E00021719",56,17,6,11,0,28,25,3,11,10,0,1,0,0
"E00021722",158,6,2,4,0,112,10,102,37,35,0,0,2,3
"E00021723",110,36,12,24,1,37,18,19,35,30,1,4,0,1
"E00021724",120,76,38,38,0,4,2,2,39,36,0,2,1,1
"E00021725",116,57,28,29,0,29,3,26,30,28,0,0,2,0
"E00021726",108,17,6,11,0,79,76,3,12,12,0,0,0,0
"E00021727",111,8,3,5,0,95,22,73,7,5,1,1,0,1
"E00021728",114,23,9,14,1,62,58,4,25,24,0,1,0,3
"E00021729",72,16,4,12,1,40,38,2,15,13,0,2,0,0
"E00021730",163,39,14,25,1,95,93,2,27,25,0,0,2,1
"E00021731",156,37,9,28,5,87,78,9,25,23,0,2,0,2
"E00021732",98,38,10,28,0,27,25,2,33,29,0,2,2,0
"E00021733",250,49,18,31,2,132,10,122,67,51,8,3,5,0
"E00021734",208,32,11,21,20,121,53,68,32,29,0,2,1,3
"E00021735",138,19,7,12,0,72,21,51,46,44,1,0,1,1
"E00021736",135,36,16,20,2,69,67,2,26,25,0,0,1,2
"E00021737",104,34,6,28,2,29,17,12,36,34,0,1,1,3
"E00021738",112,8,4,4,1,85,5,80,18,16,1,0,1,0
"E00021739",126,12,5,7,0,6,4,2,108,105,0,3,0,0
"E00021740",168,33,13,20,23,87,75,12,24,24,0,0,0,1
"E00021741",124,30,11,19,0,2,0,2,91,88,0,2,1,1
"E00021742",211,15,12,3,1,41,16,25,151,150,0,0,1,3
"E00021743",141,6,3,3,0,65,15,50,67,66,0,0,1,3
"E00021744",244,40,9,31,0,42,12,30,157,156,0,0,1,5
"E00021745",98,15,7,8,0,62,57,5,21,19,0,2,0,0
"E00021746",143,32,6,26,9,1,0,1,98,96,0,2,0,3
"E00021748",200,47,24,23,2,50,45,5,99,97,0,2,0,2
"E00021750",119,30,16,14,0,48,44,4,39,39,0,0,0,2
"E00021752",138,29,15,14,1,66,62,4,41,41,0,0,0,1
"E00021753",115,21,11,10,0,80,45,35,14,13,0,1,0,0
"E00021754",87,21,9,12,0,45,44,1,21,20,0,0,1,0
"E00021755",125,53,11,42,0,39,23,16,32,30,0,2,0,1
"E00021756",102,30,3,27,2,36,22,14,33,27,0,2,4,1
"E00021757",96,17,5,12,0,65,64,1,13,11,0,1,1,1
"E00021758",134,22,6,16,0,66,33,33,44,40,0,3,1,2
"E00021759",110,27,7,20,0,60,53,7,20,19,0,1,0,3
"E00021760",115,23,6,17,0,72,66,6,19,19,0,0,0,1
"E00021761",102,19,8,11,3,22,2,20,57,51,3,0,3,1
"E00021762",105,22,7,15,0,38,36,2,43,40,0,1,2,2
"E00021763",133,45,18,27,0,57,45,12,29,28,0,1,0,2
"E00021764",109,36,14,22,1,26,10,16,45,45,0,0,0,1
"E00021766",107,17,8,9,0,60,6,54,28,27,1,0,0,2
"E00021767",126,38,15,23,0,49,41,8,36,36,0,0,0,3
"E00167078",120,20,10,10,0,18,15,3,81,78,0,1,2,1
"E00167079",116,14,2,12,1,8,0,8,91,91,0,0,0,2
"E00167080",145,43,19,24,11,56,5,51,33,33,0,0,0,2
"E00167081",120,58,20,38,0,3,0,3,55,54,0,1,0,4
"E00167082",138,29,6,23,12,15,3,12,80,73,0,7,0,2
"E00167083",122,14,3,11,7,47,7,40,52,51,0,1,0,2
"E00167084",113,10,4,6,24,29,3,26,49,49,0,0,0,1
"E00167085",126,30,12,18,0,43,18,25,52,49,0,2,1,1
"E00167086",140,43,15,28,2,39,27,12,56,55,0,1,0,0
"E00167087",144,41,6,35,5,9,4,5,89,89,0,0,0,0
"E00167088",112,38,5,33,1,6,2,4,64,62,0,2,0,3
"E00167089",92,10,4,6,1,30,0,30,48,46,0,2,0,3
"E00167090",100,2,0,2,8,75,5,70,12,12,0,0,0,3
"E00167091",144,35,4,31,14,26,1,25,66,60,1,5,0,3
"E00167092",122,26,8,18,22,36,7,29,37,36,0,1,0,1
"E00167093",97,22,7,15,5,15,1,14,55,52,1,2,0,0
"E00167094",130,35,14,21,1,25,2,23,66,65,0,1,0,3
"E00167095",109,18,4,14,4,55,20,35,32,31,0,1,0,0
"E00167096",66,24,2,22,0,2,1,1,40,39,0,1,0,0
"E00167097",133,22,9,13,33,27,13,14,48,47,1,0,0,3
"E00167098",76,5,1,4,2,5,1,4,64,64,0,0,0,0
"E00167099",73,22,14,8,0,3,1,2,48,45,0,2,1,0
"E00167100",226,37,15,22,0,2,0,2,186,181,0,3,2,1
"E00167101",148,64,23,41,0,2,0,2,79,77,0,1,1,3
"E00167102",130,5,0,5,6,55,24,31,62,62,0,0,0,2
"E00167103",126,35,8,27,0,1,1,0,88,85,0,3,0,2
"E00167104",121,58,18,40,1,3,0,3,59,57,0,2,0,0
"E00167105",132,16,3,13,14,88,13,75,7,5,0,1,1,7
"E00167106",161,71,22,49,6,12,0,12,69,66,0,3,0,3
"E00167107",120,24,4,20,6,36,3,33,53,52,0,0,1,1
"E00167108",165,43,19,24,10,76,10,66,34,31,0,2,1,2
"E00167109",124,28,11,17,0,27,4,23,67,64,1,2,0,2
"E00167110",124,36,14,22,0,29,10,19,55,54,1,0,0,4
"E00167111",149,22,9,13,3,2,0,2,122,120,0,0,2,0
"E00167112",403,86,21,65,1,76,21,55,228,216,8,2,2,12
"E00167113",165,14,4,10,28,87,16,71,34,31,1,0,2,2
"E00167114",140,26,14,12,0,82,12,70,31,28,0,3,0,1
"E00167115",386,56,25,31,17,88,22,66,218,211,3,2,2,7
"E00167116",112,26,17,9,0,69,9,60,14,13,0,1,0,3
"E00167117",50,21,4,17,1,5,3,2,18,18,0,0,0,5
"E00167118",137,41,9,32,0,3,1,2,90,87,0,2,1,3
"E00167119",137,49,13,36,2,27,13,14,56,53,1,1,1,3
"E00167120",139,14,4,10,11,48,12,36,62,59,1,2,0,4
"E00167121",139,40,16,24,0,9,1,8,89,84,4,1,0,1
"E00167122",125,32,20,12,0,16,2,14,76,74,1,0,1,1
"E00167123",116,11,3,8,15,79,5,74,10,10,0,0,0,1
"E00167124",137,15,2,13,41,63,4,59,18,15,0,2,1,0
"E00167125",92,29,7,22,1,8,0,8,53,52,0,1,0,1
"E00167126",177,50,12,38,0,7,3,4,118,115,0,2,1,2
"E00167127",122,43,15,28,0,8,4,4,68,64,1,2,1,3
"E00167128",95,5,2,3,21,58,12,46,10,10,0,0,0,1
"E00167129",321,50,11,39,5,74,10,64,189,181,1,6,1,3
"E00167130",466,148,32,116,25,129,14,115,156,152,0,2,2,8
"E00167131",63,3,1,2,0,48,2,46,9,8,0,0,1,3
"E00167132",289,37,12,25,14,4,1,3,232,226,0,6,0,2
"E00167133",82,25,8,17,0,29,10,19,27,26,0,1,0,1
"E00167134",137,74,20,54,0,2,0,2,59,55,0,3,1,2
"E00167135",130,52,16,36,1,4,1,3,70,69,0,1,0,3
"E00167136",57,10,4,6,0,28,7,21,19,19,0,0,0,0
"E00167137",135,31,12,19,3,4,1,3,96,95,0,0,1,1
"E00167138",134,19,5,14,8,37,1,36,68,68,0,0,0,2
"E00167139",212,28,13,15,1,8,2,6,175,172,1,2,0,0
"E00167140",131,9,3,6,8,34,8,26,78,76,0,2,0,2
"E00167141",169,64,16,48,0,4,0,4,101,101,0,0,0,0
"E00167142",216,92,34,58,3,6,3,3,114,111,0,2,1,1
"E00167143",114,22,15,7,3,58,49,9,31,30,0,1,0,0
"E00167144",120,13,8,5,1,92,79,13,14,12,0,1,1,0
"E00167145",103,22,7,15,0,7,0,7,71,65,0,1,5,3
"E00167146",161,55,12,43,1,8,4,4,94,87,0,6,1,3
"E00167147",109,4,2,2,6,66,3,63,32,30,0,1,1,1
"E00167148",119,18,8,10,0,1,0,1,99,98,0,1,0,1
"E00167149",82,12,0,12,6,16,0,16,47,45,0,2,0,1
"E00167150",209,37,6,31,15,38,4,34,118,114,0,2,2,1
"E00167151",239,42,17,25,3,7,1,6,184,180,0,4,0,3
"E00167152",117,25,15,10,5,3,0,3,84,83,0,1,0,0
"E00167153",129,14,8,6,1,67,13,54,42,40,1,1,0,5
"E00167154",110,41,16,25,0,3,0,3,65,63,0,1,1,1
"E00167155",144,39,11,28,3,11,0,11,89,83,2,2,2,2
"E00167156",120,11,4,7,0,71,36,35,36,35,0,1,0,2
"E00167157",190,46,14,32,0,1,0,1,141,137,0,4,0,2
"E00167158",162,40,13,27,0,4,0,4,117,116,0,0,1,1
"E00167159",119,51,24,27,0,2,0,2,65,64,0,0,1,1
"E00167160",118,19,8,11,5,55,4,51,37,36,0,1,0,2
"E00167161",99,14,6,8,2,64,17,47,19,19,0,0,0,0
"E00167162",189,38,5,33,0,12,8,4,137,136,0,1,0,2
"E00167163",119,36,16,20,14,1,0,1,67,63,0,3,1,1
"E00167164",56,8,1,7,12,24,6,18,12,12,0,0,0,0
"E00167165",133,48,16,32,3,1,1,0,79,77,1,1,0,2
"E00167166",182,5,1,4,10,17,2,15,150,146,1,1,2,0
"E00167167",131,23,13,10,1,2,0,2,105,102,0,2,1,0
"E00167168",148,57,14,43,2,21,2,19,66,65,0,1,0,2
"E00167169",135,5,3,2,16,80,8,72,34,31,0,0,3,0
"E00167170",82,39,13,26,0,3,2,1,39,39,0,0,0,1
"E00167171",70,12,3,9,0,32,28,4,26,26,0,0,0,0
"E00167172",104,34,11,23,4,13,1,12,51,48,0,3,0,2
"E00167173",142,9,3,6,5,118,15,103,6,6,0,0,0,4
"E00167174",134,68,28,40,1,4,4,0,59,58,0,0,1,2
"E00167175",134,87,57,30,1,0,0,0,44,39,0,4,1,2
"E00167176",182,27,14,13,1,74,5,69,77,74,0,3,0,3
"E00167177",129,24,9,15,1,3,1,2,101,97,0,2,2,0
"E00167178",132,25,6,19,4,49,5,44,53,50,0,3,0,1
"E00167179",129,8,3,5,1,7,3,4,113,112,0,0,1,0
"E00167180",120,9,3,6,31,65,8,57,14,12,0,1,1,1
"E00167181",51,10,2,8,2,15,10,5,24,24,0,0,0,0
"E00167182",66,8,1,7,8,40,3,37,9,8,0,0,1,1
"E00167183",67,38,18,20,0,2,0,2,26,25,0,0,1,1
"E00167184",93,10,3,7,11,48,14,34,22,21,0,1,0,2
"E00167185",105,2,0,2,1,91,8,83,10,10,0,0,0,1
"E00167186",121,40,9,31,2,10,0,10,69,67,0,2,0,0
"E00167187",122,43,14,29,0,22,19,3,56,54,0,1,1,1
"E00167188",141,41,12,29,1,3,2,1,96,95,0,1,0,0
"E00167189",120,27,3,24,1,36,6,30,53,53,0,0,0,3
"E00167190",97,23,8,15,1,26,5,21,46,42,0,4,0,1
"E00167191",123,40,3,37,0,11,4,7,72,70,0,1,1,0
"E00167192",104,28,3,25,1,16,3,13,59,57,0,2,0,0
"E00167193",102,7,2,5,0,87,6,81,8,6,0,2,0,0
"E00167194",125,17,5,12,29,49,4,45,27,25,0,2,0,3
"E00167195",98,33,8,25,3,19,0,19,40,38,0,1,1,3
"E00167196",79,6,3,3,0,71,8,63,1,1,0,0,0,1
"E00167197",122,13,3,10,2,75,7,68,31,25,0,0,6,1
"E00167198",183,39,21,18,20,89,16,73,34,34,0,0,0,1
"E00167199",64,12,0,12,0,6,2,4,46,44,0,2,0,0
"E00167200",106,13,2,11,0,9,2,7,84,84,0,0,0,0
"E00167201",141,8,2,6,0,122,12,110,11,10,0,1,0,0
"E00167202",108,11,6,5,0,89,18,71,7,7,0,0,0,1
"E00167203",129,32,4,28,0,52,7,45,45,40,0,3,2,0
"E00167204",121,65,8,57,0,6,1,5,50,47,0,3,0,0
"E00167205",123,21,6,15,2,83,65,18,17,13,0,1,3,0
"E00167206",125,25,12,13,1,75,71,4,23,23,0,0,0,1
"E00167207",116,38,16,22,16,34,11,23,28,26,0,2,0,0
"E00167208",131,67,12,55,1,6,4,2,54,53,0,1,0,3
"E00167209",168,3,0,3,44,101,7,94,20,17,0,0,3,0
"E00167210",73,37,6,31,0,4,4,0,31,28,0,3,0,1
"E00167211",138,29,8,21,1,41,23,18,62,61,0,0,1,5
"E00167212",116,19,3,16,3,79,29,50,13,11,0,0,2,2
"E00167213",111,16,4,12,0,74,28,46,14,12,0,0,2,7
"E00167214",129,10,3,7,1,60,15,45,57,56,0,1,0,1
"E00167215",149,28,8,20,3,63,11,52,51,49,0,1,1,4
"E00167216",113,13,5,8,2,68,23,45,28,27,0,1,0,2
"E00167217",90,14,4,10,0,59,21,38,16,16,0,0,0,1
"E00167218",121,36,6,30,4,56,8,48,24,23,0,0,1,1
"E00167219",95,4,0,4,1,78,24,54,11,10,0,0,1,1
"E00167220",135,39,16,23,6,3,0,3,86,84,0,0,2,1
"E00167221",157,31,9,22,2,86,65,21,34,34,0,0,0,4
"E00167222",89,22,5,17,2,34,31,3,29,29,0,0,0,2
"E00167223",133,4,2,2,25,99,4,95,5,5,0,0,0,0
"E00167224",141,3,1,2,12,112,8,104,13,13,0,0,0,1
"E00167225",101,4,1,3,13,74,8,66,10,9,0,0,1,0
"E00167226",130,19,5,14,55,28,1,27,28,27,0,1,0,0
"E00167227",134,37,5,32,2,46,18,28,49,47,0,1,1,0
"E00167228",115,12,2,10,12,71,11,60,19,17,0,1,1,1
"E00167229",123,17,4,13,1,87,27,60,15,15,0,0,0,3
"E00167230",118,24,3,21,10,9,5,4,75,75,0,0,0,0
"E00167231",99,13,1,12,4,30,8,22,52,51,0,0,1,0
"E00167232",109,30,6,24,10,13,4,9,54,49,0,5,0,2
"E00167233",87,13,6,7,29,37,8,29,8,8,0,0,0,0
"E00167234",116,20,5,15,4,72,23,49,18,16,0,0,2,2
"E00167235",141,24,7,17,2,88,62,26,24,22,0,1,1,3
"E00167236",94,13,3,10,0,1,1,0,80,77,0,1,2,0
"E00167237",102,45,13,32,0,2,0,2,55,55,0,0,0,0
"E00167238",137,17,7,10,15,94,45,49,9,7,0,1,1,2
"E00167239",80,2,1,1,33,35,3,32,10,9,0,0,1,0
"E00167240",138,4,1,3,0,126,18,108,5,4,0,0,1,3
"E00167241",117,16,4,12,2,69,64,5,25,25,0,0,0,5
"E00167242",88,11,1,10,26,27,2,25,24,22,0,1,1,0
"E00167243",133,32,10,22,1,12,4,8,87,83,0,4,0,1
"E00167244",114,21,13,8,2,9,2,7,82,82,0,0,0,0
"E00167245",129,35,9,26,1,51,9,42,41,38,0,3,0,1
"E00167246",97,14,8,6,5,69,5,64,9,8,0,1,0,0
"E00167247",79,42,10,32,0,8,2,6,29,26,0,3,0,0
"E00167248",256,42,9,33,30,14,8,6,166,165,0,1,0,4
"E00167249",234,38,16,22,4,10,1,9,178,177,0,0,1,4
"E00167250",102,4,2,2,2,80,9,71,13,13,0,0,0,3
"E00167251",111,4,2,2,0,22,1,21,85,19,0,0,66,0
"E00167252",142,22,3,19,19,64,25,39,36,33,2,1,0,1
"E00167253",139,5,0,5,21,101,6,95,12,11,0,1,0,0
"E00167254",107,22,12,10,0,39,31,8,45,34,0,4,7,1
"E00167255",119,12,3,9,25,69,2,67,9,8,0,0,1,4
"E00167256",126,2,0,2,49,65,1,64,10,9,0,0,1,0
"E00167257",166,13,2,11,73,65,7,58,15,13,0,2,0,0
"E00167258",95,4,1,3,0,87,7,80,2,2,0,0,0,2
"E00167259",75,3,0,3,7,50,6,44,14,14,0,0,0,1
"E00167260",135,12,2,10,0,100,10,90,20,18,0,1,1,3
"E00167261",157,67,23,44,5,28,4,24,56,46,1,9,0,1
"E00167262",46,24,7,17,0,2,0,2,20,20,0,0,0,0
"E00167263",102,30,8,22,2,1,0,1,69,67,0,2,0,0
"E00167264",124,24,7,17,29,50,6,44,20,17,0,2,1,1
"E00167265",146,39,15,24,0,74,71,3,32,29,0,2,1,1
"E00167266",164,31,9,22,1,87,42,45,41,39,0,2,0,4
