"GeographyCode","QS415EW0001","QS415EW0002","QS415EW0003","QS415EW0004","QS415EW0005","QS415EW0006","QS415EW0007","QS415EW0008"
"E00167148",119,4,10,91,1,0,13,0
"E00167149",82,9,5,68,0,0,0,0
"E00167150",209,15,31,142,0,0,16,5
"E00167151",239,5,16,194,1,0,18,5
"E00167152",117,2,11,66,4,0,32,2
"E00167153",129,3,28,66,0,0,25,7
"E00167154",110,2,65,40,0,0,1,2
"E00167155",144,15,45,78,0,0,1,5
"E00167156",120,2,86,19,0,0,3,10
"E00167157",190,23,25,138,0,0,4,0
"E00167158",162,10,9,94,1,0,45,3
"E00167159",119,17,18,81,2,0,0,1
"E00167160",118,2,59,33,0,0,19,5
"E00167161",99,1,89,4,0,0,1,4
"E00167162",189,4,9,164,0,0,12,0
"E00167163",119,10,18,79,0,0,10,2
"E00167164",56,2,41,6,0,0,0,7
"E00167165",133,3,109,16,0,0,2,3
"E00167166",182,17,53,107,0,0,2,3
"E00167167",131,18,68,41,0,0,1,3
"E00167168",148,9,74,58,0,0,2,5
"E00167169",135,1,110,13,0,0,4,7
"E00167170",82,0,68,8,2,0,1,3
"E00167171",70,0,59,3,0,0,5,3
"E00167172",104,3,80,16,0,0,2,3
"E00167173",142,4,71,53,1,0,6,7
"E00167174",134,4,73,48,1,0,4,4
"E00167175",134,3,66,37,4,2,10,12
"E00167176",182,9,82,82,0,0,6,3
"E00167177",129,5,92,25,0,0,1,6
"E00167178",132,3,87,35,0,0,0,7
"E00167179",129,6,84,34,0,0,3,2
"E00167180",120,2,48,58,1,0,6,5
"E00167181",51,0,42,5,2,0,1,1
"E00167182",66,0,25,24,0,0,17,0
"E00167183",67,2,55,5,0,0,1,4
"E00167184",93,0,55,29,0,0,4,5
"E00167185",105,2,77,9,0,0,4,13
"E00167186",121,4,57,57,0,0,0,3
"E00167187",122,7,49,61,0,0,0,5
"E00167188",141,3,17,109,0,0,9,3
"E00167189",120,0,96,11,0,0,2,11
"E00167190",97,1,82,8,0,0,1,5
"E00167191",123,7,30,80,0,0,4,2
"E00167192",104,8,19,74,0,0,2,1
"E00167193",102,1,90,6,0,0,1,4
"E00167194",125,1,91,22,0,0,3,8
"E00167195",98,8,14,75,0,0,0,1
"E00167196",79,0,64,5,0,0,3,7
"E00167197",122,0,99,16,0,1,3,3
"E00167198",183,4,152,5,0,0,8,14
"E00167199",64,4,17,40,0,0,2,1
"E00167200",106,6,12,81,0,0,5,2
"E00167201",141,3,126,3,0,0,4,5
"E00167202",108,1,86,4,0,0,8,9
"E00167203",129,1,75,42,1,0,5,5
"E00167204",121,10,3,106,0,0,1,1
"E00167205",123,0,101,15,0,0,2,5
"E00167206",125,4,100,10,0,0,5,6
"E00167207",116,12,6,96,1,0,0,1
"E00167208",131,19,29,83,0,0,0,0
"E00167209",168,8,10,146,0,0,2,2
"E00167210",73,6,4,62,0,0,0,1
"E00167211",138,6,107,13,2,0,4,6
"E00167212",116,4,93,2,1,0,8,8
"E00167213",111,3,86,5,0,0,4,13
"E00167214",129,1,32,90,0,0,1,5
"E00167215",149,1,71,40,8,1,11,17
"E00167216",113,2,80,4,0,0,8,19
"E00167217",90,1,67,7,0,0,5,10
"E00167218",121,0,37,56,0,0,20,8
"E00167219",95,0,75,2,1,0,7,10
"E00167220",135,5,70,47,0,0,9,4
"E00167221",157,3,81,41,2,0,20,10
"E00167222",89,0,65,5,0,0,6,13
"E00167223",133,1,84,35,0,0,6,7
"E00167224",141,2,83,19,0,0,13,24
"E00167225",101,1,71,16,0,0,3,10
"E00167226",130,9,40,78,0,0,2,1
"E00167227",134,0,114,3,0,0,1,16
"E00167228",115,1,98,5,1,0,2,8
"E00167229",123,4,109,1,1,0,2,6
"E00167230",118,0,106,4,0,0,1,7
"E00167231",99,3,82,8,1,0,0,5
"E00167232",109,1,108,0,0,0,0,0
"E00167233",87,0,64,8,0,1,4,10
"E00167234",116,0,95,4,0,0,11,6
"E00167235",141,2,89,27,0,0,14,9
"E00167236",94,12,0,77,0,0,1,4
"E00167237",102,10,2,88,0,0,2,0
"E00167238",137,6,64,51,1,0,5,10
"E00167239",80,1,8,60,0,0,7,4
"E00167240",138,0,113,5,0,0,13,7
"E00167241",117,3,94,8,0,0,2,10
"E00167242",88,6,29,17,0,0,25,11
"E00167243",133,1,111,6,0,0,3,12
"E00167244",114,5,67,32,0,0,1,9
"E00167245",129,1,111,9,0,0,1,7
"E00167246",97,0,84,5,0,0,4,4
"E00167247",79,0,69,5,0,0,0,5
"E00167248",256,8,58,103,0,0,74,13
"E00167249",234,11,42,119,0,0,50,12
"E00167250",102,1,27,60,0,0,10,4
"E00167251",111,11,11,84,0,0,4,1
"E00167252",142,4,46,81,0,0,4,7
"E00167253",139,1,15,118,0,0,3,2
"E00167254",107,4,54,34,3,0,5,7
"E00167255",119,1,51,55,2,0,5,5
"E00167256",126,0,8,116,0,0,2,0
"E00167257",166,2,3,158,0,0,1,2
"E00167258",95,0,64,8,3,0,6,14
"E00167259",75,1,52,12,2,0,6,2
"E00167260",135,0,118,9,0,0,3,5
"E00167261",157,5,65,78,0,1,4,4
"E00167262",46,5,14,24,0,0,1,2
"E00167263",102,0,43,48,0,0,9,2
"E00167264",124,3,54,50,2,1,11,3
"E00167265",146,0,97,19,7,2,18,3
"E00167266",164,2,103,27,3,0,20,9
