"GeographyCode","QS203EW0001","QS203EW0002","QS203EW0003","QS203EW0004","QS203EW0005","QS203EW0006","QS203EW0007","QS203EW0008","QS203EW0009","QS203EW0010","QS203EW0011","QS203EW0012","QS203EW0013","QS203EW0014","QS203EW0015","QS203EW0016","QS203EW0017","QS203EW0018","QS203EW0019","QS203EW0020","QS203EW0021","QS203EW0022","QS203EW0023","QS203EW0024","QS203EW0025","QS203EW0026","QS203EW0027","QS203EW0028","QS203EW0029","QS203EW0030","QS203EW0031","QS203EW0032","QS203EW0033","QS203EW0034","QS203EW0035","QS203EW0036","QS203EW0037","QS203EW0038","QS203EW0039","QS203EW0040","QS203EW0041","QS203EW0042","QS203EW0043","QS203EW0044","QS203EW0045","QS203EW0046","QS203EW0047","QS203EW0048","QS203EW0049","QS203EW0050","QS203EW0051","QS203EW0052","QS203EW0053","QS203EW0054","QS203EW0055","QS203EW0056","QS203EW0057","QS203EW0058","QS203EW0059","QS203EW0060","QS203EW0061","QS203EW0062","QS203EW0063","QS203EW0064","QS203EW0065","QS203EW0066","QS203EW0067","QS203EW0068","QS203EW0069","QS203EW0070","QS203EW0071","QS203EW0072","QS203EW0073","QS203EW0074","QS203EW0075","QS203EW0076","QS203EW0077","QS203EW0078"
"E01004281",1770,1137,770,722,8,25,15,0,0,0,0,0,0,21,346,309,156,27,30,33,11,24,31,153,32,54,3,64,37,9,28,79,11,13,3,9,1,55,3,2,30,2,18,0,428,14,2,12,170,122,30,18,187,48,126,8,0,5,57,8,49,0,74,26,20,6,4,41,3,0,3,52,0,52,28,24,0,0
"E01004283",2317,1582,1366,1320,14,17,15,0,0,1,0,0,0,27,188,165,107,17,13,30,3,19,25,58,9,15,3,31,23,9,14,80,26,16,1,6,9,38,2,22,5,1,8,0,588,8,2,6,30,21,4,5,523,492,16,9,5,1,24,9,15,3,48,16,10,6,2,16,14,6,8,19,0,19,12,7,0,0
"E01004284",2302,1547,1384,1322,9,35,17,0,1,0,0,0,1,18,144,130,73,15,10,18,7,14,9,57,3,38,1,15,14,0,14,119,17,26,6,10,10,76,5,26,17,8,20,0,554,6,1,5,27,18,4,5,476,443,19,9,5,0,44,36,8,1,60,17,9,8,0,20,23,2,21,22,0,22,14,8,0,0
"E01004285",2318,1454,1345,1330,7,7,1,0,0,0,0,0,0,11,98,92,47,7,7,8,7,11,7,45,8,16,6,15,6,0,6,88,12,24,4,4,16,52,3,32,1,3,13,0,741,7,0,7,11,4,2,5,705,680,19,4,1,1,12,0,12,6,27,6,3,3,0,8,13,1,12,8,0,8,6,2,0,0
"E01004286",2364,1662,1518,1493,3,13,9,0,0,0,1,0,0,18,125,108,65,15,14,16,4,8,8,43,5,18,0,20,17,4,13,62,4,15,1,5,9,42,3,22,7,1,9,1,585,14,0,14,10,8,2,0,525,504,16,4,1,0,35,6,29,1,41,9,8,1,0,15,17,6,11,14,0,14,9,5,0,0
"E01004287",2171,1380,1214,1189,6,14,5,0,0,0,0,0,0,20,146,122,60,14,6,14,2,15,9,62,7,18,5,32,24,5,19,89,19,14,6,4,4,54,1,32,10,2,9,2,602,16,0,16,13,4,5,4,552,500,26,17,4,5,21,7,14,0,78,22,17,5,0,35,21,8,13,22,0,22,16,6,0,0
"E01004288",1620,1098,1018,994,3,12,7,2,0,0,0,0,0,12,68,57,42,11,7,5,4,12,3,15,4,4,0,7,11,2,9,40,8,6,1,4,1,25,0,17,3,0,5,1,445,9,1,8,11,8,0,3,415,409,5,1,0,0,9,3,6,1,31,4,3,1,0,6,21,12,9,6,0,6,4,2,0,0
"E01004289",1844,1249,1111,1077,6,12,14,0,2,0,0,0,1,11,126,115,67,15,7,22,5,5,13,48,6,20,0,22,11,2,9,87,15,20,6,9,5,47,3,23,9,3,9,5,443,7,2,5,22,8,4,10,397,379,8,10,0,0,17,3,14,0,50,5,2,3,0,26,19,7,12,15,0,15,11,4,0,0
"E01004290",1302,963,816,767,8,29,11,0,1,0,0,0,0,16,131,122,71,11,18,15,3,11,13,51,3,18,6,24,9,2,7,41,6,7,1,2,4,27,2,6,13,2,4,1,212,15,1,14,25,14,5,6,146,132,3,7,3,1,17,4,13,9,63,16,13,3,0,28,19,6,13,23,0,23,14,9,0,0
"E01004291",1844,1442,1122,1045,18,37,22,0,0,0,1,0,0,26,293,258,191,39,42,37,9,12,52,67,6,20,5,36,35,6,29,52,14,4,0,2,2,34,6,2,11,3,12,0,194,14,6,8,37,11,11,15,122,102,11,5,4,0,20,3,17,1,88,44,36,8,3,33,8,0,8,68,0,67,47,20,1,0
"E01004292",1738,1343,980,917,8,29,26,0,0,0,0,0,0,31,332,297,216,69,33,50,7,11,46,81,2,31,6,42,35,0,35,57,8,4,0,3,1,45,4,3,24,6,8,0,216,11,2,9,58,22,12,24,110,69,32,5,3,1,34,5,29,3,62,36,21,15,8,15,3,2,1,60,0,60,39,21,0,0
"E01004293",2125,1649,1231,1141,18,42,30,0,0,0,0,0,2,28,388,326,253,60,58,45,5,16,69,73,4,25,5,39,62,6,56,69,13,9,2,6,1,47,6,3,28,3,7,0,230,16,6,10,58,23,15,20,111,88,16,1,6,0,42,9,33,3,105,63,38,25,3,23,16,5,11,72,0,70,47,23,2,0
"E01004294",1757,1327,1032,973,7,40,12,0,0,0,0,0,0,29,266,231,167,38,29,34,5,20,41,64,6,25,8,25,35,4,31,55,13,12,5,2,5,29,6,11,6,1,5,1,274,19,2,17,50,20,11,19,168,135,27,2,0,4,35,3,32,2,56,26,22,4,2,16,12,4,8,45,0,45,27,18,0,0
"E01004295",1516,932,814,802,1,6,3,0,2,0,0,0,0,18,100,86,46,8,5,18,2,8,5,40,2,11,5,22,14,7,7,61,8,22,8,11,3,31,2,21,2,0,6,0,481,7,3,4,7,2,2,3,458,419,19,17,0,3,8,4,4,1,26,8,5,3,0,7,11,1,10,16,0,16,9,7,0,0
"E01004296",1605,1164,968,922,6,23,17,0,0,0,0,0,0,35,161,132,67,14,16,14,2,8,13,65,10,15,5,35,29,5,24,51,13,16,5,6,5,22,4,7,9,0,2,0,325,6,1,5,21,12,3,6,282,257,16,6,2,1,14,2,12,2,40,21,16,5,3,6,10,4,6,25,0,24,14,10,1,0
"E01004297",1826,1446,1117,1041,12,35,27,0,2,1,0,0,0,27,301,264,203,65,40,28,4,10,56,61,4,27,3,27,37,4,33,54,4,10,4,4,2,40,7,5,21,1,6,0,188,16,3,13,31,9,10,12,115,70,33,4,2,6,22,3,19,4,81,55,36,19,3,14,9,5,4,57,0,55,38,17,2,0
"E01004298",1637,1031,889,854,12,19,3,0,1,0,0,0,0,19,123,102,74,13,17,17,13,9,5,28,1,8,1,18,21,6,15,70,6,19,4,8,7,45,0,25,3,3,14,0,482,4,0,4,30,7,8,15,433,407,15,5,2,4,13,5,8,2,42,11,8,3,0,19,12,8,4,12,0,12,9,3,0,0
"E01004300",1349,911,801,779,6,11,3,1,1,0,0,0,0,16,94,82,44,7,5,7,2,11,12,38,11,10,1,16,12,5,7,82,8,24,5,9,10,49,1,31,8,1,8,1,325,7,4,3,10,4,1,5,290,275,9,3,1,2,16,6,10,2,20,8,3,5,2,7,3,0,3,11,0,10,2,8,1,0
"E01004301",1324,805,713,692,6,3,9,0,3,0,0,0,0,5,87,72,39,5,3,14,1,11,5,33,4,11,0,18,15,6,9,46,3,13,5,3,5,30,1,15,2,4,8,0,439,7,1,6,3,1,2,0,419,399,4,16,0,0,10,2,8,0,19,6,2,4,0,10,3,1,2,15,0,15,9,6,0,0
"E01004302",1987,1126,970,954,4,4,8,0,0,0,0,0,0,9,147,125,76,12,8,21,1,14,20,49,15,16,1,17,22,8,14,99,21,18,5,9,4,60,2,40,10,2,6,0,697,9,1,8,17,13,1,3,642,620,12,10,0,0,24,8,16,5,45,12,6,6,0,20,13,6,7,20,0,19,12,7,1,0
"E01004303",2362,1697,1429,1370,10,34,14,0,1,0,1,0,0,30,237,202,112,19,25,22,11,13,22,90,10,24,16,40,35,9,26,115,11,32,5,16,11,70,3,26,14,0,27,2,466,5,2,3,48,15,15,18,390,355,24,8,1,2,21,5,16,2,49,12,10,2,1,23,13,6,7,35,0,35,15,20,0,0
"E01004304",1957,1190,1026,998,5,16,7,0,0,0,0,0,0,19,145,131,72,16,11,9,3,13,20,59,16,24,2,17,14,5,9,83,21,16,11,4,1,45,2,23,4,7,9,1,624,8,0,8,19,12,4,3,571,523,21,27,0,0,20,3,17,6,45,4,1,3,0,21,20,8,12,15,0,15,15,0,0,0
"E01004305",1952,1344,1126,1105,3,11,6,0,1,0,1,0,0,26,191,173,105,15,12,23,5,21,29,68,11,20,5,32,18,10,8,57,15,16,4,7,5,26,2,11,3,3,7,0,496,6,2,4,26,16,3,7,447,420,22,4,0,1,13,1,12,4,43,7,5,2,1,14,21,6,15,12,0,11,6,5,1,0
"E01004306",1799,1171,937,892,7,25,12,0,1,0,3,0,0,23,208,180,152,55,20,31,4,20,22,28,5,9,1,13,28,2,26,63,11,1,0,0,1,51,6,12,16,2,15,0,449,12,0,12,24,8,3,13,395,375,10,9,1,0,18,1,17,0,69,40,25,15,1,20,8,1,7,47,0,47,37,10,0,0
"E01004307",2186,1481,925,854,15,36,20,0,0,0,2,0,1,31,522,443,363,74,67,88,13,30,91,80,9,25,5,41,79,19,60,81,23,25,8,9,8,33,3,3,18,1,8,0,319,15,3,12,89,35,17,37,157,111,36,8,2,0,54,6,48,4,213,143,113,30,4,59,7,2,5,92,0,91,59,32,1,0
"E01004308",1478,954,764,738,12,7,7,0,0,0,0,0,0,13,177,167,131,20,11,43,2,30,25,36,5,7,1,23,10,1,9,35,1,11,4,0,7,23,1,9,4,4,5,0,416,6,1,5,14,6,0,8,384,354,17,11,2,0,10,4,6,2,34,17,10,7,0,16,1,0,1,39,0,39,28,11,0,0
"E01004309",2852,1804,1483,1431,16,24,10,0,2,0,2,0,0,25,294,252,205,48,19,39,17,28,54,47,6,11,3,27,42,4,38,141,17,22,1,13,8,102,3,58,6,5,30,0,760,23,3,20,39,12,7,20,679,628,26,21,2,2,14,5,9,5,97,47,36,11,2,34,14,5,9,50,0,50,34,16,0,0
"E01004310",1971,1258,965,912,6,31,16,0,0,0,3,0,0,13,277,252,185,54,23,42,13,20,33,67,3,37,7,20,25,4,21,58,14,14,4,5,5,30,3,14,6,0,7,0,558,15,0,15,28,10,4,14,500,455,18,22,3,2,15,6,9,0,55,27,15,12,0,16,12,3,9,42,0,42,33,9,0,0
"E01004311",1518,1099,929,894,8,18,9,0,0,0,0,0,0,37,133,114,88,21,15,17,5,10,20,26,5,8,0,13,19,2,17,59,4,23,4,10,9,32,5,12,4,2,9,0,284,10,4,6,29,6,8,15,228,221,6,1,0,0,16,2,14,1,49,21,18,3,0,18,10,3,7,27,0,27,20,7,0,0
"E01004312",1614,1042,900,871,9,16,4,0,0,0,1,0,0,23,118,106,52,7,4,9,3,16,13,54,2,13,20,19,12,3,9,93,20,17,4,4,9,56,15,30,2,3,6,0,399,3,1,2,21,10,6,5,366,361,3,2,0,0,9,0,9,0,54,12,9,3,1,20,21,11,10,26,0,26,17,9,0,0
"E01004313",2043,1430,1180,1134,8,28,10,0,0,0,1,0,0,20,229,194,153,28,22,23,9,40,31,41,12,17,3,9,35,7,28,83,16,24,13,7,4,43,0,20,8,1,14,0,418,8,1,7,38,9,6,23,348,334,6,4,1,3,20,2,18,4,55,26,10,16,2,16,11,9,2,57,0,56,41,15,1,0
"E01004314",1100,907,758,709,10,31,8,0,0,0,0,0,0,28,121,100,89,22,18,19,2,8,20,11,0,5,1,5,21,4,17,27,4,4,0,3,1,18,0,1,10,1,6,1,84,4,1,3,11,1,3,7,69,62,3,1,2,1,0,0,0,0,55,27,18,9,2,17,9,1,8,27,0,27,17,10,0,0
"E01004315",1628,1157,905,863,5,28,9,0,0,0,1,0,2,32,217,182,149,29,24,35,8,18,35,33,0,14,1,18,35,11,24,62,17,13,6,3,4,32,2,7,5,4,14,0,276,11,3,8,15,5,4,6,225,204,9,10,0,2,25,3,22,0,94,49,32,17,1,23,21,9,12,39,0,39,27,12,0,0
"E01004316",1138,761,643,616,9,7,11,0,0,0,1,0,2,10,105,96,81,13,8,24,5,13,18,15,2,5,0,8,9,2,7,44,10,14,1,9,4,20,3,5,4,1,7,0,246,4,1,3,16,3,1,12,216,203,8,5,0,0,9,2,7,1,51,28,20,8,1,12,10,2,8,36,0,36,28,8,0,0
"E01004317",2706,1980,1588,1492,23,39,32,0,2,0,0,0,2,42,348,305,267,49,29,50,14,36,89,38,4,9,2,23,43,8,35,65,1,9,1,5,3,53,4,4,20,1,24,2,407,27,12,15,31,11,8,12,319,282,19,12,1,5,28,3,25,2,154,102,72,30,2,38,12,10,2,100,0,99,80,19,1,0
"E01004318",1459,1056,856,818,11,16,11,0,0,1,0,0,1,19,179,156,122,8,18,57,6,19,14,34,0,13,1,20,23,12,11,139,10,55,3,31,21,74,2,20,6,16,30,0,206,16,4,12,17,5,10,2,164,156,5,3,0,0,8,6,2,1,41,10,7,3,2,24,5,2,3,17,0,17,11,6,0,0
"E01004319",1886,1066,902,873,5,10,10,0,4,1,0,0,0,17,146,132,86,19,15,27,5,9,11,46,9,14,0,23,14,0,14,62,18,8,2,5,1,36,0,29,2,0,5,0,723,10,0,10,17,11,3,3,663,600,28,33,0,2,29,3,26,4,22,9,7,2,0,9,4,3,1,13,0,13,12,1,0,0
"E01004321",1822,1077,928,882,10,26,8,2,0,0,0,1,0,15,133,121,88,21,13,9,5,19,21,33,3,19,3,8,12,3,9,71,8,18,4,11,3,44,4,14,5,2,19,1,629,10,1,9,28,10,8,10,556,502,21,29,3,1,35,21,14,0,30,14,9,5,0,12,4,0,4,15,0,15,9,6,0,0
"E01004322",1292,820,700,675,5,10,9,0,1,0,0,1,0,13,106,87,69,12,13,14,8,3,19,18,1,6,0,11,19,2,17,86,27,19,3,4,12,40,3,20,8,0,9,0,333,9,3,6,18,9,4,5,246,214,17,15,0,0,59,23,36,1,41,13,8,5,1,16,11,6,5,12,0,12,5,7,0,0
"E01004323",1466,982,829,798,2,15,14,0,0,0,1,0,0,21,131,111,87,15,18,18,4,15,17,24,5,9,4,6,20,11,9,34,6,7,0,2,5,21,0,7,6,0,8,0,381,5,0,5,9,3,3,3,356,344,6,6,0,0,6,2,4,5,48,22,15,7,1,18,7,2,5,21,0,21,17,4,0,0
"E01004324",1574,958,842,819,3,12,8,0,0,0,0,0,0,14,102,99,69,11,6,21,8,11,12,30,8,13,1,8,3,3,0,62,15,8,1,1,6,39,4,16,5,1,13,0,520,5,2,3,9,2,4,3,498,470,21,7,0,0,8,1,7,0,28,16,14,2,1,4,7,0,7,6,0,6,5,1,0,0
"E01004325",2487,1677,1259,1189,11,40,19,0,0,1,0,0,0,30,387,342,263,78,28,64,23,18,52,79,12,25,0,42,45,5,40,96,22,15,2,6,7,59,4,22,10,10,13,0,573,25,1,24,55,18,12,25,452,341,49,52,8,2,40,7,33,1,68,39,27,12,2,24,3,1,2,73,0,73,56,17,0,0
"E01004326",1444,943,737,713,4,14,5,0,1,0,1,0,0,11,194,157,115,20,11,37,2,21,24,42,4,21,1,16,37,3,34,69,15,12,4,3,5,42,9,15,5,2,11,0,364,6,1,5,16,5,2,9,309,276,21,12,0,0,33,14,19,0,40,14,10,4,1,19,6,1,5,28,0,28,25,3,0,0
"E01032764",1302,1030,853,805,4,27,17,0,0,0,2,0,0,22,153,133,81,17,17,14,10,6,17,52,3,27,3,19,20,4,16,49,3,13,0,8,5,33,3,9,9,6,6,0,135,11,4,7,19,9,4,6,87,62,18,6,1,0,18,8,10,0,59,12,10,2,3,19,25,13,12,29,0,29,19,10,0,0
"E01032765",1488,1200,1087,1032,10,26,17,2,0,0,1,0,0,20,92,75,51,9,3,12,2,10,15,24,5,11,2,6,17,3,14,53,6,12,3,6,3,34,2,22,3,3,4,1,154,9,1,8,19,13,6,0,108,92,15,1,0,0,18,1,17,0,58,12,9,3,3,18,25,7,18,23,0,23,14,9,0,0
"E01032766",1307,880,671,638,8,18,7,0,0,0,0,0,1,18,190,162,135,39,15,20,6,14,41,27,2,11,0,14,28,6,22,69,17,15,4,8,3,37,1,19,13,2,2,0,276,4,1,3,37,16,7,14,201,175,19,7,0,0,30,4,26,4,49,34,27,7,2,9,4,2,2,33,0,33,24,9,0,0
"E01032767",1584,1128,739,682,9,34,13,1,0,3,0,0,2,26,358,323,270,91,44,43,10,31,51,53,6,20,16,11,35,11,24,68,16,5,1,0,4,47,4,2,19,10,12,0,253,36,6,30,58,30,12,16,122,70,36,7,9,0,34,2,32,3,67,42,29,13,2,19,4,1,3,68,0,67,49,18,1,0
"E01032768",1307,934,684,628,13,22,21,0,0,0,0,0,0,24,226,185,126,28,26,22,2,12,36,59,1,21,7,30,41,12,29,46,2,17,2,7,8,27,2,2,12,4,7,0,212,13,2,11,83,49,20,14,86,28,50,7,1,0,26,3,23,4,68,28,20,8,4,33,3,0,3,47,0,47,29,18,0,0
"E01032769",1235,833,654,613,2,25,14,0,0,0,0,0,0,25,154,120,84,21,21,15,4,9,14,36,6,12,3,15,34,12,22,41,5,6,1,2,3,29,6,5,13,0,5,1,280,6,2,4,55,29,9,17,190,121,63,6,0,0,29,1,28,0,46,21,14,7,1,17,7,2,5,35,0,35,29,6,0,0
"E01032770",1191,656,484,457,5,17,5,0,0,0,0,0,1,17,154,125,76,23,10,7,5,10,21,49,8,15,2,24,29,2,27,67,6,15,2,6,7,46,1,9,16,3,17,0,340,16,6,10,82,49,22,11,188,63,110,11,4,0,53,2,51,1,92,56,48,8,1,26,9,6,3,36,0,36,28,8,0,0
"E01032771",1104,644,448,426,2,18,0,0,2,0,1,0,0,8,187,134,99,18,18,13,5,6,39,35,1,6,1,27,53,17,36,66,15,7,1,3,3,43,0,17,20,1,5,1,293,18,1,17,75,34,20,21,158,96,44,12,2,4,41,3,38,1,80,52,42,10,0,24,4,2,2,21,0,20,15,5,1,0
"E01032772",1135,717,516,487,8,15,6,0,0,0,0,0,0,19,182,137,74,10,21,8,10,8,17,63,1,11,5,46,45,10,35,38,13,7,1,5,1,17,1,2,8,2,4,1,304,20,7,13,54,32,6,16,201,162,28,5,3,3,24,3,21,5,53,21,17,4,0,23,9,1,8,23,0,21,12,9,2,0
"E01032773",1561,930,639,605,8,19,7,0,0,2,0,0,0,14,275,186,124,25,26,16,4,19,34,62,1,20,8,33,89,22,67,100,13,25,3,5,17,62,4,30,17,3,8,0,436,32,9,23,190,129,41,20,144,91,41,8,3,1,62,3,59,8,59,28,15,13,0,24,7,1,6,36,0,36,27,9,0,0
"E01032774",1298,881,701,677,2,16,6,0,0,0,0,0,0,14,166,125,81,20,10,8,2,13,28,44,10,6,3,25,41,12,29,98,15,38,6,5,27,45,3,17,15,0,10,0,260,18,5,13,77,39,22,16,143,104,34,1,4,0,20,2,18,2,43,19,14,5,1,14,9,2,7,16,0,16,9,7,0,0
"E01032775",1108,725,484,444,4,25,11,0,0,0,0,0,2,9,230,192,134,38,20,14,5,13,44,58,3,20,4,31,38,8,30,33,3,4,1,2,1,25,2,3,12,1,7,1,254,17,7,10,61,40,9,12,139,42,86,9,1,1,36,0,36,1,68,29,15,14,1,25,13,0,13,28,0,27,13,14,1,0
"E01032776",1076,614,372,345,3,21,3,0,0,0,1,0,0,16,225,185,110,32,22,12,9,10,25,75,4,24,14,33,40,3,37,68,13,20,1,12,7,35,4,3,16,3,9,0,309,22,12,10,127,94,10,23,128,41,66,10,9,2,28,3,25,4,65,28,17,11,2,27,8,0,8,20,0,20,13,7,0,0
"E01032777",1141,687,546,530,0,11,5,0,0,0,0,0,0,13,128,105,67,10,11,13,8,8,17,38,9,10,1,18,23,13,10,86,4,32,9,15,8,50,6,8,15,7,14,0,305,18,5,13,65,44,13,8,176,80,81,11,3,1,42,17,25,4,45,15,12,3,0,19,11,5,6,18,0,18,13,5,0,0
"E01032778",1108,643,452,430,5,8,9,0,0,1,0,0,0,10,180,141,82,19,19,11,3,12,18,59,5,28,4,22,39,3,36,43,9,13,0,3,10,21,1,5,8,5,2,0,362,18,8,10,118,93,15,10,181,42,123,13,2,1,42,6,36,3,45,17,12,5,5,13,10,3,7,15,0,15,12,3,0,0
"E01032779",1089,705,497,461,6,17,13,0,0,0,0,0,0,17,191,149,111,22,17,17,1,5,49,38,4,11,5,18,42,5,37,65,10,19,7,5,7,35,2,5,18,1,9,1,249,38,15,23,81,53,14,14,101,30,58,9,2,2,26,4,22,3,52,22,15,7,2,21,7,4,3,18,0,18,14,4,0,0
"E01032780",1333,778,526,477,13,23,13,0,0,0,3,0,0,28,221,184,113,17,20,14,10,18,34,71,3,29,6,33,37,9,28,63,8,10,0,10,0,45,3,0,32,2,8,0,377,24,8,16,139,84,31,24,132,16,99,10,6,1,76,4,72,6,63,41,25,16,3,16,3,0,3,52,0,52,36,16,0,0
"E01032781",1535,961,677,622,8,31,16,0,0,0,0,0,0,10,274,218,134,18,30,32,6,9,39,84,9,34,6,35,56,12,44,64,8,8,0,4,4,48,5,2,25,2,14,0,379,21,9,12,96,52,22,22,217,84,127,4,1,1,42,5,37,3,72,39,26,13,7,21,5,4,1,59,0,59,41,18,0,0
"E01032782",1614,1025,741,707,3,20,11,0,0,0,0,0,0,8,276,214,155,21,30,34,3,14,53,59,3,14,10,32,62,14,48,116,12,46,3,18,25,58,0,27,18,2,11,0,374,31,14,17,109,53,22,34,180,133,38,3,5,1,48,4,44,6,66,28,19,9,3,24,11,4,7,33,0,33,21,12,0,0
"E01032783",1383,875,646,606,6,21,12,0,1,0,0,0,0,16,213,179,96,19,17,20,6,12,22,83,13,35,5,30,34,9,25,85,10,16,9,4,3,58,3,26,17,3,9,1,327,16,7,9,116,78,21,17,132,47,75,6,4,0,60,5,55,3,76,25,10,15,4,27,20,7,13,20,0,20,9,11,0,0
"E01032784",1516,1198,993,931,17,16,29,0,0,1,0,0,0,22,182,153,82,12,11,19,6,14,20,71,13,30,4,24,29,5,24,64,6,21,6,5,10,37,1,10,12,3,11,0,186,16,8,8,33,17,10,6,119,97,17,4,0,1,15,2,13,3,42,17,13,4,1,17,7,3,4,26,0,26,19,7,0,0
"E01032785",1348,1008,827,768,8,31,20,0,0,0,1,1,0,27,152,131,93,19,19,15,8,10,22,38,6,20,0,12,21,5,16,95,2,12,5,4,3,81,5,52,8,5,11,0,152,12,2,10,10,3,1,6,105,85,14,4,2,0,24,12,12,1,45,21,11,10,3,16,5,1,4,48,0,48,35,13,0,0
"E01032786",1561,1146,985,943,5,24,13,0,0,0,0,0,0,24,137,115,81,12,7,11,3,28,20,34,9,11,1,13,22,7,15,83,11,29,6,18,5,43,3,22,4,0,14,0,286,7,1,6,14,12,2,0,248,238,6,1,2,1,17,5,12,0,30,6,5,1,0,11,13,5,8,16,0,16,10,6,0,0
"E01032787",2567,1692,1505,1465,10,17,9,0,4,0,0,0,0,15,172,156,111,20,16,32,7,21,15,45,9,11,5,20,16,3,13,102,11,40,14,16,10,50,2,32,3,0,13,1,714,6,1,5,18,7,4,7,678,660,9,5,1,3,11,0,11,1,46,7,3,4,0,21,18,8,10,13,0,13,11,2,0,0
