"GeographyCode","QS407EW0001","QS407EW0002","QS407EW0003","QS407EW0004","QS407EW0005","QS407EW0006","QS407EW0007","QS407EW0008","QS407EW0009","QS407EW0010"
"E00021736",135,0,7,2,71,36,13,3,2,1
"E00021737",104,0,4,31,57,2,3,4,0,3
"E00021738",112,2,5,41,21,25,13,4,0,1
"E00021739",126,5,27,42,41,9,0,0,2,0
"E00021740",168,4,11,58,72,17,3,1,0,2
"E00021741",124,1,28,33,52,7,2,1,0,0
"E00021742",211,16,43,63,47,24,10,2,1,5
"E00021743",141,10,29,46,30,9,6,8,3,0
"E00021744",244,12,18,99,51,37,12,4,8,3
"E00021745",98,5,3,40,28,21,1,0,0,0
"E00021746",143,1,38,46,55,2,0,1,0,0
"E00021748",200,17,38,35,47,44,13,3,2,1
"E00021750",119,2,6,24,44,27,13,3,0,0
"E00021752",138,8,9,31,41,24,17,5,2,1
"E00021753",115,5,12,33,47,11,5,2,0,0
"E00021754",87,1,5,20,39,18,3,1,0,0
"E00021755",125,1,3,29,33,24,21,7,1,6
"E00021756",102,3,7,55,21,14,0,0,1,1
"E00021757",96,2,21,26,24,18,4,0,1,0
"E00021758",134,2,21,48,33,8,11,4,6,1
"E00021759",110,4,8,20,36,24,15,1,2,0
"E00021760",115,3,17,36,30,27,2,0,0,0
"E00021761",102,12,25,31,23,1,1,6,3,0
"E00021762",105,1,6,17,49,23,4,1,1,3
"E00021763",133,4,8,15,64,25,9,7,1,0
"E00021764",109,5,4,10,13,19,17,29,6,6
"E00021766",107,0,10,15,20,23,25,13,0,1
"E00021767",126,6,16,34,64,5,0,1,0,0
"E00167078",120,3,26,49,22,17,1,0,2,0
"E00167079",116,3,28,41,26,16,1,1,0,0
"E00167080",145,0,7,31,67,29,9,2,0,0
"E00167081",120,0,8,31,44,9,11,12,3,2
"E00167082",138,16,33,34,29,9,7,5,4,1
"E00167083",122,2,35,37,12,22,11,3,0,0
"E00167084",113,0,21,62,25,4,0,0,0,1
"E00167085",126,3,16,58,14,26,6,0,1,2
"E00167086",140,5,22,33,36,28,4,9,2,1
"E00167087",144,0,50,69,15,4,5,1,0,0
"E00167088",112,3,46,31,15,10,5,1,0,1
"E00167089",92,1,12,37,31,6,4,0,1,0
"E00167090",100,3,30,45,12,7,2,0,0,1
"E00167091",144,0,14,61,37,20,10,2,0,0
"E00167092",122,5,14,46,27,11,7,9,1,2
"E00167093",97,1,36,29,20,11,0,0,0,0
"E00167094",130,2,27,50,38,9,4,0,0,0
"E00167095",109,3,26,29,8,5,30,5,1,2
"E00167096",66,0,15,36,13,2,0,0,0,0
"E00167097",133,2,32,66,28,2,1,2,0,0
"E00167098",76,1,19,42,12,2,0,0,0,0
"E00167099",73,1,24,30,14,3,0,0,0,1
"E00167100",226,17,17,45,118,25,0,3,1,0
"E00167101",148,1,7,72,47,16,3,2,0,0
"E00167102",130,5,22,49,48,6,0,0,0,0
"E00167103",126,1,51,55,14,5,0,0,0,0
"E00167104",121,0,12,32,51,16,7,2,0,1
"E00167105",132,1,6,31,37,23,27,4,3,0
"E00167106",161,1,14,48,63,25,7,2,0,1
"E00167107",120,1,53,35,23,2,5,1,0,0
"E00167108",165,2,22,20,63,30,21,6,0,1
"E00167109",124,20,26,24,37,14,1,1,1,0
"E00167110",124,4,4,40,39,28,7,2,0,0
"E00167111",149,6,56,64,15,7,1,0,0,0
"E00167112",403,5,103,142,75,49,18,8,2,1
"E00167113",165,6,21,35,56,9,33,0,4,1
"E00167114",140,0,1,29,16,49,37,5,1,2
"E00167115",386,46,146,125,28,26,6,5,0,4
"E00167116",112,3,12,29,20,20,19,6,1,2
"E00167117",50,0,3,5,18,19,5,0,0,0
"E00167118",137,0,16,58,58,3,1,0,1,0
"E00167119",137,1,2,37,72,22,2,1,0,0
"E00167120",139,6,18,62,34,14,5,0,0,0
"E00167121",139,1,16,30,78,10,4,0,0,0
"E00167122",125,0,26,56,29,9,2,1,1,1
"E00167123",116,0,5,22,46,19,21,0,2,1
"E00167124",137,3,31,58,29,4,4,2,6,0
"E00167125",92,3,4,28,50,5,2,0,0,0
"E00167126",177,1,5,55,94,17,3,1,0,1
"E00167127",122,3,5,31,42,15,19,4,3,0
"E00167128",95,2,11,21,22,27,6,2,2,2
"E00167129",321,8,76,157,62,15,2,0,1,0
"E00167130",466,35,133,235,45,13,1,3,0,1
"E00167131",63,1,18,11,12,15,4,0,0,2
"E00167132",289,83,87,91,17,4,2,3,0,2
"E00167133",82,1,3,25,27,24,2,0,0,0
"E00167134",137,0,10,72,45,6,3,1,0,0
"E00167135",130,0,6,33,65,19,5,1,1,0
"E00167136",57,2,7,9,6,20,10,1,1,1
"E00167137",135,0,18,61,53,3,0,0,0,0
"E00167138",134,3,32,79,18,2,0,0,0,0
"E00167139",212,97,59,30,22,4,0,0,0,0
"E00167140",131,3,30,65,28,3,1,1,0,0
"E00167141",169,1,28,95,37,6,1,1,0,0
"E00167142",216,7,18,39,99,34,11,5,2,1
"E00167143",114,0,14,17,50,15,5,5,4,4
"E00167144",120,3,8,22,39,27,17,1,2,1
"E00167145",103,0,5,34,60,3,1,0,0,0
"E00167146",161,0,8,39,99,8,3,3,0,1
"E00167147",109,0,5,20,62,20,2,0,0,0
"E00167148",119,5,22,48,40,2,2,0,0,0
"E00167149",82,1,11,50,16,3,1,0,0,0
"E00167150",209,4,80,71,49,4,0,0,1,0
"E00167151",239,10,33,86,97,9,3,1,0,0
"E00167152",117,17,36,51,9,3,0,0,0,1
"E00167153",129,28,19,22,17,26,12,2,1,2
"E00167154",110,0,6,34,53,6,5,3,3,0
"E00167155",144,0,21,37,48,13,12,2,8,3
"E00167156",120,10,21,25,26,30,3,1,0,4
"E00167157",190,4,52,80,43,10,0,0,1,0
"E00167158",162,2,48,51,43,15,1,1,0,1
"E00167159",119,4,29,34,29,17,1,5,0,0
"E00167160",118,4,17,35,25,24,12,0,1,0
"E00167161",99,1,3,16,24,31,20,2,2,0
"E00167162",189,0,51,84,48,3,1,1,0,1
"E00167163",119,2,9,36,36,15,19,0,2,0
"E00167164",56,3,5,26,17,4,0,0,1,0
"E00167165",133,7,30,38,43,15,0,0,0,0
"E00167166",182,6,35,61,61,12,4,1,0,2
"E00167167",131,1,11,70,34,10,2,2,1,0
"E00167168",148,2,21,78,34,11,2,0,0,0
"E00167169",135,10,25,55,19,15,8,1,1,1
"E00167170",82,1,3,41,21,12,4,0,0,0
"E00167171",70,3,6,21,24,14,0,1,0,1
"E00167172",104,2,17,43,25,15,1,0,0,1
"E00167173",142,4,3,45,38,15,17,12,7,1
"E00167174",134,1,6,64,47,8,6,1,1,0
"E00167175",134,5,21,38,40,20,5,4,0,1
"E00167176",182,14,32,59,56,10,11,0,0,0
"E00167177",129,6,31,46,35,7,3,0,1,0
"E00167178",132,0,18,57,40,7,4,4,1,1
"E00167179",129,7,51,40,22,6,2,0,1,0
"E00167180",120,5,28,27,24,31,3,1,1,0
"E00167181",51,0,10,8,9,17,4,2,0,1
"E00167182",66,3,13,28,15,5,1,1,0,0
"E00167183",67,0,13,40,8,6,0,0,0,0
"E00167184",93,5,24,39,12,4,8,0,1,0
"E00167185",105,2,5,27,43,14,8,4,1,1
"E00167186",121,3,16,37,26,17,20,1,0,1
"E00167187",122,1,27,25,24,25,16,4,0,0
"E00167188",141,2,4,96,25,9,2,1,1,1
"E00167189",120,0,3,59,31,15,8,3,1,0
"E00167190",97,1,12,50,19,7,2,5,0,1
"E00167191",123,2,43,53,17,5,2,1,0,0
"E00167192",104,2,22,39,28,8,2,2,1,0
"E00167193",102,1,4,26,44,18,6,3,0,0
"E00167194",125,2,43,56,13,5,4,0,1,1
"E00167195",98,5,19,49,17,6,2,0,0,0
"E00167196",79,2,4,24,24,11,9,5,0,0
"E00167197",122,1,11,67,20,11,12,0,0,0
"E00167198",183,4,5,31,24,100,16,0,2,1
"E00167199",64,1,3,40,4,6,2,5,3,0
"E00167200",106,1,2,80,11,6,2,1,3,0
"E00167201",141,4,3,19,94,11,6,2,1,1
"E00167202",108,7,6,51,27,11,4,1,0,1
"E00167203",129,3,7,35,41,16,12,7,6,2
"E00167204",121,0,14,96,8,2,0,1,0,0
"E00167205",123,4,8,34,50,14,11,2,0,0
"E00167206",125,0,5,13,63,39,2,3,0,0
"E00167207",116,0,10,51,24,23,4,1,3,0
"E00167208",131,1,14,45,53,14,4,0,0,0
"E00167209",168,5,27,72,48,12,2,0,2,0
"E00167210",73,0,18,47,6,1,0,0,1,0
"E00167211",138,2,12,51,42,24,6,1,0,0
"E00167212",116,2,8,52,39,13,1,1,0,0
"E00167213",111,7,10,30,8,41,7,6,0,2
"E00167214",129,1,12,53,34,26,3,0,0,0
"E00167215",149,2,37,45,37,23,4,1,0,0
"E00167216",113,2,8,23,35,39,5,1,0,0
"E00167217",90,2,7,17,16,34,11,2,0,1
"E00167218",121,2,28,44,25,17,3,1,0,1
"E00167219",95,1,8,25,34,14,10,1,2,0
"E00167220",135,6,37,46,40,3,2,1,0,0
"E00167221",157,5,5,58,48,23,15,1,2,0
"E00167222",89,0,5,24,32,20,6,2,0,0
"E00167223",133,1,23,49,31,23,4,0,1,1
"E00167224",141,4,28,52,45,9,2,0,1,0
"E00167225",101,2,14,24,25,13,11,6,6,0
"E00167226",130,1,58,53,15,2,0,1,0,0
"E00167227",134,5,20,32,40,26,4,5,0,2
"E00167228",115,1,9,34,39,21,5,5,1,0
"E00167229",123,0,2,36,44,25,11,4,0,1
"E00167230",118,3,53,51,5,4,1,0,1,0
"E00167231",99,3,10,51,12,5,13,4,0,1
"E00167232",109,0,0,60,27,19,1,1,1,0
"E00167233",87,2,9,38,22,8,4,2,1,1
"E00167234",116,3,4,19,36,36,9,6,3,0
"E00167235",141,4,1,38,44,30,14,5,3,2
"E00167236",94,2,28,54,8,0,1,1,0,0
"E00167237",102,0,7,30,45,17,3,0,0,0
"E00167238",137,2,15,53,43,17,2,3,1,1
"E00167239",80,3,11,35,18,7,4,1,1,0
"E00167240",138,0,8,32,54,15,25,4,0,0
"E00167241",117,3,9,12,32,52,4,3,2,0
"E00167242",88,0,0,3,32,40,3,10,0,0
"E00167243",133,0,38,41,34,15,2,1,1,1
"E00167244",114,2,25,32,28,16,7,4,0,0
"E00167245",129,0,19,48,31,12,8,5,4,2
"E00167246",97,2,7,21,35,22,3,2,4,1
"E00167247",79,4,16,41,12,4,2,0,0,0
"E00167248",256,9,166,64,16,1,0,0,0,0
"E00167249",234,20,129,56,21,4,2,2,0,0
"E00167250",102,1,16,10,29,22,17,3,4,0
"E00167251",111,13,12,4,2,7,16,46,1,10
"E00167252",142,0,15,43,60,19,4,1,0,0
"E00167253",139,2,30,58,37,8,2,1,0,1
"E00167254",107,13,10,22,31,12,19,0,0,0
"E00167255",119,0,11,32,44,15,10,4,2,1
"E00167256",126,2,35,40,43,4,1,0,1,0
"E00167257",166,0,22,67,67,8,2,0,0,0
"E00167258",95,1,7,23,11,10,23,13,3,4
"E00167259",75,1,7,18,20,5,18,3,3,0
"E00167260",135,1,5,29,44,34,18,0,4,0
"E00167261",157,6,18,35,38,36,18,4,1,1
"E00167262",46,1,2,11,17,4,4,6,0,1
"E00167263",102,4,42,47,8,0,1,0,0,0
"E00167264",124,2,4,57,22,30,8,1,0,0
"E00167265",146,1,4,62,30,29,13,2,1,4
"E00167266",164,6,42,57,16,22,9,10,1,1
