"GeographyCode","QS110EW0001","QS110EW0002","QS110EW0003","QS110EW0004","QS110EW0005","QS110EW0006","QS110EW0007","QS110EW0008","QS110EW0009","QS110EW0010","QS110EW0011","QS110EW0012","QS110EW0013","QS110EW0014","QS110EW0015","QS110EW0016","QS110EW0017","QS110EW0018","QS110EW0019","QS110EW0020","QS110EW0021","QS110EW0022","QS110EW0023","QS110EW0024","QS110EW0025","QS110EW0026","QS110EW0027"
"E00021395",221,33,10,23,75,29,43,3,0,0,76,35,24,10,5,2,9,2,6,1,11,3,5,3,17,10,7
"E00021396",259,35,16,19,67,37,24,5,1,0,91,47,18,16,5,5,28,9,19,0,19,9,8,2,19,10,9
"E00021397",365,92,25,67,86,29,32,21,3,1,118,25,32,34,18,9,29,6,11,12,13,2,8,3,27,10,17
"E00021398",362,71,32,39,111,60,36,11,2,2,110,56,18,21,11,4,27,5,17,5,26,10,12,4,17,6,11
"E00021399",318,44,23,21,74,64,7,2,1,0,117,69,24,13,6,5,42,14,24,4,20,3,13,4,21,11,10
"E00021400",280,57,22,35,99,66,24,8,0,1,80,27,19,8,16,10,15,2,10,3,13,2,11,0,16,1,15
"E00021402",226,42,15,27,61,41,16,4,0,0,63,31,10,7,7,8,19,6,11,2,21,10,11,0,20,6,14
"E00021404",237,22,22,0,125,113,12,0,0,0,69,56,9,4,0,0,19,5,13,1,2,1,1,0,0,0,0
"E00021405",340,86,41,45,87,56,23,8,0,0,100,46,19,16,13,6,32,10,12,10,20,5,14,1,15,7,8
"E00021406",272,53,24,29,78,44,20,12,0,2,83,41,15,18,8,1,32,12,9,11,13,9,1,3,13,6,7
"E00021407",341,93,28,65,96,34,53,8,1,0,109,36,35,23,12,3,19,9,10,0,9,2,5,2,15,11,4
"E00021408",305,44,35,9,152,131,16,2,2,1,90,63,12,10,3,2,12,5,4,3,3,3,0,0,4,3,1
"E00021409",244,16,16,0,106,96,10,0,0,0,101,74,21,6,0,0,14,8,6,0,6,1,5,0,1,0,1
"E00021410",254,67,32,35,66,48,16,1,0,1,78,32,14,18,9,5,21,8,10,3,12,5,6,1,10,6,4
"E00021411",317,46,25,21,96,68,19,4,3,2,97,51,15,10,16,5,32,12,17,3,21,9,11,1,25,10,15
"E00021412",286,60,14,46,59,26,24,6,2,1,117,38,24,24,25,6,34,8,20,6,6,1,4,1,10,5,5
"E00021413",282,52,23,29,90,40,30,9,9,2,108,41,28,19,17,3,17,4,8,5,10,3,5,2,5,2,3
"E00021414",276,70,36,34,90,32,45,8,4,1,81,30,19,23,6,3,17,3,10,4,12,0,8,4,6,0,6
"E00021415",263,64,34,30,81,31,38,10,2,0,72,24,14,18,14,2,28,5,16,7,6,2,4,0,12,7,5
"E00021416",283,58,30,28,90,65,18,7,0,0,76,32,17,11,12,4,21,2,11,8,9,2,7,0,29,9,20
"E00021417",232,41,24,17,90,64,22,4,0,0,51,31,5,11,4,0,15,7,6,2,21,6,12,3,14,7,7
"E00021418",192,7,6,1,92,83,9,0,0,0,85,64,20,1,0,0,4,3,1,0,4,1,3,0,0,0,0
"E00021419",283,59,18,41,107,42,40,19,4,2,80,28,19,22,8,3,15,3,7,5,14,3,3,8,8,2,6
"E00021420",232,26,12,14,65,38,22,4,1,0,101,64,20,10,5,2,21,9,10,2,14,7,5,2,5,0,5
"E00021421",361,80,47,33,98,68,18,4,8,0,118,71,14,15,18,0,49,27,12,10,8,4,3,1,8,0,8
"E00021422",146,25,12,13,56,24,23,9,0,0,37,16,11,6,2,2,13,6,7,0,6,3,3,0,9,6,3
"E00021423",302,69,43,26,78,38,22,16,2,0,106,53,20,22,9,2,27,8,17,2,13,1,6,6,9,3,6
"E00021424",198,15,11,4,91,82,9,0,0,0,69,56,9,4,0,0,19,8,9,2,3,2,1,0,1,1,0
"E00021425",211,11,11,0,84,76,5,3,0,0,90,70,17,2,1,0,19,9,9,1,5,1,3,1,2,2,0
"E00021426",235,50,18,32,66,33,22,10,1,0,78,19,24,17,11,7,14,1,10,3,15,4,7,4,12,3,9
"E00021427",206,21,21,0,73,62,11,0,0,0,81,62,15,4,0,0,24,9,15,0,7,1,6,0,0,0,0
"E00021428",273,52,22,30,98,51,30,11,1,5,88,32,19,15,16,6,14,5,7,2,10,2,8,0,11,6,5
"E00021429",102,11,5,6,51,33,14,3,1,0,30,16,2,11,1,0,4,1,3,0,1,0,0,1,5,1,4
"E00021430",216,29,15,14,80,32,40,8,0,0,77,35,23,12,5,2,9,7,1,1,7,5,1,1,14,7,7
"E00021431",258,49,20,29,70,41,18,6,1,4,79,42,13,17,6,1,24,5,15,4,17,2,13,2,19,9,10
"E00021432",281,44,17,27,81,41,32,6,2,0,70,25,23,14,5,3,32,13,16,3,18,10,7,1,36,26,10
"E00021433",509,110,70,40,188,142,31,10,4,1,141,80,34,23,3,1,36,13,18,5,19,6,7,6,15,3,12
"E00021434",318,88,30,58,68,41,17,7,2,1,93,25,30,23,7,8,27,9,16,2,15,7,6,2,27,11,16
"E00021437",240,43,20,23,83,50,21,7,5,0,61,28,14,10,6,3,23,6,15,2,14,7,5,2,16,7,9
"E00021438",174,18,13,5,36,24,7,2,2,1,60,39,4,10,6,1,23,7,13,3,20,8,12,0,17,7,10
"E00021439",180,44,35,9,34,19,11,2,2,0,47,20,8,18,1,0,19,11,7,1,23,13,8,2,13,7,6
"E00021440",330,75,41,34,120,78,37,4,1,0,73,20,35,10,5,3,25,4,18,3,20,4,11,5,17,8,9
"E00021441",274,47,20,27,68,49,12,7,0,0,111,56,21,16,14,4,23,5,11,7,13,4,7,2,12,4,8
"E00021442",264,47,22,25,43,32,11,0,0,0,92,45,11,13,17,6,40,8,29,3,27,10,14,3,15,5,10
"E00021443",211,40,26,14,48,38,6,2,2,0,54,33,4,4,11,2,25,5,18,2,12,6,6,0,32,17,15
"E00021444",276,101,69,32,42,32,6,1,1,2,75,38,10,10,11,6,30,10,17,3,14,2,11,1,14,6,8
"E00021445",297,88,49,39,74,30,27,12,5,0,87,25,32,21,9,0,21,4,10,7,15,4,5,6,12,3,9
"E00021446",306,94,32,62,88,39,38,9,1,1,83,17,16,32,15,3,21,5,10,6,10,1,1,8,10,2,8
"E00021447",238,32,25,7,115,108,5,2,0,0,69,45,9,10,4,1,19,12,6,1,1,0,1,0,2,2,0
"E00021448",247,28,13,15,79,49,17,9,4,0,97,48,21,17,7,4,16,6,8,2,9,3,6,0,18,9,9
"E00021449",281,62,39,23,105,91,8,2,0,4,77,43,12,10,6,6,17,11,2,4,10,4,5,1,10,5,5
"E00021450",163,29,17,12,36,29,2,0,1,4,57,29,15,0,5,8,20,4,13,3,12,4,5,3,9,4,5
"E00021451",280,46,23,23,101,60,29,11,1,0,84,39,24,16,3,2,13,9,3,1,15,5,9,1,21,10,11
"E00021452",177,16,9,7,60,45,13,2,0,0,78,59,14,5,0,0,7,4,3,0,4,1,3,0,12,9,3
"E00021453",274,31,19,12,104,88,7,7,0,2,62,41,6,9,3,3,34,4,25,5,25,7,17,1,18,11,7
"E00021454",265,64,26,38,83,55,21,5,2,0,80,23,19,17,16,5,15,4,10,1,8,1,7,0,15,10,5
"E00021455",247,38,20,18,65,35,25,4,1,0,94,48,21,18,3,4,16,8,7,1,16,11,5,0,18,10,8
"E00021458",247,31,27,4,100,91,9,0,0,0,83,71,5,3,2,2,18,10,5,3,9,4,5,0,6,2,4
"E00021459",231,43,40,3,90,86,4,0,0,0,76,56,16,2,1,1,16,8,8,0,4,4,0,0,2,1,1
"E00021460",321,60,39,21,139,106,16,11,5,1,92,62,7,9,9,5,20,9,8,3,4,0,1,3,6,2,4
"E00021461",207,31,21,10,83,71,10,2,0,0,62,36,9,10,6,1,13,8,3,2,7,6,1,0,11,8,3
"E00021462",249,47,31,16,84,63,16,4,1,0,67,40,10,6,9,2,12,3,5,4,15,9,3,3,24,9,15
"E00021463",283,64,36,28,87,68,17,2,0,0,81,50,15,4,7,5,20,6,11,3,12,3,6,3,19,11,8
"E00021464",222,36,29,7,99,82,14,2,1,0,58,33,11,7,5,2,12,4,7,1,10,5,3,2,7,3,4
"E00021465",308,74,36,38,90,52,25,9,4,0,96,42,27,17,10,0,19,4,10,5,10,2,6,2,19,5,14
"E00021466",313,113,95,18,83,51,20,10,2,0,79,34,24,13,7,1,16,7,7,2,14,5,7,2,8,4,4
"E00021467",275,98,63,35,72,29,24,14,4,1,70,24,19,17,6,4,23,10,11,2,8,3,3,2,4,2,2
"E00021468",214,21,12,9,95,81,11,3,0,0,56,34,12,6,2,2,12,7,5,0,15,6,9,0,15,7,8
"E00021469",331,99,52,47,88,48,24,11,1,4,89,32,16,26,11,4,29,9,15,5,10,6,3,1,16,7,9
"E00021470",235,60,49,11,56,38,10,5,3,0,53,28,16,7,0,2,28,17,7,4,15,7,8,0,23,10,13
"E00021471",274,71,33,38,62,32,20,10,0,0,103,42,15,26,13,7,11,5,5,1,12,5,5,2,15,8,7
"E00021473",214,64,50,14,48,23,16,7,2,0,59,15,23,17,4,0,21,9,8,4,11,3,7,1,11,5,6
"E00021474",308,90,64,26,100,59,33,6,0,2,74,30,19,14,8,3,17,1,11,5,12,3,6,3,15,4,11
"E00021475",308,101,64,37,98,65,25,6,0,2,63,26,15,11,5,6,20,2,11,7,16,5,8,3,10,7,3
"E00021476",307,76,39,37,98,67,15,10,5,1,90,35,9,22,18,6,21,5,12,4,10,5,4,1,12,3,9
"E00021477",381,107,56,51,129,122,7,0,0,0,104,54,15,19,12,4,20,4,12,4,11,5,2,4,10,7,3
"E00021478",259,59,46,13,86,61,18,6,1,0,74,33,21,11,5,4,15,9,5,1,13,7,5,1,12,4,8
"E00021479",372,163,138,25,117,105,10,1,1,0,76,53,11,3,8,1,10,3,4,3,4,1,3,0,2,2,0
"E00021480",248,39,27,12,143,107,30,4,2,0,54,38,12,3,0,1,8,4,3,1,3,1,2,0,1,0,1
"E00021481",332,112,98,14,111,78,19,12,2,0,61,33,15,11,2,0,22,6,13,3,17,7,9,1,9,3,6
"E00021482",385,129,98,31,125,101,19,3,1,1,84,44,31,6,2,1,20,4,10,6,20,6,10,4,7,3,4
"E00021483",511,90,66,24,246,203,34,5,2,2,149,102,24,9,11,3,11,4,5,2,6,0,4,2,9,3,6
"E00021484",317,108,92,16,122,108,12,2,0,0,54,24,21,2,5,2,23,7,9,7,4,0,4,0,6,3,3
"E00021485",233,56,31,25,69,28,36,5,0,0,81,35,22,12,7,5,16,8,5,3,7,2,3,2,4,2,2
"E00021486",290,86,62,24,73,41,20,11,1,0,79,30,23,14,11,1,23,5,14,4,15,0,10,5,14,4,10
"E00021487",147,23,7,16,59,32,22,5,0,0,43,23,13,6,0,1,8,2,1,5,7,3,3,1,7,2,5
"E00021488",328,67,31,36,114,59,38,9,4,4,98,38,24,26,7,3,29,6,17,6,13,6,6,1,7,2,5
"E00021489",236,48,19,29,73,35,32,5,0,1,71,18,24,17,11,1,24,12,8,4,11,6,5,0,9,6,3
"E00021490",192,27,12,15,70,19,44,7,0,0,63,27,27,5,3,1,14,9,2,3,10,7,2,1,8,3,5
"E00021491",199,49,20,29,64,31,23,10,0,0,55,15,18,14,5,3,11,1,7,3,14,4,4,6,6,3,3
"E00021492",268,49,21,28,77,30,36,9,1,1,94,48,28,12,3,3,21,11,9,1,16,5,8,3,11,1,10
"E00021493",308,70,14,56,87,32,35,14,4,2,112,26,41,24,14,7,16,4,6,6,16,5,7,4,7,1,6
"E00021494",427,113,40,73,103,54,31,7,7,4,123,55,19,26,22,1,46,10,26,10,25,5,15,5,17,6,11
"E00021495",442,128,52,76,148,92,35,13,6,2,113,39,26,31,12,5,29,1,14,14,18,1,9,8,6,1,5
"E00021496",224,46,18,28,56,20,27,9,0,0,76,16,35,14,5,6,21,5,10,6,14,4,3,7,11,4,7
"E00021497",340,86,26,60,90,35,45,8,2,0,115,27,34,40,8,6,20,4,8,8,19,3,9,7,10,3,7
"E00021498",268,57,18,39,93,35,38,12,4,4,80,30,14,21,9,6,19,1,8,10,11,2,6,3,8,7,1
"E00021499",264,73,61,12,116,100,12,2,2,0,48,33,4,9,2,0,14,3,8,3,8,2,6,0,5,0,5
"E00021500",278,61,39,22,110,104,4,2,0,0,70,48,9,5,6,2,29,13,12,4,7,3,4,0,1,0,1
"E00021501",235,44,27,17,78,60,14,3,0,1,72,44,6,15,5,2,18,10,7,1,13,5,7,1,10,5,5
"E00021502",271,76,41,35,56,21,22,5,5,3,101,49,13,23,12,4,22,8,5,9,9,2,4,3,7,1,6
"E00021503",251,50,14,36,63,30,25,7,1,0,117,39,31,29,15,3,9,3,5,1,5,0,4,1,7,6,1
"E00021504",286,54,27,27,112,67,35,10,0,0,93,42,27,17,6,1,9,5,4,0,2,1,0,1,16,9,7
"E00021505",222,52,23,29,74,44,23,4,3,0,58,19,20,14,5,0,13,4,5,4,17,7,9,1,8,2,6
"E00021506",246,38,27,11,80,52,26,2,0,0,87,54,21,5,5,2,14,4,7,3,11,4,6,1,16,7,9
"E00021507",322,78,54,24,123,108,11,2,2,0,74,40,10,14,10,0,21,10,9,2,14,10,4,0,12,7,5
"E00021508",282,59,41,18,113,73,30,6,3,1,74,32,20,10,5,7,13,5,7,1,12,5,3,4,11,6,5
"E00021509",396,94,51,43,130,80,30,12,7,1,93,37,18,17,14,7,17,7,7,3,25,11,13,1,37,26,11
"E00021510",204,21,16,5,68,51,15,2,0,0,82,54,22,4,2,0,23,1,21,1,9,3,6,0,1,0,1
"E00021511",181,10,10,0,66,52,14,0,0,0,78,55,23,0,0,0,20,3,15,2,6,2,4,0,1,0,1
"E00021516",219,35,21,14,88,78,7,3,0,0,64,44,2,6,12,0,15,2,12,1,8,1,5,2,9,2,7
"E00021517",259,54,33,21,102,86,14,2,0,0,82,57,8,10,1,6,16,5,9,2,4,1,1,2,1,1,0
"E00021518",291,52,30,22,115,90,23,1,0,1,78,45,11,8,5,9,27,6,18,3,10,1,9,0,9,2,7
"E00021519",405,66,51,15,158,130,26,2,0,0,128,82,26,10,7,3,19,5,10,4,14,2,8,4,20,3,17
"E00021520",185,27,22,5,88,75,12,0,0,1,63,33,14,13,1,2,4,1,3,0,1,1,0,0,2,2,0
"E00021521",202,32,14,18,42,22,11,9,0,0,78,42,9,10,13,4,30,5,20,5,13,4,8,1,7,6,1
"E00021522",351,96,30,66,88,36,32,13,4,3,111,38,25,24,20,4,30,6,15,9,20,4,10,6,6,3,3
"E00021524",465,136,80,56,170,115,45,7,2,1,110,52,23,18,11,6,29,7,12,10,13,1,10,2,7,1,6
"E00021525",265,59,50,9,125,99,24,1,1,0,59,31,18,6,2,2,19,9,8,2,3,0,2,1,0,0,0
"E00021526",310,52,41,11,161,143,15,2,1,0,82,59,15,6,0,2,11,4,7,0,2,0,2,0,2,2,0
"E00021527",267,44,39,5,129,91,37,1,0,0,77,56,11,7,3,0,14,4,9,1,1,0,1,0,2,0,2
"E00021528",194,28,10,18,38,23,11,3,1,0,80,31,32,6,11,0,17,6,9,2,20,8,10,2,11,1,10
"E00021529",159,9,4,5,42,27,10,3,2,0,52,41,9,1,1,0,17,13,1,3,22,19,2,1,17,14,3
"E00021531",437,89,20,69,141,62,65,10,3,1,132,52,38,21,16,5,39,6,13,20,20,2,10,8,16,3,13
"E00021532",273,46,43,3,128,93,33,1,1,0,80,54,20,4,2,0,16,3,12,1,3,2,1,0,0,0,0
"E00021533",230,17,17,0,117,108,9,0,0,0,79,71,4,2,2,0,13,6,7,0,1,1,0,0,3,0,3
"E00021534",214,32,32,0,115,106,8,1,0,0,56,45,9,2,0,0,6,0,5,1,5,3,0,2,0,0,0
"E00021535",243,62,49,13,75,61,12,2,0,0,68,49,8,6,4,1,27,3,21,3,5,2,2,1,6,0,6
"E00021536",247,33,23,10,101,78,18,3,2,0,91,72,9,5,3,2,20,5,13,2,2,1,1,0,0,0,0
"E00021537",308,41,38,3,140,117,21,2,0,0,91,72,13,4,1,1,25,4,19,2,7,0,7,0,4,2,2
"E00021538",612,91,86,5,274,239,32,3,0,0,197,129,46,14,5,3,35,9,24,2,13,4,9,0,2,1,1
"E00021539",240,25,25,0,133,128,5,0,0,0,63,52,11,0,0,0,15,2,13,0,3,0,3,0,1,0,1
"E00021541",217,39,39,0,124,110,14,0,0,0,49,42,6,1,0,0,4,3,1,0,0,0,0,0,1,0,1
"E00021542",188,11,8,3,55,42,13,0,0,0,96,52,20,10,10,4,15,5,10,0,11,1,9,1,0,0,0
"E00021543",255,35,35,0,140,116,23,1,0,0,60,55,3,2,0,0,13,5,8,0,5,3,2,0,2,1,1
"E00021544",158,14,10,4,59,43,16,0,0,0,70,48,13,4,3,2,12,4,8,0,3,0,2,1,0,0,0
"E00021546",172,12,12,0,78,63,15,0,0,0,75,58,9,8,0,0,4,1,3,0,3,1,2,0,0,0,0
"E00021547",222,28,10,18,69,42,22,3,1,1,68,39,14,7,4,4,24,14,7,3,20,6,9,5,13,7,6
"E00021549",303,66,30,36,92,60,23,8,0,1,90,44,14,20,5,7,24,3,13,8,17,4,10,3,14,4,10
"E00021550",293,65,31,34,103,46,43,9,3,2,89,44,13,18,9,5,16,5,7,4,12,3,5,4,8,5,3
"E00021552",193,30,14,16,69,53,13,3,0,0,41,20,6,12,3,0,22,6,13,3,26,5,19,2,5,2,3
"E00021553",255,51,14,37,63,27,25,5,4,2,82,31,23,9,12,7,22,4,16,2,16,5,6,5,21,7,14
"E00021554",221,31,19,12,95,80,15,0,0,0,73,56,8,0,7,2,13,6,6,1,7,6,0,1,2,0,2
"E00021555",320,90,27,63,97,60,29,4,3,1,116,43,27,19,19,8,6,0,6,0,8,3,2,3,3,1,2
"E00021556",258,32,24,8,151,132,14,3,2,0,67,49,12,0,5,1,8,6,2,0,0,0,0,0,0,0,0
"E00021557",297,23,17,6,169,145,22,2,0,0,84,57,17,5,2,3,11,5,6,0,8,4,4,0,2,0,2
"E00021559",291,46,38,8,53,47,4,2,0,0,108,64,25,10,6,3,46,9,33,4,18,6,10,2,20,11,9
"E00021560",333,72,24,48,91,52,13,20,2,4,117,54,20,21,17,5,26,5,16,5,13,7,5,1,14,6,8
"E00021561",265,96,91,5,96,86,5,3,1,1,55,45,2,4,0,4,9,5,4,0,5,3,2,0,4,4,0
"E00021562",306,85,55,30,91,72,17,1,0,1,90,52,11,12,15,0,16,7,8,1,15,6,7,2,9,2,7
"E00021563",300,76,27,49,69,47,15,5,2,0,95,45,18,20,11,1,23,7,9,7,23,4,13,6,14,4,10
"E00021564",254,45,30,15,64,45,10,5,2,2,64,29,15,11,5,4,24,8,14,2,23,14,6,3,34,16,18
"E00021565",154,30,12,18,46,23,17,4,2,0,55,34,9,6,5,1,8,3,4,1,3,2,1,0,12,7,5
"E00021566",396,179,153,26,99,88,8,2,1,0,82,48,9,17,7,1,14,4,7,3,20,5,9,6,2,2,0
"E00021567",290,56,43,13,97,77,16,3,0,1,86,50,13,13,9,1,18,6,11,1,18,5,13,0,15,8,7
"E00021569",260,57,53,4,107,92,10,4,0,1,62,39,13,5,3,2,16,5,11,0,9,1,5,3,9,7,2
"E00021572",283,73,45,28,89,63,19,3,4,0,76,23,23,17,10,3,21,9,8,4,10,2,6,2,14,4,10
"E00021574",224,54,22,32,66,54,7,1,3,1,56,25,6,9,13,3,25,7,11,7,14,1,10,3,9,2,7
"E00021577",220,42,19,23,56,26,16,13,0,1,70,39,8,15,5,3,21,8,7,6,14,8,5,1,17,11,6
"E00021579",239,60,33,27,72,35,31,5,0,1,82,22,36,16,6,2,10,3,6,1,10,2,3,5,5,4,1
"E00021580",298,72,40,32,90,45,33,11,1,0,89,32,22,23,11,1,23,2,13,8,9,4,4,1,15,3,12
"E00021582",299,78,20,58,66,32,23,7,4,0,93,26,26,26,12,3,33,4,19,10,18,3,10,5,11,4,7
"E00021583",304,84,44,40,75,49,17,6,3,0,98,29,36,21,11,1,20,5,11,4,13,2,8,3,14,8,6
"E00021584",238,51,18,33,49,34,10,0,3,2,74,26,13,16,10,9,28,6,15,7,21,7,12,2,15,8,7
"E00021585",424,139,54,85,108,48,45,6,5,4,125,41,36,28,17,3,24,3,10,11,12,2,5,5,16,5,11
"E00021586",323,70,33,37,105,54,37,11,2,1,82,19,20,26,13,4,29,4,15,10,18,7,8,3,19,6,13
"E00021587",291,71,35,36,67,32,23,8,3,1,96,38,21,20,13,4,16,4,6,6,16,5,9,2,25,12,13
"E00021588",241,30,17,13,66,29,30,7,0,0,68,28,19,13,8,0,33,21,11,1,17,8,9,0,27,19,8
"E00021590",286,64,36,28,66,36,21,7,2,0,84,33,18,15,14,4,27,8,16,3,25,12,12,1,20,7,13
"E00021591",261,52,7,45,73,14,34,20,5,0,109,24,37,30,17,1,13,1,8,4,10,2,5,3,4,1,3
"E00021592",251,51,25,26,56,41,12,1,2,0,88,43,19,8,13,5,22,5,14,3,20,3,15,2,14,6,8
"E00021593",200,21,16,5,28,15,13,0,0,0,38,28,5,2,3,0,44,32,9,3,32,19,12,1,37,22,15
"E00021594",272,66,43,23,64,45,8,6,4,1,84,37,20,16,6,5,21,5,12,4,10,5,3,2,27,13,14
"E00021595",294,61,29,32,80,54,21,4,0,1,95,52,22,15,3,3,28,8,11,9,14,6,6,2,16,10,6
"E00021596",326,47,33,14,97,75,16,3,1,2,103,70,14,14,3,2,31,9,18,4,22,6,15,1,26,12,14
"E00021597",278,57,38,19,92,52,35,3,1,1,89,45,18,13,10,3,22,3,15,4,13,4,4,5,5,5,0
"E00021598",240,43,39,4,101,89,10,2,0,0,56,42,10,0,4,0,24,6,16,2,12,3,9,0,4,2,2
"E00021599",284,28,19,9,120,105,14,0,0,1,108,72,28,2,2,4,21,8,10,3,4,0,3,1,3,0,3
"E00021600",280,32,24,8,95,88,6,1,0,0,90,58,10,11,9,2,39,16,21,2,18,6,12,0,6,5,1
"E00021601",205,21,21,0,59,52,7,0,0,0,77,55,13,9,0,0,22,7,15,0,14,6,7,1,12,3,9
"E00021602",319,57,39,18,153,126,24,0,1,2,77,46,21,7,3,0,22,6,5,11,5,0,2,3,5,3,2
"E00021603",168,10,10,0,73,66,7,0,0,0,72,58,13,1,0,0,6,2,4,0,4,2,2,0,3,3,0
"E00021604",290,43,25,18,100,79,20,0,0,1,93,54,17,10,8,4,30,13,15,2,14,7,6,1,10,6,4
"E00021605",269,25,25,0,111,94,16,1,0,0,66,51,10,5,0,0,27,10,17,0,19,12,7,0,21,13,8
"E00021606",267,8,4,4,76,71,5,0,0,0,113,99,9,3,2,0,35,9,26,0,19,6,13,0,16,12,4
"E00021607",205,34,13,21,47,25,14,7,1,0,66,33,9,14,7,3,25,20,5,0,19,11,5,3,14,9,5
"E00021608",202,34,28,6,81,78,3,0,0,0,55,38,4,5,6,2,23,15,7,1,6,6,0,0,3,2,1
"E00021610",267,32,26,6,101,77,21,3,0,0,89,66,18,2,3,0,17,8,6,3,6,1,5,0,22,12,10
"E00021611",330,55,21,34,112,77,24,4,3,4,107,54,21,8,16,8,26,4,17,5,21,2,14,5,9,4,5
"E00021612",204,7,7,0,95,92,1,2,0,0,72,62,5,5,0,0,16,11,5,0,4,1,3,0,10,1,9
"E00021613",184,5,5,0,87,87,0,0,0,0,72,64,8,0,0,0,16,8,8,0,3,3,0,0,1,1,0
"E00021614",251,26,26,0,87,87,0,0,0,0,96,80,10,4,2,0,30,13,17,0,7,2,5,0,5,1,4
"E00021615",205,9,8,1,73,71,2,0,0,0,95,83,5,5,0,2,21,16,5,0,4,2,2,0,3,0,3
"E00021616",315,64,31,33,108,63,31,13,0,1,92,32,31,21,5,3,25,2,14,9,15,5,6,4,11,1,10
"E00021617",164,22,22,0,81,81,0,0,0,0,48,46,0,0,2,0,9,5,4,0,4,4,0,0,0,0,0
"E00021618",185,30,9,21,70,28,37,4,1,0,69,23,28,12,6,0,11,5,4,2,2,1,1,0,3,3,0
"E00021619",322,58,28,30,104,53,47,4,0,0,105,50,36,11,5,3,27,7,17,3,16,5,8,3,12,2,10
"E00021620",207,35,19,16,76,57,15,3,1,0,66,44,8,7,7,0,15,10,5,0,8,4,2,2,7,4,3
"E00021621",248,61,31,30,65,22,35,3,4,1,69,31,15,9,13,1,20,10,7,3,19,9,7,3,14,5,9
"E00021622",232,23,23,0,131,120,9,0,2,0,62,49,10,0,3,0,10,4,6,0,4,2,2,0,2,1,1
"E00021623",133,18,5,13,42,22,13,4,2,1,51,28,10,8,1,4,14,9,3,2,3,2,0,1,5,4,1
"E00021624",285,32,32,0,101,96,4,1,0,0,99,92,4,1,2,0,31,6,23,2,12,3,9,0,10,2,8
"E00021625",416,60,58,2,197,179,17,1,0,0,131,105,21,3,0,2,20,9,11,0,5,2,3,0,3,1,2
"E00021626",316,22,20,2,114,109,5,0,0,0,112,97,9,4,2,0,33,18,13,2,20,13,7,0,15,13,2
"E00021627",342,40,39,1,175,157,16,2,0,0,105,86,15,4,0,0,16,11,5,0,4,1,3,0,2,1,1
"E00021628",188,17,11,6,26,23,3,0,0,0,88,59,17,4,6,2,49,14,35,0,6,1,5,0,2,1,1
"E00021629",211,22,20,2,80,72,8,0,0,0,82,63,14,3,2,0,21,9,11,1,4,1,3,0,2,2,0
"E00021630",221,28,15,13,65,50,11,4,0,0,81,53,16,7,4,1,25,11,14,0,9,7,2,0,13,9,4
"E00021631",267,32,30,2,132,113,19,0,0,0,84,49,30,0,5,0,11,4,7,0,8,3,4,1,0,0,0
"E00021632",212,21,20,1,102,99,3,0,0,0,68,52,13,3,0,0,14,2,11,1,6,2,4,0,1,0,1
"E00021633",200,16,15,1,61,58,2,1,0,0,89,73,10,3,1,2,18,5,13,0,12,5,6,1,4,0,4
"E00021634",249,29,14,15,113,97,14,0,1,1,80,49,16,4,9,2,18,4,11,3,7,1,6,0,2,1,1
"E00021635",206,26,25,1,104,97,7,0,0,0,58,40,15,2,1,0,14,3,10,1,2,1,1,0,2,1,1
"E00021636",247,50,23,27,72,37,29,3,2,1,79,35,11,11,19,3,21,5,8,8,17,2,12,3,8,3,5
"E00021637",372,67,31,36,131,86,33,7,5,0,133,57,34,22,12,8,21,4,13,4,14,2,10,2,6,2,4
"E00021639",265,82,21,61,59,30,20,0,7,2,73,23,29,6,12,3,22,12,5,5,14,5,7,2,15,10,5
"E00021640",286,43,15,28,83,40,27,10,4,2,91,44,23,20,2,2,26,10,11,5,25,10,10,5,18,9,9
"E00021641",331,84,39,45,107,72,27,3,2,3,82,38,18,9,12,5,24,1,12,11,23,7,10,6,11,4,7
"E00021642",253,47,28,19,76,47,25,4,0,0,82,40,33,4,3,2,14,9,4,1,20,6,10,4,14,8,6
"E00021643",194,46,15,31,42,27,10,4,0,1,68,34,13,13,2,6,16,4,11,1,13,5,8,0,9,2,7
"E00021644",281,64,34,30,68,46,10,5,2,5,69,43,5,7,10,4,31,12,17,2,24,7,17,0,25,12,13
"E00021646",337,72,35,37,117,51,55,10,1,0,98,40,31,23,2,2,19,2,15,2,21,6,10,5,10,2,8
"E00021648",193,29,26,3,85,81,4,0,0,0,65,54,5,2,4,0,12,4,7,1,2,1,1,0,0,0,0
"E00021649",317,64,24,40,110,74,28,5,2,1,81,31,23,17,9,1,31,8,14,9,17,7,8,2,14,6,8
"E00021650",215,36,33,3,96,81,12,2,1,0,59,36,16,5,2,0,14,5,8,1,5,1,2,2,5,1,4
"E00021651",224,12,10,2,98,80,15,3,0,0,78,60,16,0,2,0,22,8,14,0,10,2,8,0,4,1,3
"E00021652",253,18,17,1,112,102,9,1,0,0,86,62,15,9,0,0,23,9,14,0,10,6,4,0,4,3,1
"E00021653",403,107,46,61,124,59,49,9,4,3,126,55,27,22,17,5,17,3,5,9,16,6,5,5,13,10,3
"E00021654",268,57,10,47,55,22,22,5,2,4,112,58,18,16,16,4,24,11,6,7,9,4,4,1,11,5,6
